SSC_NAME16	medianRent
Memerambi	12740
Mena Creek	13000
Mentmore	
Menzies (Qld)	13000
Mer Island	6240
Meridan Plains	22880
Meringandan	16120
Meringandan West	18720
Merlwood	
Mermaid Beach	19240
Mermaid Waters	19240
Merrimac	20540
Merritts Creek	
Merryburn	15600
Merryvale	
Mexico	
Mia Mia (Qld)	10504
Miallo	13000
Miami	19240
Miara	
Mica Creek	13000
Middle Park (Qld)	21320
Middle Ridge	20800
Middlebrook	2860
Middlemount	2444
Middleton (Qld)	
Midge Point	11960
Midgee (Qld)	10920
Midgenoo	
Midgeree Bar	12740
Mighell	9360
Milbong	9100
Miles	9880
Miles End	15080
Milford	9100
Millaa Millaa	11440
Millaroo	2704
Millbank (Qld)	13260
Millchester	11700
Millmerran	11076
Millmerran Downs	
Millmerran Woods	
Millstream (Qld)	13000
Millwood	
Milman	7800
Milora	
Milton (Qld)	22360
Mimosa (Qld)	
Min Min	
Minbun	10816
Minden	16120
Minerva	6760
Mingo	
Mingoola (Qld)	
Minnamoolka	
Minnie Downs	
Minyama	21840
Mirani	13572
Miriam Vale	9360
Mirriwinni	10400
Missen Flat	
Mission Beach	15600
Mission River	6240
Mistake Creek	
Mitchell (Qld)	8060
Mitchelton	18720
Miva	11700
Moa Island	6084
Moffat Beach	18200
Moffatdale	10400
Moggill	21840
Molangul	
Molendinar	20280
Mon Repos	
Mona Mona	
Mona Park	2236
Monal	
Monduran	
Mondure	
Monkland	12740
Monogorilby	7280
Mons	25376
Monsildale	
Monto	8320
Montrose (Southern Downs - Qld)	
Montrose (Western Downs - Qld)	
Montville	17160
Moodlu	16640
Mooga	
Moogerah	7800
Moola	5200
Moolboolaman	13520
Mooloo	10400
Mooloolaba	17680
Mooloolah Valley	18720
Moombra	
Moombria	
Moomin	11700
Moondooner	
Moonford	1300
Moongan	
Moonie	
Moorang	9100
Moore	9360
Moore Park Beach	15080
Moores Pocket	11076
Moorina (Qld)	20800
Moorland (Qld)	5408
Mooroobool	15600
Moorooka	18200
Moraby	
Moranbah	5200
Morayfield	17420
Moregatta	
Morella	
Moresby (Qld)	12220
Moreton Bay	
Moreton Island	
Morgan Park	6500
Morganville	10400
Morinish	2600
Morinish South	
Morningside	21320
Mornington (Qld)	11440
Morton Vale	
Morven (Qld)	5200
Morwincha	
Mosman Park (Qld)	10400
Mosquito Creek	
Mossman	11440
Mossman Gorge	6968
Mothar Mountain	11700
Motley	
Mount Abundance	
Mount Alford	11440
Mount Alma	
Mount Archer (Rockhampton - Qld)	
Mount Archer (Somerset - Qld)	12376
Mount Barney	
Mount Beppo	13520
Mount Berryman	9360
Mount Bindango	
Mount Binga	
Mount Britton	
Mount Byron	
Mount Carbine	3640
Mount Chalmers	
Mount Charlton	
Mount Colliery	
Mount Coolon	
Mount Coolum	19240
Mount Coot-tha	
Mount Cotton	24180
Mount Crosby	21840
Mount Darry	
Mount Debateable	8736
Mount Delaney	13000
Mount Edwards	13780
Mount Elliot (Qld)	
Mount Emlyn	
Mount Enniskillen	
Mount Forbes	17680
Mount Fox	
Mount French	
Mount Gardiner	
Mount Garnet	8580
Mount Gipps	
Mount Glorious	17160
Mount Gravatt	18200
Mount Gravatt East	19240
Mount Hallen	14820
Mount Howe	
Mount Hutton (Qld)	
Mount Irving	
Mount Isa	
Mount Isa City	5720
Mount Jukes	7800
Mount Julian	17056
Mount Kelly	14300
Mount Kilcoy	13780
Mount Kynoch	18512
Mount Larcom	11700
Mount Lawless	
Mount Lindesay (Qld)	
Mount Lofty	15860
Mount Louisa	17160
Mount Low	17160
Mount Luke	
Mount Macarthur	
Mount Mackay	
Mount Maria	12636
Mount Marlow	11440
Mount Marrow	18460
Mount Marshall	11700
Mount Martin	7800
Mount Mceuen	
Mount Mee	15080
Mount Mellum	14820
Mount Moffatt	
Mount Molar	
Mount Molloy	11336
Mount Morgan	9100
Mount Moriah	
Mount Mort	
Mount Mulgrave	
Mount Mulligan	
Mount Murchison	14560
Mount Nathan	25740
Mount Nebo	14560
Mount Ommaney	28080
Mount Ossa	7176
Mount Pelion	8320
Mount Perry	6760
Mount Peter	6240
Mount Pleasant (Mackay - Qld)	16120
Mount Pleasant (Moreton Bay - Qld)	15340
Mount Pluto	
Mount Rascal	20800
Mount Rooper	
Mount Samson	27040
Mount Sheridan (Qld)	18200
Mount St John	7800
Mount Stanley	
Mount Steadman	
Mount Stuart (Qld)	
Mount Sturt	
Mount Surprise	
Mount Surround	4576
Mount Sylvia	4784
Mount Tabor	
Mount Tarampa	14560
Mount Tom	5980
Mount Tully	15600
Mount Tyson	10400
Mount Urah	
Mount Walker (Qld)	17680
Mount Walker West	
Mount Warren Park	17316
Mount Whitestone	10400
Mount Wyatt	
Mountain Camp	
Mountain Creek (Qld)	23400
Moura	7800
Mourilyan	11596
Mourilyan Harbour	13000
Mowbray (Qld)	17160
Mowbullan	
Moy Pocket	12740
Mp Creek	
Muckadilla	2600
Mudgeeraba	21840
Mudjimba	20800
Mudlo	
Muirlea	17680
Mulambin	18720
Mulara	11700
Muldu	
Mulgildie	5200
Mulgowie	14196
Mulgrave (Qld)	
Mullett Creek	416
Munbilla	14300
Munbura	7540
Munderra	
Mundingburra	13520
Mundoo	13780
Mundoolun	23400
Mundowran	10816
Mundubbera	10400
Mungabunda	
Mungallala	2132
Mungallala South	
Mungalli	9100
Mungar	13000
Mungindi (Qld)	6084
Mungungo	3120
Mungy	
Muniganeen	
Munna Creek	
Munro Plains	6760
Munruben	21840
Murarrie	21840
Murgon	10400
Murphys Creek (Qld)	11960
Murray	
Murray Upper	7280
Murrays Bridge	
Murrigal	5200
Murrumba	
Murrumba Downs	18200
Murweh	
Mutarnee	10400
Mutchilba	8320
Mutdapilly	11440
Muttaburra	5720
Myall Park (Qld)	
Myrtlevale	3900
Mysterton	14820
Nahrunda	15600
Nambour	15340
Nanango	10400
Nandi	10400
Nandowrie	
Nangram	
Nangwee	
Nankin	12428
Nanum	23400
Narangba	20280
Narbethong (Qld)	
Narko	
Nathan	16016
Natural Bridge	6916
Nearum	
Nebine	
Nebo	10400
Neerdie	8840
Nelly Bay	14040
Nerada	13780
Nerang	18200
Neranwood	
Nerimbera	9880
Netherby (Qld)	
Netherdale	13000
Neumgna	
Neurum	12012
Neusa Vale	
Nevilton	
New Auckland	13000
New Beith	26000
New Chum	
New Farm	20800
New Harbourline	13780
New Mapoon	6240
New Moonta	
Newell	14040
Newlands (Qld)	1300
Newmarket	19500
Newport (Qld)	26000
Newstead (Qld)	24700
Newtown (Ipswich - Qld)	14300
Newtown (Toowoomba - Qld)	14040
Ngatjan	
Nicholson (Qld)	
Nikenbah	18200
Nindaroo	5720
Ninderry	20800
Nindooinbah	8008
Nine Mile (Qld)	
Nine Mile Creek	
Ningi	18200
Nive	
No 4 Branch	4160
No 5 Branch	
No 6 Branch	7280
Noah	
Nobby	11960
Nockatunga	
Nome	14040
Noorama	
Noorindoo	
Noosa Heads	21840
Noosa North Shore	17420
Noosaville	20800
Norley	
Norman Gardens	15340
Norman Park	22360
Normanton	7800
North Aramara	
North Arm (Qld)	14040
North Booval	15340
North Branch (Southern Downs - Qld)	3120
North Branch (Toowoomba - Qld)	3900
North Bungunya	
North Deep Creek	12740
North Eton	13780
North Gregory	5200
North Ipswich	14300
North Isis	11440
North Johnstone	
North Lakes	20800
North Mackay	12272
North Maclagan	
North Maclean	21840
North Maleny	17680
North Stradbroke Island	8736
North Talwood	
North Tivoli	11960
North Toowoomba	13520
North Ward	14560
Northgate (Qld)	17680
Northhead	
Norville	13520
Norwell	13000
Norwin	3900
Nudgee	23400
Nudgee Beach	24700
Nukku	
Numinbah Valley	13000
Nundah	18876
Nundubbermere	10400
Nutgrove	
Nychum	
O'Bil Bil	
O'Briens Hill	
O'Connell (Qld)	15600
O'Reilly	
Oak Beach	4784
Oak Valley	20800
Oakdale (Qld)	9100
Oakenden	10400
Oakey	13520
Oakey Creek	
Oakhurst (Qld)	16120
Oakview	
Oakwood (Qld)	13520
Oaky Creek	11440
Oberina	
Obi Obi	8840
Obum Obum	13780
Ocean View	18200
Ogmore	
Okeden	
Old Cooranga	6240
Old Talgai	
Oman Ama	
One Mile (Qld)	14040
Oombabeer	
Oonoonba	14196
Ooralea	18720
Opalton	
Orallo	
Orange Creek	
Orange Hill	5200
Orient	
Orion	
Ormeau	21840
Ormeau Hills	22360
Ormiston	21840
Osborne (Qld)	7800
Ottaba	
Owanyilla	8320
Owens Creek	6396
Oxenford	20800
Oxford	
Oxley (Qld)	20540
Oyster Creek	
Pacific Haven	11440
Pacific Heights	21840
Pacific Paradise	17784
Pacific Pines	21840
Packers Camp	13000
Paddington (Qld)	23400
Paddys Green	5200
Paget	14300
Palen Creek	2392
Palgrave	
Pallara	20800
Pallarenda	18200
Palm Beach (Qld)	17680
Palm Cove	16640
Palm Grove (Qld)	14456
Palm Island	6240
Palmer (Qld)	
Palmerston (Qld)	
Palmtree	7280
Palmview	21840
Palmwoods (Qld)	19240
Palmyra (Qld)	13000
Paluma	7800
Pampas	3900
Paradise Point	20176
Park Avenue	13000
Park Ridge	19760
Park Ridge South	22880
Parkhurst	17940
Parkinson	22620
Parklands (Qld)	16900
Parknook	
Parkside (Qld)	15600
Parkwood (Qld)	23400
Parramatta Park	14040
Parrearra	22880
Pasha	
Passchendaele	
Paterson (Qld)	13520
Patrick	
Patrick Estate	10920
Pauls Pocket	
Peachester	15600
Peacock Siding	
Peak Crossing	13000
Peak Vale	
Pechey	
Peel Island	
Peeramon	15600
Pelham (Qld)	
Pelican (Qld)	
Pelican Creek	
Pelican Waters	24960
Pentland	2964
Penwhaupell	
Peranga	
Peregian Beach	20280
Peregian Springs	24960
Perseverance	
Perwillowen	17680
Petford	
Petrie	17420
Petrie Terrace	23400
Pheasant Creek (Qld)	
Philpott	
Pialba	13520
Pickanjinnie	
Picnic Bay	11440
Pie Creek	13000
Pierces Creek	11856
Pikedale	3900
Pikes Creek	
Pile Gully	
Pilerwa	
Pilton	7176
Pimlico (Qld)	12480
Pimpama	21320
Pimpimbudgee	5200
Pin Gin Hill	5876
Pinbarren	18720
Pindi Pindi	5720
Pine Creek (Qld)	14560
Pine Hill (Qld)	
Pine Hills	
Pine Mountain (Qld)	20436
Pinelands (Qld)	7176
Pinevale	13000
Pinjarra Hills	19500
Pink Lily	7800
Pinkenba	15600
Pinnacle (Qld)	7280
Pinnacles	
Pioneer (Qld)	11440
Pioneers Rest	14560
Pirrinuan	7956
Pittsworth	13676
Piturie	
Placid Hills	18460
Plainby	
Plainland	15600
Pleystowe	14560
Point Arkwright	18356
Point Lookout	16640
Point Vernon	15340
Pomona (Qld)	18200
Pony Hills	
Poona	11440
Porcupine	
Pormpuraaw	4680
Port Alma	
Port Curtis	7800
Port Douglas	16640
Port Of Brisbane	
Port Wine	
Portsmith	13780
Poruma Island	6240
Postmans Ridge	14560
Pozieres	3640
Prairie (Qld)	
Pratten	9360
Prawle	
Prenzlau	14560
Preston (Toowoomba - Qld)	16640
Preston (Whitsunday - Qld)	8840
Priestdale	
Prince Henry Heights	18876
Prince Of Wales	
Promisedland	
Proserpine	13000
Prospect (Qld)	13520
Proston	8580
Pullenvale	35100
Punchs Creek	
Punsand	
Purga	14040
Purrawunda	
Queenton	10400
Quilpie	6760
Quinalow	7800
Qunaba	14976
Racecourse	13520
Raceview	15652
Radford	10920
Raglan (Qld)	7800
Railway Estate	14040
Rainbow Beach	13520
Ramsay (Qld)	13780
Rangemore (Burdekin - Qld)	
Rangemore (Toowoomba - Qld)	
Ranges Bridge	7800
Rangeville	16120
Rangewood	20800
Ransome	23920
Rasmussen	13000
Rathdowney	11960
Ravensbourne	10660
Ravenshoe	11440
Ravenswood (Qld)	3848
Ravensworth (Qld)	
Rawbelle	
Red Hill (Brisbane - Qld)	20800
Red Hill (Western Downs - Qld)	
Red River	
Redbank (Qld)	16380
Redbank Creek	10400
Redbank Plains	17420
Redcliffe (Qld)	15600
Redford	
Redgate (Qld)	
Redhill Farms	
Redland Bay	23140
Redlynch	20800
Redridge	13520
Redwood	22568
Reedy Creek (Qld)	19760
Reesville	13000
Regency Downs	16640
Regents Park (Qld)	18980
Reid River	16120
Reids Creek	1560
Retro	
Rewan	
Rhydding	
Richlands (Qld)	18720
Richmond (Mackay - Qld)	15600
Richmond (Richmond - Qld)	6136
Richmond Hill (Qld)	10920
Ridgelands	9100
Ridgewood (Qld)	15080
Rifle Range	15080
Ringtail Creek	19396
Ringwood (Qld)	
Riordanvale	21840
Ripley	17420
Rita Island	6396
River Heads	14560
River Ranch	10400
Riverhills	20540
Riverleigh	5616
Riversleigh	
Riverton (Qld)	
Riverview (Qld)	13000
Roadvale	6760
Robertson (Qld)	21840
Robina	23920
Roche Creek	
Rochedale	22880
Rochedale South	19240
Rockhampton City	11440
Rockingham (Qld)	7800
Rocklea (Qld)	17680
Rockmount	16380
Rocksberg	19240
Rockside	
Rockville	13884
Rocky Creek (Qld)	
Rocky Point (Douglas - Qld)	14300
Rocky Point (Weipa - Qld)	24024
Rockyview	22880
Rodds Bay	
Rodgers Creek	
Rolleston	
Rollingstone	7280
Roma	13000
Rookwood (Qld)	
Ropeley	12376
Rosalie Plains	
Rosedale (Qld)	7540
Rosehill (Qld)	
Rosella	11700
Rosemount	18200
Roseneath	9100
Rosenthal Heights	15080
Rosevale (Qld)	10400
Rosewood (Qld)	14820
Ross Creek (Qld)	
Ross River	
Rosslea	13000
Rosslyn	18720
Rossmoya	
Rossvale	
Rossville	7800
Rothwell	18720
Round Hill (Qld)	16640
Roundstone	
Rowes Bay	10504
Royston	14716
Rubyanna	12480
Rules Beach	
Runaway Bay	19760
Runcorn	20280
Rungoo	
Running Creek (Qld)	7956
Runnymede (Qld)	10400
Rural View	17160
Rush Creek	9100
Russell Island	11960
Ryan (Qld)	10920
Ryeford	
Rywung	
Sabine	
Sadliers Crossing	14300
Saibai Island	3640
Salisbury (Qld)	19240
Saltern Creek	
Samford Valley	31200
Samford Village	26000
Samsonvale	26936
Sandgate (Qld)	14820
Sandiford	11180
Sandringham (Qld)	
Sandstone Point	18720
Sandy Camp	11596
Sandy Creek (Qld)	15600
Sandy Pocket	
Sandy Ridges	10400
Sarabah	
Sardine	
Sarina	13000
Sarina Beach	13000
Sarina Range	10400
Saunders Beach	15600
Savannah	
Saxby	
Scarborough (Qld)	16640
Scarness	13000
Scotchy Pocket	
Scottville	9360
Scrub Creek	
Scrubby Creek (Blackall-Tambo - Qld)	
Scrubby Creek (Gympie - Qld)	
Scrubby Mountain	7488
Seaforth (Qld)	13000
Sedgeford	
Seisia	6240
Selene	
Selwyn (Qld)	
Septimus	7800
Seven Hills (Qld)	21840
Seventeen Mile	
Seventeen Mile Rocks	21320
Seventeen Seventy	14040
Seventy Mile	10764
Severnlea	9880
Sexton	13000
Shailer Park	20020
Shannonvale	13000
Sharon	14820
Shaw	15600
Sheep Station Creek	11960
Shelburne	15080
Sheldon	16120
Shell Pocket	
Shelly Beach (Sunshine Coast - Qld)	19240
Shelly Beach (Townsville - Qld)	
Sherwood (Qld)	19760
Shirbourne	8112
Shoal Point	15600
Shoalwater (Qld)	
Shorncliffe	12636
Shute Harbour	24076
Silkstone	14040
Silkwood	12012
Silky Oak	10400
Silver Creek	
Silver Ridge	
Silver Spur	
Silver Valley	9100
Silverdale (Qld)	15600
Silverleaf	
Silverleigh	5200
Silverwood	
Simmie	
Sinnamon Park	23140
Sippy Downs	22360
Skyring Reserve	10660
Slacks Creek	15600
Slade Point	13000
Sladevale	17680
Smithfield (Qld)	18720
Smithlea	
Smoky Creek	
Soldiers Hill (Qld)	18200
Somerset (Qld)	
Somerset Dam	9100
Sommariva	
Somme	
South Bingera	13000
South Brisbane	25220
South East Nanango	15340
South Gladstone	10400
South Innisfail	11440
South Isis	11180
South Johnstone	10400
South Kolan	13000
South Mackay	12480
South Maclean	20800
South Mission Beach	14560
South Nanango	12480
South Ripley	19760
South Stradbroke	
South Talwood	
South Toowoomba	13520
South Townsville	15080
South Trees	
South Wellesley Islands	
South Yaamba	10400
Southbrook	12116
Southedge	
Southern Cross (Qld)	11960
Southern Lamington	
Southern Moreton Bay Islands	
Southport (Qld)	18200
Southside	13260
Southwood	
Speedwell	5460
Speewah	14040
Splinter Creek	
Split Yard Creek	
Spreadborough	
Spring Bluff	
Spring Creek (Banana - Qld)	
Spring Creek (Lockyer Valley - Qld)	13520
Spring Creek (Toowoomba - Qld)	10920
Spring Hill (Qld)	23296
Spring Mountain (Qld)	
Springbrook	14300
Springdale (Qld)	
Springfield (Ipswich - Qld)	18980
Springfield (Mareeba - Qld)	
Springfield Central	
Springfield Lakes	20280
Springlands	
Springside (Qld)	
Springsure	6760
Springvale (Qld)	10400
Springwood (Qld)	18720
Spurgeon	
St Agnes (Qld)	
St Aubyn	
St George (Qld)	9880
St Helens (Fraser Coast - Qld)	13000
St Helens (Toowoomba - Qld)	
St Helens Beach	6240
St Kilda (Qld)	
St Lawrence	3224
St Lucia	22360
St Mary	
St Ruth	1976
Staaten	
Stafford	18200
Stafford Heights	18720
Stalworth	
Stamford	
Stanage	1092
Stanmore (Qld)	14040
Stanthorpe	11960
Stanwell	10400
Stapylton	14040
Starcke	
Steiglitz (Qld)	18200
Stewart Creek Valley	
Stewarton (Qld)	
Stockhaven	
Stockleigh	20800
Stockton (Qld)	
Stockyard (Livingstone - Qld)	
Stockyard (Lockyer Valley - Qld)	
Stokes	
Stonehenge (Barcoo - Qld)	4264
Stonehenge (Toowoomba - Qld)	
Stonelands	
Stoneleigh (Qld)	
Stony Creek (Qld)	14560
Storm King	
Stoters Hill	11700
Stratford (Qld)	15600
Strathdickie	15600
Strathfield (Qld)	
Strathmore (Qld)	
Strathpine	17160
Stretton	26520
Struck Oil	13260
Stuart (Qld)	12480
Sturt (Qld)	
Sugarloaf (Southern Downs - Qld)	
Sugarloaf (Whitsunday - Qld)	12376
Sujeewong	
Summerholm	16016
Sumner	22360
Sun Valley (Qld)	13000
Sundown (Cassowary Coast - Qld)	15600
Sundown (Southern Downs - Qld)	
Sunny Nook	
Sunnybank	20800
Sunnybank Hills	20800
Sunnyside (Qld)	12220
Sunrise Beach	20540
Sunset	16744
Sunshine Acres	15600
Sunshine Beach	20800
Surat	8008
Surbiton	
Surfers Paradise	18460
Susan River	
Suttor	
Svensson Heights	13000
Swan Creek (Qld)	11700
Swanbank	
Swanfels	
Swans Lagoon	
Sweers Island	
Syndicate	
Taabinga	13520
Tablederry	
Tablelands (Gladstone - Qld)	
Tablelands (South Burnett - Qld)	5200
Tabooba	
Tabragalba	18200
Taigum	19240
Takilberan	
Takura	15600
Talaroo	
Taldora	
Talegalla Weir	
Talgai	10296
Tallai	23400
Tallebudgera	24960
Tallebudgera Valley	16900
Tallegalla	20800
Tam O'Shanter	
Tamaree	15860
Tambo	4160
Tamborine	20540
Tamborine Mountain	19240
Tamrookum	7800
Tamrookum Creek	
Tanah Merah	18616
Tanawha	18876
Tanbar	
Tanby	14300
Tandora	
Tandur	
Tangorin	
Tannum Sands	14560
Tannymorel	9256
Tansey	7332
Tara (Qld)	7800
Tara Station	
Taragoola	
Tarampa	16640
Taranganba	16640
Tarawera	
Targinnie	13000
Taringa	20280
Tarome	15600
Taromeo	10400
Tarong	10400
Taroom	6500
Taroomball	20800
Tarragindi	21840
Tarramba	
Tarzali	12220
Taunton (Qld)	13000
Taylors Beach (Qld)	7800
Te Kowai	10920
Teddington	13260
Teebar	
Teelah	
Teelba	
Telina	13000
Tellebang	
Templin	1976
Teneriffe	26520
Tennyson (Qld)	33280
Terrica	
Teviotville	13000
Tewantin	19760
Texas (Qld)	8424
Thabeban	14560
Thagoona	17316
Thallon	
Thane	
Thanes Creek	
Thangool	9880
Thargomindah	4680
The Bluff (Ipswich - Qld)	
The Bluff (Toowoomba - Qld)	
The Caves	10920
The Common	
The Dawn	14820
The Dimonds	
The Falls	7800
The Gap (Brisbane - Qld)	23400
The Gap (Mount Isa - Qld)	13000
The Gemfields	6240
The Glen (Qld)	
The Gums	
The Head	
The Hermitage	
The Keppels	
The Leap	11700
The Limits	
The Mine	9776
The Narrows (Qld)	
The Palms	15080
The Percy Group	
The Pines (Qld)	
The Range (Qld)	14560
The Summit	10400
Theebine	7540
Theodore (Qld)	8892
Theresa Creek (Qld)	
Thinoomba	
Thompson Point	
Thoopara	
Thornborough	
Thorndale	12740
Thorneside	18460
Thornlands	23400
Thornton (Qld)	8840
Thornton Beach	
Thornville	
Three Moon	6760
Three Rivers	
Thulimbah	9360
Thuringowa Central	16120
Thursday Island	7852
Tiaro	11960
Tieri	780
Tin Can Bay	12220
Tinana	14560
Tinana South	13520
Tinaroo	13416
Tinbeerwah	22256
Tingalpa	20800
Tingoora	11440
Tingun	5200
Tinnanbar	11856
Tipton	
Tirroan	13260
Tivoli	13676
Tocal (Qld)	
Togara	
Toko	
Tolga	13780
Toll	10920
Toobanna	8320
Toobeah	
Toogoolawah	11440
Toogoom	16120
Toolakea	17056
Toolara Forest	
Toolburra	
Toolooa	9360
Toomulla	13000
Toondahra	
Toonpan	
Toorbul	14560
Toowong	21060
Toowoomba City	11700
Top Camp	21580
Topaz	12480
Torbanlea	12064
Torquay (Qld)	13520
Torrens Creek	
Torres Strait	
Torrington (Qld)	18980
Towen Mountain	14040
Towers Hill	8320
Town Common	
Townson	
Townsville City	18460
Townview	13520
Traveston	14560
Trebonne	7176
Tregony	
Trinity Beach	17160
Trinity Park	21840
Trotter Creek	
Trunding	22100
Tuan	12740
Tuan Forest	
Tuchekoi	12220
Tuckerang	
Tuen	
Tugun	19240
Tully	12480
Tully Heads	11440
Tummaville	10400
Tumoulin	
Tungamull	10400
Turallin	9880
Turkey Beach	10920
Turrawulla	
Twin Waters	27456
Two Mile	13260
Tyrconnel	
Ugar Island	5616
Ulogie	
Umagico	6500
Umbiram	7800
Underwood (Qld)	19760
Undullah	
Upland	
Upper Barron	10400
Upper Brookfield	19500
Upper Caboolture	17680
Upper Coomera	21580
Upper Cooyar Creek	
Upper Cornish Creek	624
Upper Daintree	
Upper Daradgee	8840
Upper Dawson	
Upper Flagstone	10400
Upper Freestone	7800
Upper Glastonbury	
Upper Haughton	11076
Upper Kandanga	2340
Upper Kedron	15600
Upper Lockyer	16640
Upper Mount Gravatt	20800
Upper Pilton	
Upper Pinelands	
Upper Stone	5200
Upper Tenthill	11700
Upper Warrego	
Upper Wheatvale	
Upper Yarraman	6760
Urangan	15340
Urraween	17160
Utchee Creek	9100
V Gate	
Valdora	19656
Vale View	13000
Valentine Plains	7800
Valkyrie	
Valley Of Lagoons	
Varsity Lakes	22360
Vasa Views	12480
Ventnor (Qld)	
Veradilla	6136
Veresdale	18720
Veresdale Scrub	15600
Vergemont	
Vernor	22620
Verrierdale	18980
Veteran	13780
Victoria Hill	
Victoria Plains	9516
Victoria Plantation	3328
Victoria Point (Qld)	21840
Victoria Vale	
Victory Heights (Qld)	14040
Villeneuve	14040
Vincent	14300
Vinegar Hill	
Virginia (Qld)	20800
Wacol	15860
Wahoon	
Waikola	
Wainui	
Wairuna	
Wakerley	24960
Walhallow	
Walkamin	13000
Walkers Point	17160
Walkerston	15600
Walkervale	13520
Wallaces Creek	
Wallaman	
Wallangarra	9360
Wallaroo (Qld)	
Wallaville	11440
Walligan	12220
Walloon	14820
Wallu	17160
Wallumbilla	7020
Wallumbilla North	2600
Wallumbilla South	
Walmul	
Walter Hill	
Walter Lever Estate	13000
Walterhall	9256
Wamuran	15600
Wamuran Basin	11960
Wandal	13780
Wandoan	7800
Wangan	12376
Wangaratta (Qld)	
Wangetti	11440
Wanjuru	
Wanora	14560
Warana	19500
Warburton (Qld)	
Ward	3900
Warenda	
Warkon	
Warner	21320
Warnoah	
Warnung	
Warra	2288
Warraber Islet	6240
Warrami	
Warrill View	13000
Warroo (Qld)	
Warrubullen	
Warwick (Qld)	12480
Washpool (Qld)	21320
Watalgan	
Wateranga	
Waterford (Qld)	20800
Waterford West	15600
Waterloo (Qld)	7800
Watsons Crossing	
Watsonville	624
Wattle Camp	10920
Wattle Grove (Qld)	3900
Wattle Ridge (Qld)	
Wattlebank	3640
Waugh Pocket	
Wavell Heights	20800
Waverley (Qld)	
Wealwandangie	
Webb	12636
Weengallon	
Weerriba	
Weipa Airport	
Weir River	
Welcome Creek	10400
Wellcamp	15600
Wellesley (Qld)	
Wellesley Islands	6240
Wellington Point	21840
Welsby	
Wengenville	
Wenlock	
Weranga	5720
Weribone	
West End (Brisbane - Qld)	23400
West End (Townsville - Qld)	13000
West Gladstone	10400
West Haldon	
West Ipswich	13260
West Mackay	13000
West Point	
West Prairie	
West Rockhampton	13000
West Stowe	10400
West Wellesley Islands	
West Woombye	20280
Westbrook (Qld)	19500
Westcourt	13988
Western Creek (Qld)	
Westgrove	
Westlake	26000
Westmar	
Westvale	
Westwood (Qld)	
Wetheron	
Weyba Downs	20800
Wharps	
Wheatlands	
Wheatvale	10400
Whetstone	
Whichello	
White Mountain	
White Patch	
White Rock (Cairns - Qld)	16120
White Rock (Ipswich - Qld)	
Whiteside	19240
Whitfield (Qld)	15600
Whitsundays	16640
Whyanbeel	8320
Widgee	10400
Widgee Crossing North	
Widgee Crossing South	
Widgeegoara	
Wieambilla	
Wights Mountain	19500
Wigton	
Wildash	
Wilkesdale	3120
Willawong	16900
Willow Vale (Qld)	21840
Willowbank	11440
Willows	7800
Willowvale (Qld)	10400
Wills	
Wilson Beach	
Wilson Valley	
Wilsons Plains	
Wilsons Pocket	12480
Wilsonton	14560
Wilsonton Heights	13780
Wilston	20800
Winchester	
Windaroo	20540
Windera (Qld)	10920
Windermere (Qld)	14976
Windeyer (Qld)	
Windorah	
Windsor (Qld)	19500
Winfield	10400
Winston	13000
Winton (Qld)	5720
Winwill	9360
Winya	14560
Wishart (Qld)	21840
Withcott	16640
Witheren	15600
Witta	17160
Wivenhoe Hill	
Wivenhoe Pocket	16120
Wiyarra	
Woleebee	
Wolfang	1300
Wolffdene	19500
Wolvi	11960
Womalilla	
Womblebank	
Womina	13000
Wonbah	
Wonbah Forest	
Wondai	10400
Wondalli	
Wondecla	10400
Wondunna	18200
Wonga Beach	13520
Wongabel	12740
Wongaling Beach	13520
Wongawallan	23400
Wonglepong	20800
Woocoo	
Woodbine (Qld)	
Woodbury (Qld)	13000
Woodend (Qld)	14560
Wooderson	14820
Woodford (Qld)	15600
Woodgate	14560
Woodhill (Qld)	18200
Woodlands (Qld)	5200
Woodleigh (Qld)	
Woodmillar	6240
Woodridge (Qld)	14300
Woodstock (Qld)	3536
Woodwark	15600
Woody Point	15600
Woolein	
Woolgar	
Woolloongabba	20800
Woolmar	17680
Woolmer	
Woolooga	6500
