SSC_NAME16	Sex	employmentToPopulation
Kings Point	F	49.4
Kings Point	M	58.6
Kingscliff	F	47.7
Kingscliff	M	53.2
Kingsdale	F	65.6
Kingsdale	M	64.7
Kingsford (NSW)	F	44.1
Kingsford (NSW)	M	47.8
Kingsgate	F	100
Kingsgrove	F	48.9
Kingsgrove	M	59.8
Kingsland	F	75
Kingsland	M	80
Kingstown	F	45.7
Kingstown	M	61.5
Kingsvale	F	35.3
Kingsvale	M	55.6
Kingswood (Penrith - NSW)	F	48.9
Kingswood (Penrith - NSW)	M	58.9
Kingswood (Tamworth Regional - NSW)	F	61
Kingswood (Tamworth Regional - NSW)	M	63.6
Kioloa	F	33
Kioloa	M	39.4
Kiora	F	80
Kiora	M	66.7
Kippenduff	M	45
Kirkconnell	F	27.3
Kirkconnell	M	3.6
Kirkham	F	68.2
Kirkham	M	74.3
Kirrawee	F	55.5
Kirrawee	M	65.9
Kirribilli	F	60.8
Kirribilli	M	64.5
Kitchener	F	44
Kitchener	M	49.7
Klori	F	43.5
Klori	M	57.9
Knights Hill	F	55.6
Knights Hill	M	54.5
Knockrow	F	43.9
Knockrow	M	52.8
Knorrit Flat	F	46.2
Kogarah	F	55.5
Kogarah	M	67.1
Kogarah Bay	F	52.9
Kogarah Bay	M	62.6
Kooba	F	41.7
Kooba	M	40
Koolewong	F	55
Koolewong	M	57.8
Koolkhan	F	33.3
Koolkhan	M	40
Koonawarra	F	42.8
Koonawarra	M	49
Koonorigan	F	61.6
Koonorigan	M	61
Koonyum Range	M	54.5
Koorainghat	F	50
Koorainghat	M	45.6
Koorawatha	F	38.9
Koorawatha	M	39.8
Kooringal (NSW)	F	53.7
Kooringal (NSW)	M	61.5
Kootingal	F	55.5
Kootingal	M	62.5
Koraleigh	F	46.7
Koraleigh	M	52.9
Koreelah	F	64.5
Koreelah	M	64.5
Korora	F	54.8
Korora	M	59.2
Kosciuszko National Park	F	64.5
Kosciuszko National Park	M	61.4
Kotara	F	58.9
Kotara	M	61.9
Kotara South	F	54.7
Kotara South	M	63.1
Krambach	F	37.9
Krambach	M	47.3
Krawarree	F	50
Krawarree	M	55.6
Kremnos	F	43.8
Kremnos	M	42.9
Kulnura	F	54.9
Kulnura	M	62.8
Kulwin (NSW)	F	133.3
Kulwin (NSW)	M	100
Kunama	F	33.3
Kunama	M	63.3
Kundabung	F	49
Kundabung	M	50.2
Kundibakh	F	50
Kundibakh	M	51.5
Kundle Kundle	F	49.3
Kundle Kundle	M	57.1
Kungala	F	42.4
Kungala	M	37.7
Kunghur	F	52.9
Kunghur	M	59.6
Kunghur Creek	F	66.7
Kunghur Creek	M	28.6
Kurmond	F	56.5
Kurmond	M	67.1
Kurnell	F	60.2
Kurnell	M	70.4
Kurraba Point	F	62.6
Kurraba Point	M	71.7
Kurrajong	F	58.9
Kurrajong	M	67.8
Kurrajong Heights	F	61
Kurrajong Heights	M	64.9
Kurrajong Hills	F	58.5
Kurrajong Hills	M	69.1
Kurri Kurri	F	41.5
Kurri Kurri	M	50
Kyalite	F	48.3
Kyalite	M	67.6
Kyarran	F	50
Kyarran	M	21.4
Kybeyan	F	46.2
Kybeyan	M	52.6
Kyeamba	F	43.8
Kyeamba	M	85.7
Kyeemagh	F	49.4
Kyeemagh	M	57.2
Kyle Bay	F	56.6
Kyle Bay	M	62.5
Kynnumboon	F	55.2
Kynnumboon	M	64.1
Kyogle	F	31.9
Kyogle	M	40.8
La Perouse	F	44.6
La Perouse	M	48.1
Lacmalac	F	54.7
Lacmalac	M	56.5
Lade Vale	F	86.7
Lade Vale	M	60
Ladysmith	F	54.3
Ladysmith	M	66.7
Laffing Waters	F	48.1
Laffing Waters	M	60
Laggan	F	57.6
Laggan	M	72.7
Lagoon Grass	F	77.8
Lagoon Grass	M	79.2
Laguna	F	30.6
Laguna	M	49.5
Lake Albert (NSW)	F	58.5
Lake Albert (NSW)	M	64.9
Lake Bathurst	F	46.5
Lake Bathurst	M	44.5
Lake Brewster	M	100
Lake Cargelligo	F	42.4
Lake Cargelligo	M	53.4
Lake Cathie	F	42.7
Lake Cathie	M	46.5
Lake Conjola	F	31.6
Lake Conjola	M	31.6
Lake Cowal	F	64.3
Lake Cowal	M	82.4
Lake George	F	71.1
Lake George	M	52.6
Lake Haven	F	33.6
Lake Haven	M	42.8
Lake Heights	F	43.6
Lake Heights	M	51.4
Lake Hume Village	F	44.4
Lake Hume Village	M	60.9
Lake Illawarra	F	40.3
Lake Illawarra	M	49.3
Lake Innes	F	59.3
Lake Innes	M	64.9
Lake Munmorah	F	42.4
Lake Munmorah	M	48.8
Lake Tabourie	F	43
Lake Tabourie	M	44
Lake Wyangan	F	62.4
Lake Wyangan	M	73.4
Lakelands (NSW)	F	62
Lakelands (NSW)	M	67.5
Lakemba	F	31
Lakemba	M	55.5
Lakesland	F	49.4
Lakesland	M	62.9
Lakewood	F	31.3
Lakewood	M	29.5
Lalalty	F	65.6
Lalalty	M	67.9
Lalor Park	F	48.4
Lalor Park	M	58.7
Lambs Valley (Glen Innes Severn - NSW)	F	71.4
Lambs Valley (Glen Innes Severn - NSW)	M	83.9
Lambs Valley (Singleton - NSW)	F	52.4
Lambs Valley (Singleton - NSW)	M	65.2
Lambton	F	57.2
Lambton	M	62.3
Landervale	F	116.7
Landervale	M	142.9
Lane Cove	F	61.1
Lane Cove	M	70.2
Lane Cove North	F	65.1
Lane Cove North	M	73.9
Lane Cove West	F	62.3
Lane Cove West	M	69.9
Langley Vale	F	31.6
Lanitza	F	44.2
Lanitza	M	41
Lankeys Creek	F	47.8
Lankeys Creek	M	50
Lansdowne (Canterbury-Bankstown - NSW)	F	85.7
Lansdowne (Canterbury-Bankstown - NSW)	M	60
Lansdowne (Mid-Coast - NSW)	F	36.6
Lansdowne (Mid-Coast - NSW)	M	39.9
Lansvale	F	41.1
Lansvale	M	52.6
Lapstone	F	56.5
Lapstone	M	61.6
Larbert	F	46.2
Larbert	M	40
Largs	F	59.7
Largs	M	67.4
Larnook	F	35.5
Larnook	M	46.1
Larras Lee	F	50
Larras Lee	M	63.2
Laughtondale	F	54.3
Laughtondale	M	61.5
Laurel Hill	M	57.1
Laurieton	F	22
Laurieton	M	23.9
Lavadia	F	27.3
Lavadia	M	60
Lavender Bay	F	58.8
Lavender Bay	M	69.7
Laverstock	F	66.7
Laverstock	M	90.9
Lavington	F	45.5
Lavington	M	53.3
Lawrence (NSW)	F	38.7
Lawrence (NSW)	M	34.9
Lawson (NSW)	F	54
Lawson (NSW)	M	62.5
Leadville	F	23.2
Leadville	M	39.5
Leconfield	F	73.6
Leconfield	M	63.3
Leeton	F	48.8
Leeton	M	60.4
Leets Vale	F	42.9
Leets Vale	M	50
Leeville	F	57.6
Leeville	M	54.8
Legume	F	56.7
Legume	M	60
Leichhardt (NSW)	F	64.7
Leichhardt (NSW)	M	70.6
Lemington	M	60
Lemon Tree	F	60.9
Lemon Tree	M	50
Lemon Tree Passage	F	37.5
Lemon Tree Passage	M	42.8
Lenaghan	F	43.5
Lenaghan	M	72
Lennox Head	F	60.3
Lennox Head	M	63.5
Leonay	F	62.9
Leonay	M	66.7
Leppington	F	50.1
Leppington	M	62.6
Lerida	F	200
Lerida	M	66.7
Lethbridge Park	F	33
Lethbridge Park	M	43.7
Leumeah	F	48.7
Leumeah	M	61.5
Leura	F	42.8
Leura	M	47.1
Levenstrath	F	46.2
Levenstrath	M	69.2
Lewinsbrook	F	23.1
Lewinsbrook	M	60
Lewis Ponds	F	55.7
Lewis Ponds	M	75.9
Lewisham (NSW)	F	62.3
Lewisham (NSW)	M	64.9
Leycester	F	57.4
Leycester	M	51.7
Liberty Grove	F	60.7
Liberty Grove	M	72.6
Lidcombe	F	48.7
Lidcombe	M	59.8
Lidsdale	F	49.4
Lidsdale	M	54.1
Lidster	F	61.8
Lidster	M	64.5
Lightning Ridge	F	37.2
Lightning Ridge	M	29
Lilli Pilli (Eurobodalla - NSW)	F	45.1
Lilli Pilli (Eurobodalla - NSW)	M	43.7
Lilli Pilli (Sutherland Shire - NSW)	F	62
Lilli Pilli (Sutherland Shire - NSW)	M	73.3
Lillian Rock	F	38.4
Lillian Rock	M	38.9
Lilydale (NSW)	F	21.4
Lilydale (NSW)	M	56.3
Lilyfield	F	62.5
Lilyfield	M	66.1
Limbri	F	42.9
Limbri	M	51.1
Limeburners Creek (Mid-Coast - NSW)	F	47.7
Limeburners Creek (Mid-Coast - NSW)	M	49.6
Limekilns	F	61.7
Limekilns	M	63.4
Limerick	F	83.3
Limerick	M	66.7
Limpinwood	F	48.5
Limpinwood	M	56.7
Linburn	F	41.7
Linburn	M	88.9
Linden (NSW)	F	57.4
Linden (NSW)	M	57.5
Lindendale	F	67.7
Lindendale	M	69.4
Lindesay	F	25
Lindesay	M	50
Lindesay Creek	M	33.3
Lindfield	F	54.4
Lindfield	M	64.7
Lindifferon	F	109.1
Lindifferon	M	63.6
Linley Point	F	61.2
Linley Point	M	64.6
Lionsville	F	133.3
Lionsville	M	100
Lisarow	F	57.3
Lisarow	M	66.4
Lismore (NSW)	F	42.4
Lismore (NSW)	M	45.2
Lismore Heights	F	51.6
Lismore Heights	M	61
Liston	F	43.6
Liston	M	39.7
Lithgow	F	39.3
Lithgow	M	46.6
Little Back Creek	F	56.3
Little Back Creek	M	55.6
Little Bay	F	50.2
Little Bay	M	61.5
Little Billabong	F	76.2
Little Billabong	M	77.5
Little Forest	F	44.4
Little Forest	M	48.6
Little Hartley	F	61.2
Little Hartley	M	61.2
Little Jacks Creek	F	87.5
Little Jacks Creek	M	77.8
Little Jilliby	F	43.9
Little Jilliby	M	58.3
Little Pelican	M	100
Little Plain	F	60
Little Plain	M	66
Little River (NSW)	F	66.7
Little River (NSW)	M	78.9
Little Topar	F	60
Little Topar	M	113.3
Little Wobby	F	41.2
Little Wobby	M	45.5
Littleton	F	50.9
Littleton	M	53.8
Liverpool	F	33
Liverpool	M	46.9
Llanarth (NSW)	F	62.7
Llanarth (NSW)	M	69.2
Llandilo	F	59.5
Llandilo	M	62.6
Llangothlin	F	61.5
Llangothlin	M	73.5
Lloyd	F	70.6
Lloyd	M	77.3
Loadstone	F	40
Loadstone	M	44.4
Lochiel (NSW)	F	58.2
Lochiel (NSW)	M	58.3
Lochinvar	F	55.1
Lochinvar	M	65.9
Lockhart	F	48.5
Lockhart	M	52
Locksley (NSW)	F	36.4
Locksley (NSW)	M	30.8
Loftus	F	59
Loftus	M	68.1
Loftville	F	24.7
Loftville	M	24.3
Logans Crossing	F	46.2
Logans Crossing	M	52.7
Logie Brae	F	63
Logie Brae	M	51.2
Londonderry (NSW)	F	58.2
Londonderry (NSW)	M	66.6
Long Beach	F	46.1
Long Beach	M	46.8
Long Flat (NSW)	F	49
Long Flat (NSW)	M	44.2
Long Jetty	F	44.9
Long Jetty	M	52.3
Long Plain (Inverell - NSW)	F	53.3
Long Plain (Inverell - NSW)	M	53.8
Long Point (Campbelltown - NSW)	F	44.8
Long Point (Campbelltown - NSW)	M	72.1
Long Point (Singleton - NSW)	F	30
Long Point (Singleton - NSW)	M	31.3
Longarm	F	30
Longreach (NSW)	F	48.5
Longreach (NSW)	M	58.3
Longueville	F	55.9
Longueville	M	66.2
Loomberah	F	71.3
Loomberah	M	72.5
Lord Howe Island	F	63.8
Lord Howe Island	M	71.5
Lords Hill	F	50
Lords Hill	M	50
Lorn	F	60.6
Lorn	M	63.5
Lorne (NSW)	F	39.4
Lorne (NSW)	M	52.5
Lost River	F	48.3
Lost River	M	78.6
Lostock	F	33.3
Lostock	M	33.3
Louth	F	75
Louth	M	54.2
Louth Park	F	67.1
Louth Park	M	70.8
Lovedale	F	57.8
Lovedale	M	64.9
Lovett Bay	F	34.9
Lovett Bay	M	43.8
Lowanna	F	33.3
Lowanna	M	36.1
Lower Acacia Creek	F	36.4
Lower Acacia Creek	M	68.8
Lower Belford	F	59.6
Lower Belford	M	68
Lower Boro	F	37.3
Lower Boro	M	48.2
Lower Bottle Creek	F	87.5
Lower Bottle Creek	M	57.1
Lower Creek	F	25
Lower Creek	M	40
Lower Duck Creek	F	76.9
Lower Duck Creek	M	60
Lower Dyraaba	F	75
Lower Lewis Ponds	F	58.3
Lower Lewis Ponds	M	60
Lower Macdonald	F	63.1
Lower Macdonald	M	58.4
Lower Mangrove	F	35.7
Lower Mangrove	M	34.3
Lower Pappinbarra	F	23.5
Lower Pappinbarra	M	42.9
Lower Portland	F	55.8
Lower Portland	M	63.6
Lower Southgate	F	46
Lower Southgate	M	63.3
Lowesdale	F	70.3
Lowesdale	M	71.4
Lowther	F	46.9
Lowther	M	51.4
Loxford	F	34.5
Loxford	M	38.7
Lucknow (NSW)	F	65.4
Lucknow (NSW)	M	70.3
Luddenham	F	63.2
Luddenham	M	74.4
Lue	F	42.7
Lue	M	47
Lugarno	F	55.5
Lugarno	M	65.5
Lurnea	F	33.4
Lurnea	M	46.5
Luskintyre	F	46.8
Luskintyre	M	65.8
Lynchs Creek	F	67.9
Lynchs Creek	M	63.6
Lyndhurst (Armidale Regional - NSW)	F	27.3
Lyndhurst (Armidale Regional - NSW)	M	125
Lyndhurst (Blayney - NSW)	F	50.6
Lyndhurst (Blayney - NSW)	M	57.3
Lynwood (NSW)	F	50
Lynwood (NSW)	M	48.3
Mabins Well	F	100
Mabins Well	M	71.4
Macdonalds Creek	F	100
Macdonalds Creek	M	112.5
Macksville	F	36.3
Macksville	M	42.1
Maclean	F	31.3
Maclean	M	36
Macmasters Beach	F	54.8
Macmasters Beach	M	59
Macquarie Fields	F	40.7
Macquarie Fields	M	55.7
Macquarie Hills	F	64.9
Macquarie Hills	M	69.9
Macquarie Links	F	64.8
Macquarie Links	M	75.5
Macquarie Park	F	50.3
Macquarie Park	M	60.4
Maffra (NSW)	F	25
Maffra (NSW)	M	120
Magenta (NSW)	F	47.9
Magenta (NSW)	M	51.7
Magometon	F	100
Magometon	M	66.7
Maianbar	F	71.4
Maianbar	M	71.8
Maimuru	F	70.2
Maimuru	M	68.8
Main Arm	F	54.6
Main Arm	M	50.8
Main Creek	F	32.6
Main Creek	M	42.4
Mairjimmy	F	43.8
Mairjimmy	M	43.3
Maison Dieu	F	47.3
Maison Dieu	M	56.8
Maitland (NSW)	F	43.5
Maitland (NSW)	M	48.6
Maitland Bar	M	40
Maitland Vale	F	54
Maitland Vale	M	63.5
Majors Creek (NSW)	F	42.7
Majors Creek (NSW)	M	55.6
Malabar	F	48.2
Malabar	M	27
Maldon (NSW)	F	70
Maldon (NSW)	M	60
Mallabula	F	40.1
Mallabula	M	53.4
Mallan	F	100
Mallan	M	47.1
Mallanganee	F	32.3
Mallanganee	M	47.5
Mallee	M	100
Mallowa	F	41.5
Mallowa	M	72.7
Maloneys Beach	F	38.4
Maloneys Beach	M	40.3
Malua Bay	F	44.6
Malua Bay	M	46.5
Manar	F	64.2
Manar	M	69.6
Manchester Square	M	116.7
Mandagery	F	54.8
Mandagery	M	64.3
Mandalong	F	62.9
Mandalong	M	57.1
Mandemar	F	33.3
Mandemar	M	59.1
Mandurama	F	47.9
Mandurama	M	53.7
Mangerton	F	55.9
Mangerton	M	57.2
Mangoola	F	50
Mangoola	M	31.6
Mangoplah	F	47.5
Mangoplah	M	59.8
Mangrove Creek	F	58.8
Mangrove Mountain	F	59.9
Mangrove Mountain	M	70.1
Manildra	F	47.6
Manildra	M	61.9
Manilla	F	36.1
Manilla	M	40.4
Manly (NSW)	F	61
Manly (NSW)	M	69.1
Manly Vale	F	63.9
Manly Vale	M	69.9
Mannering Park	F	48.1
Mannering Park	M	55.6
Manning Point	F	22
Manning Point	M	14.8
Mannus	F	34.8
Mannus	M	12.2
Manobalai	F	29.4
Manobalai	M	58.1
Manton (NSW)	F	64.9
Manton (NSW)	M	62.8
Manyana	F	37.4
Manyana	M	46
Maragle	F	73.9
Maragle	M	73.3
Maraylya	F	64.6
Maraylya	M	68.1
Marayong	F	47.5
Marayong	M	61.7
March	F	47.7
March	M	80
Marchmont	F	61.2
Marchmont	M	77.4
Mardi	F	54.2
Mardi	M	60.9
Marinna	F	42.9
Marinna	M	43.5
Marks Point	F	42.2
Marks Point	M	49
Markwell	F	64
Markwell	M	66
Marlee	F	53.3
Marlee	M	56.5
Marlo Merrican	F	14.8
Marlo Merrican	M	48.3
Marlow	M	23.1
Marmong Point	F	60.8
Marmong Point	M	59.9
Marom Creek	F	80.4
Marom Creek	M	64.2
Maroota	F	56.1
Maroota	M	69.3
Maroubra	F	52.6
Maroubra	M	60
Marrangaroo	F	58.3
Marrangaroo	M	20.7
Marrar	F	63.9
Marrar	M	66.9
Marrickville	F	59.3
Marrickville	M	63.1
Marsden Park	F	44.7
Marsden Park	M	54.4
Marsfield	F	47.5
Marsfield	M	57.6
Marshall Mount	F	60.7
Marshall Mount	M	67.3
Marshdale	F	20
Marshdale	M	42.1
Marthaguy	F	91.3
Marthaguy	M	84.2
Martindale	F	54
Martindale	M	59.7
Martins Creek	F	51.6
Martins Creek	M	53.9
Martinsville	F	52.2
Martinsville	M	58.3
Marulan	F	49.9
Marulan	M	55.4
Maryland (Newcastle - NSW)	F	58.8
Maryland (Newcastle - NSW)	M	64.5
Maryland (Tenterfield - NSW)	F	51.6
Maryland (Tenterfield - NSW)	M	52.2
Marys Mount	F	77.8
Marys Mount	M	63.6
Maryvale (NSW)	F	54.5
Maryvale (NSW)	M	56.8
Maryville	F	62.1
Maryville	M	64.3
Mascot	F	60.3
Mascot	M	67.8
Matcham	F	56.9
Matcham	M	64.1
Matheson	F	75
Matheson	M	65
Mathoura	F	47.6
Mathoura	M	49.7
Matong	F	38.7
Matong	M	53.7
Matraville	F	53.2
Matraville	M	60.8
Maude (NSW)	F	52
Maude (NSW)	M	48.8
Maules Creek	F	62.2
Maules Creek	M	54
Maxwell	F	65.7
Maxwell	M	88.9
Maybole	F	37.5
Maybole	M	56.3
Mayers Flat	F	37.5
Mayers Flat	M	66.7
Mayfield (Newcastle - NSW)	F	54.2
Mayfield (Newcastle - NSW)	M	56
Mayfield (Queanbeyan-Palerang Regional - NSW)	F	80
Mayfield (Queanbeyan-Palerang Regional - NSW)	M	66.7
Mayfield (Shoalhaven - NSW)	F	30.8
Mayfield (Shoalhaven - NSW)	M	41.2
Mayfield East	F	60.2
Mayfield East	M	58.8
Mayfield West	F	57
Mayfield West	M	57
Mayrung	F	63.3
Mayrung	M	88.9
Mays Hill	F	44.8
Mays Hill	M	56.5
Mayvale	M	37.5
McCullys Gap	F	61.9
McCullys Gap	M	63
McDougalls Hill	F	52.8
McDougalls Hill	M	76.6
McGraths Hill	F	65.5
McGraths Hill	M	77.9
McKees Hill	F	54.5
McKees Hill	M	67.7
McKellars Park	F	41.4
McKellars Park	M	56.7
McLeans Ridges	F	59.2
McLeans Ridges	M	66.3
McLeods Shoot	F	53.8
McLeods Shoot	M	61.9
McMahons Point	F	60.6
McMahons Point	M	70.1
McMahons Reef	F	52.2
McMahons Reef	M	95.2
Meadow Flat	F	56.7
Meadow Flat	M	65
Meadowbank (NSW)	F	65.7
Meadowbank (NSW)	M	76.1
Mebul	F	45
Mebul	M	100
Medlow Bath	F	54.5
Medlow Bath	M	55.6
Medowie	F	57.7
Medowie	M	65.2
Medway	F	58
Medway	M	62.2
Meerschaum Vale	F	63.2
Meerschaum Vale	M	63.3
Megalong Valley	F	54.2
Megalong Valley	M	56.9
Megan	F	54.5
Megan	M	57.1
Melbergen	M	100
Melinga	F	40
Melinga	M	42.6
Mellool	F	84.2
Mellool	M	52.6
Melrose Park (NSW)	F	57.7
Melrose Park (NSW)	M	63.9
Melville (NSW)	F	64
Melville (NSW)	M	108.7
Memagong	F	78.1
Memagong	M	78.1
Menah	F	60.7
Menah	M	58.2
Menai	F	65.6
Menai	M	73.7
Menangle	F	44.2
Menangle	M	58.9
Menangle Park	F	49
Menangle Park	M	62.9
Mendooran	F	48.3
Mendooran	M	48.5
Menindee	F	30
Menindee	M	35.2
Merah North	F	73.4
Merah North	M	75.3
Merewether	F	62.2
Merewether	M	67.5
Merewether Heights	F	58
Merewether Heights	M	60.4
Merimbula	F	42.7
Merimbula	M	48.6
Meringo	F	63
Meringo	M	67.5
Meroo	F	50
Meroo	M	57.1
Meroo Meadow	F	53.4
Meroo Meadow	M	64.4
Merotherie	M	50
Merricumbene	F	80
Merricumbene	M	30
Merrigal	F	100
Merrigal	M	100
Merrill	F	100
Merrill	M	122.2
Merriwa (NSW)	F	45.8
Merriwa (NSW)	M	54.9
Merriwagga	F	54.8
Merriwagga	M	71.1
Merrygoen	F	60
Merrygoen	M	47.2
Merrylands	F	41.3
Merrylands	M	56
Merrylands West	F	39.7
Merrylands West	M	55
Merungle Hill	F	52.8
Merungle Hill	M	57.8
Metford	F	48.6
Metford	M	60
Methul	F	41.7
Methul	M	57.1
Metz	F	56.8
Metz	M	68.2
Miandetta (NSW)	F	18.8
Miandetta (NSW)	M	62.5
Micalo Island	F	50
Micalo Island	M	60
Michelago	F	64.5
Michelago	M	72.6
Middle Arm	F	61.1
Middle Arm	M	65.2
Middle Brook	F	61.8
Middle Brook	M	71.4
Middle Brother	F	70
Middle Brother	M	41.7
Middle Cove	F	57.1
Middle Cove	M	63.1
Middle Dural	F	56.5
Middle Dural	M	65.8
Middle Falbrook	F	61.3
Middle Falbrook	M	69.2
Middle Flat	F	66.7
Middle Flat	M	52
Middle Pocket	F	47.5
Middle Pocket	M	72
Middleton Grange	F	59.5
Middleton Grange	M	73.5
Middlingbank	F	200
Middlingbank	M	60
Midginbil	F	25.8
Midginbil	M	28.1
Mihi	F	35.3
Mihi	M	91.7
Mila	F	83.3
Mila	M	37.5
Milbrodale	F	54.3
Milbrodale	M	53.2
Milbrulong	F	36.1
Milbrulong	M	45
Millah Murrah	F	100
Millah Murrah	M	46.7
Millbank (NSW)	F	39
Millbank (NSW)	M	37.7
Miller	F	25.4
Miller	M	35.2
Millers Forest	F	64.7
Millers Forest	M	69.3
Millers Point	F	51.2
Millers Point	M	63.2
Millfield	F	44.4
Millfield	M	47.3
Millie	F	70
Millie	M	43.8
Millingandi	F	32.2
Millingandi	M	41.6
Millthorpe	F	61.3
Millthorpe	M	65.8
Milparinka	F	34.8
Milparinka	M	71.4
Milperra	F	56.2
Milperra	M	64.9
Milroy (Gunnedah - NSW)	F	73.3
Milroy (Gunnedah - NSW)	M	75
Milroy (Mid-Western Regional - NSW)	F	54.5
Milroy (Mid-Western Regional - NSW)	M	88.2
Milsons Point	F	56.5
Milsons Point	M	69.4
Milton (NSW)	F	37.4
Milton (NSW)	M	43.7
Milvale	F	50
Milvale	M	60.5
Mimosa (NSW)	F	51.6
Mimosa (NSW)	M	84.4
Minchinbury	F	58.7
Minchinbury	M	71.6
Mindaribba	F	89.7
Mindaribba	M	96.6
Mingoola (NSW)	F	37.5
Mingoola (NSW)	M	55.6
Minimbah	F	35.7
Minimbah	M	45
Minjary	F	90.9
Minjary	M	100
Minmi	F	60.3
Minmi	M	66.2
Minnamurra	F	48.9
Minnamurra	M	55.9
Minnie Water	F	37.6
Minnie Water	M	35.9
Minore	F	47.5
Minore	M	61.8
Minto	F	45.8
Minto	M	63.7
Minto Heights	F	57
Minto Heights	M	60.1
Mirador	F	47.7
Mirador	M	56.1
Miranda (NSW)	F	53.5
Miranda (NSW)	M	63.3
Mirannie	F	40
Mirannie	M	87.1
Mirrabooka (NSW)	F	54
Mirrabooka (NSW)	M	53.7
Mirrool	F	43.8
Mirrool	M	55
Missabotti	F	36.6
Missabotti	M	33.9
Mitchell (NSW)	F	38.7
Mitchell (NSW)	M	10.9
Mitchells Flat	F	61
Mitchells Flat	M	77.4
Mitchells Island	F	40.3
Mitchells Island	M	45.9
Mittagong	F	44.4
Mittagong	M	55.3
Moama	F	47.4
Moama	M	54.9
Modanville	F	50.6
Modanville	M	51.2
Mogareeka	F	36.7
Mogareeka	M	25
Mogendoura	F	49.4
Mogendoura	M	47.4
Moggs Swamp	F	54.5
Moggs Swamp	M	64.7
Mogilla	F	66.7
Mogilla	M	51.7
Mogo (Eurobodalla - NSW)	F	46.6
Mogo (Eurobodalla - NSW)	M	41.7
Mogood	F	63.6
Mogood	M	66.7
Mograni	F	66.7
Mograni	M	40
Mogriguy	F	73.8
Mogriguy	M	47.9
Mole River	F	44.4
Mole River	M	47.4
Moleville Creek	F	66.7
Moleville Creek	M	100
Mollyan	F	75
Mollyan	M	56.3
Mollymook	F	42.3
Mollymook	M	45.3
Mollymook Beach	F	39.4
Mollymook Beach	M	44.1
Molong	F	48.4
Molong	M	59.4
Mona Vale	F	55.4
Mona Vale	M	65.3
Monak	F	38.1
Monak	M	57.7
Monaltrie	F	48.8
Monaltrie	M	61.5
Mondrook	F	49.3
Mondrook	M	38.4
Monga	M	27.3
Mongarlowe	F	51.7
Mongarlowe	M	50
Mongogarie	F	40.6
Mongogarie	M	58.8
Monia Gap	F	60
Monia Gap	M	60
Monivae	F	54.5
Monivae	M	71.4
Monkerai	F	63.3
Monkerai	M	57.7
Monteagle	F	59.5
Monteagle	M	65.1
Montecollum	F	59.3
Montecollum	M	56.5
Montefiores	F	48.6
Montefiores	M	50.6
Monterey	F	54.7
Monterey	M	61.2
Mooball	F	39.5
Mooball	M	55.6
Moobi	F	77.8
Moobi	M	86.9
Mookima Wybra	F	50
Mookima Wybra	M	25
Moolarben	F	50
Moolarben	M	27.3
Moombooldool	F	40
Moombooldool	M	38.5
Moonan Brook	F	30
Moonan Brook	M	60
Moonan Flat	F	60
Moonan Flat	M	62.1
Moonbah	F	71.7
Moonbah	M	72.2
Moonbi	F	43.4
Moonbi	M	53.6
Mooneba	F	54.8
Mooneba	M	74.2
Moonee Beach	F	56.3
Moonee Beach	M	59.5
Mooney Mooney	F	59.3
Mooney Mooney	M	68.3
Mooney Mooney Creek	F	72.7
Mooney Mooney Creek	M	50
Mooral Creek	F	51.3
Mooral Creek	M	28.6
Moorbel	F	52.9
Moorbel	M	48.4
Moore Creek	F	69.9
Moore Creek	M	71.1
Moore Park	F	28.6
Moore Park	M	62.5
Moorebank	F	55.6
Moorebank	M	67.5
Moorilda	F	60
Moorilda	M	56.3
Moorland (NSW)	F	42.9
Moorland (NSW)	M	41.9
Moorong	F	65
Moorong	M	53.8
Moorwatha	F	35
Moorwatha	M	33.3
Moparrabah	F	28.9
Moparrabah	M	25.5
Moppy	M	50
Morago	F	92.9
Morago	M	50
Morangarell	F	40
Morangarell	M	84.2
Morans Crossing	F	68.4
Morans Crossing	M	41.7
Moree	F	49.9
Moree	M	57
Morisset	F	27.7
Morisset	M	32.5
Morisset Park	F	49
Morisset Park	M	63.3
Morning Bay	F	35
Morning Bay	M	41.2
Mororo	F	51.5
Mororo	M	63.6
Morpeth	F	47.7
Morpeth	M	56.3
Mortdale	F	58.2
Mortdale	M	67.5
Mortlake (NSW)	F	63.3
Mortlake (NSW)	M	68.1
Morton	F	50
Morton	M	52.5
Mortons Creek	F	58.4
Mortons Creek	M	57.3
Morts Estate	F	43.7
Morts Estate	M	47.3
Morundah	F	44.8
Morundah	M	71.1
Moruya	F	41.8
Moruya	M	45.2
Moruya Heads	F	50.3
Moruya Heads	M	46.4
Morven (Greater Hume Shire - NSW)	F	55.3
Morven (Greater Hume Shire - NSW)	M	60.3
Mosman	F	53.5
Mosman	M	67.2
Moss Vale	F	48.1
Moss Vale	M	58.4
Mossgiel	F	42.9
Mossgiel	M	63.2
Mossy Point	F	54.1
Mossy Point	M	52.9
Moto	F	28.8
Moto	M	48.1
Moulamein	F	53.8
Moulamein	M	57.1
Mount Adrah	F	38.5
Mount Adrah	M	73.7
Mount Annan	F	66.7
Mount Annan	M	77.2
Mount Arthur	F	49.2
Mount Arthur	M	51.4
Mount Austin	F	41.2
Mount Austin	M	49.6
Mount Burrell	F	40.7
