SSC_NAME16	employmentToPopulation
Carwarp	54.1
Cashmore	63.3
Cassilis (Vic.)	36
Castella	64.2
Casterton	40.7
Castle Creek (Vic.)	69.8
Castle Donnington	53.7
Castlemaine	46
Catani	61.9
Cathcart (Vic.)	70.1
Cathkin	75
Catumnal	30.8
Caulfield	54.9
Caulfield East	48.1
Caulfield North	59.7
Caulfield South	61.6
Caveat	53.7
Cavendish	65.5
Ceres	62.9
Chadstone	56.9
Chapple Vale	40.6
Charam	67.9
Charlemont	41.5
Charleroi	80.4
Charlton (Vic.)	44.4
Chatsworth (Vic.)	90.9
Chelsea	57.2
Chelsea Heights	60.8
Cheltenham (Vic.)	59.7
Chepstowe	47.3
Cherokee	45.1
Cheshunt	50
Chesney Vale	45.8
Chetwynd	46.9
Chewton	20.3
Chewton Bushlands	42.9
Childers (Vic.)	63.2
Chiltern	54.2
Chiltern Valley	82.4
Chinkapook	51.9
Chintin	69.1
Chirnside Park	62
Chirrip	50
Chocolyn	55.9
Christmas Hills (Vic.)	62.9
Chum Creek	58.2
Churchill (Vic.)	43.7
Chute	28.6
Clarendon (Vic.)	56
Claretown	45.8
Clarinda	51.8
Clarkefield	56.9
Clarkes Hill	86.7
Clayton	37.5
Clayton South	50.9
Clear Lake	72.5
Clematis	60.4
Clifton Creek	65.6
Clifton Hill	68.6
Clifton Springs	51.6
Clonbinane	65.9
Clover Flat	72.7
Cloverlea	61.8
Club Terrace	31.3
Clunes (Vic.)	41.5
Clyde (Vic.)	69.8
Clyde North	68.7
Clydebank	71.4
Clydesdale (Vic.)	37.3
Coalville	43.2
Cobains	66
Cobaw	67.9
Cobbannah	50
Cobden	51
Cobram	44.3
Cobram East	65.6
Cobrico	61.8
Cobungra	38.6
Coburg	60.5
Coburg North	55.8
Cockatoo (Vic.)	65.4
Codrington (Vic.)	79.5
Coghills Creek	75.9
Cohuna	45.7
Coimadai	64.5
Colac	50.4
Colac Colac	71.1
Colac East	27.9
Colac West	46.4
Colbinabbin	60
Colbrook	69.6
Coldstream (Vic.)	65.4
Coleraine	44.1
Colignan	69.1
Collingwood (Vic.)	62.5
Concongella	67.6
Condah	56.6
Congupna	59.2
Connewarre	55.5
Connewirricoo	105.6
Coojar	79.4
Coolaroo	32.1
Cooma (Vic.)	69.1
Coomboona	69.4
Coomoora	60.8
Coongulla	34.8
Coonooer Bridge	52
Coonooer West	63.6
Cooriemungle	62.8
Cope Cope	70.2
Cora Lynn	64.3
Corack	85
Corack East	64.7
Coragulac	61.9
Coral Bank	57.7
Corindhap	50.4
Corinella (Vic.)	43
Corio	42.1
Corndale (Vic.)	40.9
Cornella	36.4
Cornishtown	62
Coronet Bay	32.2
Corop	46.4
Cororooke	63.1
Corringle	58.3
Corryong	44
Corunnun	75.9
Cosgrove (Vic.)	68.9
Cosgrove South	61.4
Costerfield	47
Cotswold	60
Cottles Bridge	65.2
Cowangie	60
Cowes	40.4
Cowleys Creek	93.1
Cowwarr	62.7
Craigie (Vic.)	47.9
Craigieburn	58.8
Cranbourne	54.8
Cranbourne East	60.8
Cranbourne North	62.6
Cranbourne South	59.8
Cranbourne West	65.1
Creek Junction	23.1
Creightons Creek	66.4
Cremorne (Vic.)	75.4
Cressy (Vic.)	48.7
Creswick	44
Creswick North	44
Crib Point	56.6
Crooked River	75
Cross Roads (Vic.)	64.7
Crossley	66.3
Crossover	57.9
Crowlands	60.3
Croxton East	67.3
Croydon (Vic.)	57.3
Croydon Hills	70.2
Croydon North	64.9
Croydon South	61.7
Crymelon	100
Cudgee	61.7
Cudgewa	58.7
Culgoa	53.3
Culla	59.4
Cullen	52.8
Cullulleraine	42.4
Cundare	57.1
Cundare North	70
Curdies River	61.9
Curdievale	76
Curlewis (Vic.)	60.2
Curyo	65.2
Dadswells Bridge	51.5
Daisy Hill (Vic.)	42.6
Dales Creek	65.8
Dallas	31.9
Dalmore	64.8
Daltons Bridge	58.1
Dalyston	59.4
Dandenong	44
Dandenong North	48.2
Dandenong South	27.6
Dargo	47.8
Darley	61
Darlimurla	51.6
Darlington (Vic.)	58.1
Darnum	58.1
Darraweit Guim	62.5
Darriman	91.7
Dartmoor (Vic.)	42.3
Dartmouth	40
Dawson (Vic.)	75
Daylesford	48.1
Dean	69.5
Deans Marsh	67.5
Deddick Valley	100
Dederang	66.2
Deep Lead	50.6
Deepdene (Vic.)	52.4
Deer Park	49.8
Delacombe	57.5
Delahey	52.1
Delatite	133.3
Delburn	68
Delegate River	66.7
Denicull Creek	88.2
Denison	62.3
Dennington	67.7
Denver	59.8
Derby (Vic.)	42.9
Dereel	47.4
Dergholm	71.9
Derrimut	65.9
Derrinal	51.1
Derrinallum	45.5
Devenish	47.1
Devils River	71.4
Devon Meadows	56.2
Devon North	51
Dewhurst	63.4
Dhurringile	24.8
Diamond Creek	69.7
Digby	41.2
Diggers Rest	61.9
Diggora	62.8
Dimboola	40.6
Dingee	52.1
Dingley Village	60.8
Dingwall	72.5
Dinner Plain	52.6
Dixie (Vic.)	75.8
Dixons Creek	59.5
Dobie	42.3
Docker	70.9
Dockers Plains	60.9
Docklands	58
Doctors Flat	38.5
Dollar	56.5
Don Valley	59.5
Donald	43.5
Doncaster	49.9
Doncaster East	53.3
Donnybrook (Vic.)	45.7
Donvale	55.8
Dooboobetic	111.1
Dooen	65.5
Dookie	56.2
Dookie College	37.5
Doreen	69.9
Dorodong	53.6
Douglas (Vic.)	82
Doveton	41.3
Dreeite	62.5
Dreeite South	75
Driffield	59.1
Drik Drik	55.3
Dromana	49.8
Dropmore	50
Drouin	50.8
Drouin East	61.6
Drouin South	62.8
Drouin West	58.9
Drumanure	55.6
Drumborg	70.2
Drumcondra	56
Drummartin	60
Drummond	48.1
Drummond North	48.4
Drung	81.6
Dry Diggings	51.9
Drysdale	49.7
Duchembegarra	64.5
Dumbalk	55.3
Dumbalk North	55.8
Dumosa	111.8
Dunach	54.8
Dundonnell	78
Dunkeld (Vic.)	55.9
Dunluce	35.7
Dunneworthy	73.7
Dunnstown	60.6
Dunolly (Vic.)	28.2
Dunrobin (Vic.)	59.7
Durdidwarrah	42.9
Durham Lead	65.3
Durham Ox	66.7
Dutson	57.9
Dutton Way	53
Duverney	88.5
Eagle Point	44.4
Eaglehawk	48.5
Eaglehawk North	60
Eaglemont	61.3
Earlston	73.9
East Bairnsdale	39.2
East Bendigo	52.9
East Geelong	63.9
East Melbourne	64.8
East Sale	86.7
East Wangaratta	61.2
East Warburton	51.5
Eastern View	55.2
Eastville	40
Eastwood (Vic.)	47.6
Ebden	63.6
Echuca	53.6
Echuca Village	59.8
Echuca West	66
Ecklin South	75.7
Eddington	54.8
Eden Park	62.8
Edenhope	46.2
Edgecombe	55.4
Edi	64.5
Edi Upper	63.6
Edithvale	61.1
Eganstown	53.7
Eildon	37.9
Elaine	45.6
Eldorado	46.2
Elevated Plains	71
Elingamite	55.6
Elingamite North	74.2
Ellaswood	65
Ellerslie (Vic.)	71.1
Elliminyt	63.4
Ellinbank	66.9
Elmhurst	36.8
Elmore	45.9
Elphinstone (Vic.)	57.5
Elsternwick	64
Eltham (Vic.)	65
Eltham North	69.1
Elwood	70.6
Emerald (Vic.)	61.6
Emu	37.5
Emu Creek (Vic.)	65.8
Endeavour Hills	55.3
Enfield (Vic.)	54.4
Englefield	56.3
Ensay	56.1
Ensay North	55.6
Eppalock	56.2
Epping (Vic.)	57
Epsom (Vic.)	65.6
Ercildoune	83
Erica	50.3
Eskdale (Vic.)	39.6
Esmond	37.5
Essendon	63.5
Essendon North	60.6
Essendon West	60
Eumemmerring	45.1
Eurack	75.4
Eureka (Vic.)	46.7
Euroa	45.5
Eurobin	62.2
Evansford	37.8
Eversley	100
Everton	58.2
Everton Upper	58.9
Exford	62.4
Eynesbury	78
Fairbank	41.9
Fairfield (Vic.)	63.6
Fairhaven	53.5
Fairley	92.3
Fairy Dell (Campaspe - Vic.)	68.2
Falls Creek (Vic.)	65.4
Faraday	53.4
Fawcett	71.7
Fawkner	44.8
Fentons Creek	50
Ferguson (Vic.)	57.1
Fern Hill	61.9
Fernbank	59.8
Ferndale (Vic.)	72.7
Fernihurst	100
Ferntree Gully	61.2
Ferny Creek	62.1
Fiery Flat	70
Fingal (Vic.)	60.3
Fish Creek	55.8
Fiskville	118.2
Fitzroy (Vic.)	58.6
Fitzroy North	65.4
Flaggy Creek	55
Flagstaff	31.3
Flemington	52.3
Flinders (Vic.)	48.7
Flora Hill	55
Flowerdale (Vic.)	46
Flynn (Vic.)	61.2
Flynns Creek	33.3
Footscray	56.8
Forbes (Vic.)	56.6
Forest Hill (Vic.)	54.2
Forge Creek	61.3
Forrest (Vic.)	53.2
Foster	42.8
Foster North	47.4
Fosterville	46.2
Foxhow	73.7
Framlingham	57.8
Framlingham East	75
Franklinford	58.5
Frankston	52.1
Frankston North	38.9
Frankston South	59
Freeburgh	54.3
French Island	51
Frenchmans	75
Freshwater Creek	63.4
Fryerstown	49.7
Fulham (Vic.)	10.5
Fumina	37.5
Fumina South	44.4
Fyans Creek	46.7
Fyansford	55.4
Gainsborough	90
Gannawarra	66.2
Gapsted	54.1
Gardenvale	67.4
Garfield (Vic.)	59.4
Garfield North	65.7
Garibaldi	60.9
Garvoc	64.6
Gatum	121.4
Gazette	100
Geelong	57.1
Geelong West	63.1
Gelantipy	40
Gellibrand	54.2
Gellibrand Lower	23.1
Gelliondale	60.7
Gembrook	63.2
Genoa	41.1
Georges Creek (Vic.)	69.1
Gerahmin	50
Gerang Gerung	78.2
Gerangamete	60.5
Germania	27.3
Gerrigerrup	69.2
Gherang	63.5
Gheringhap	54.8
Ghin Ghin	41.7
Giffard	45
Giffard West	59.1
Gil Gil	50
Gilderoy	42.6
Gillieston	90.2
Gipsy Point	26.3
Girgarre	50.9
Girgarre East	67
Gisborne	62.3
Gisborne South	61.3
Gladfield (Vic.)	76.5
Gladstone Park	49.7
Gladysdale	57.9
Glen Alvie	66.9
Glen Creek	84.1
Glen Forbes	70.1
Glen Huntly	60.8
Glen Iris (Vic.)	64.1
Glen Park	66.3
Glen Valley	16.7
Glen Waverley	51.6
Glenaire	47.4
Glenaladale	62
Glenalbyn	23.8
Glenaroua	65.4
Glenbrae	44.4
Glenburn	52.9
Glendaruel	77.8
Glendonald	50
Glenfyne	66.7
Glengarry (Vic.)	67.7
Glengarry North	59.3
Glengarry West	55.2
Glengower	76.9
Glenhope	49.2
Glenhope East	25
Glenisla	50
Glenlee (Vic.)	72.7
Glenlofty	90.9
Glenlogie	55.6
Glenloth	83.3
Glenloth East	185.7
Glenluce	76.5
Glenlyon (Vic.)	48.3
Glenmaggie	50
Glenmore (Vic.)	68.1
Glenorchy (Vic.)	50.5
Glenormiston North	105.1
Glenormiston South	60.4
Glenpatrick	58.3
Glenrowan	58.8
Glenrowan West	51.8
Glenroy (Vic.)	50.6
Glenthompson	49.2
Glomar Beach	30
Gnarwarre	63.4
Gnotuk	64.4
Gobarup	70.4
Gobur	49.3
Golden Beach (Vic.)	25.5
Golden Gully	56.3
Golden Point (Ballarat - Vic.)	51.9
Golden Point (Mount Alexander - Vic.)	54.3
Golden Square	53.4
Goldie	56
Goldsborough (Vic.)	48.4
Gong Gong	58.3
Gonn Crossing	75
Goomalibee	52.5
Goon Nure	61.3
Goongerah	32.3
Gooram	68
Gooramadda	69.1
Goorambat	58.1
Goornong	57.6
Gooroc	78.6
Gorae	75.3
Gorae West	71.4
Gordon (Vic.)	57.8
Gormandale	50.8
Goroke	46.5
Goschen	57.7
Goughs Bay	36.4
Goulburn Weir	27.8
Gowanbrae	63.9
Gowanford	200
Gowangardie	73.3
Gowar East	70
Gower	63.9
Grahamvale	63.5
Grand Ridge	25
Granite Rock	62.1
Grantville	42.7
Granya	41.7
Grassdale (Vic.)	77.8
Grassmere	69
Grays Bridge	100
Graytown	41.4
Gre Gre	61.5
Gre Gre North	83.3
Gre Gre South	100
Great Western	57.4
Gredgwin	30
Green Gully (Vic.)	31.7
Greendale (Vic.)	59.8
Greenhill (Vic.)	66.7
Greens Creek (Vic.)	51.1
Greensborough	62.6
Greenvale (Vic.)	63.3
Greenwald	56.1
Grenville	43.1
Greta (Vic.)	53.8
Greta South	58.2
Greta West	70.1
Grey River	100
Gringegalgona	52.9
Gritjurk	57.8
Grovedale	54.7
Gruyere	65
Guildford (Vic.)	46.1
Gunbower	57.4
Gundowring	79.9
Guys Forest	55.6
Guys Hill	65.5
Gymbowen	61.9
Haddon	61.5
Hadfield	47.1
Hallam	51.5
Hallora	52.6
Halls Gap	59.6
Hallston	49.3
Hamilton (Vic.)	52.8
Hamlyn Heights	56.7
Hampton (Vic.)	59.9
Hampton East	58.1
Hampton Park	53.6
Hansonville	71.9
Happy Valley (Golden Plains - Vic.)	44.6
Happy Valley (Swan Hill - Vic.)	43.3
Harcourt	55.1
Harcourt North	54.3
Harkaway	64.4
Harmers Haven	27.6
Harrietville	61.1
Harrow	68.2
Harston	64.8
Hastings (Vic.)	46.7
Hattah	30.4
Havelock	44.6
Haven	69.4
Havilah (Vic.)	36.4
Hawkesdale	75.4
Hawthorn (Vic.)	63.1
Hawthorn East	63.6
Hazel Park	77.8
Hazelwood	60
Hazelwood North	62.8
Hazelwood South	57.2
Healesville	54
Heath Hill	52.8
Heathcote (Vic.)	34.7
Heathcote Junction	63.8
Heathcote South	42.9
Heatherton	63.2
Heathmere	51.2
Heathmont	62.2
Hedley	49.5
Heidelberg	61.3
Heidelberg Heights	57.4
Heidelberg West	41.2
Hensley Park	78.7
Henty (Vic.)	70
Hepburn	54.6
Hepburn Springs	53.3
Herne Hill (Vic.)	59.6
Hernes Oak	65.7
Hesket	48.3
Hesse	50
Hexham (Vic.)	56.3
Heyfield	47.9
Heytesbury Lower	61.1
Heywood	51.3
Hiamdale	72.2
Hiawatha	60
High Camp	50.6
Highett	61.9
Highlands	54.5
Highton	59.6
Hilgay	163.6
Hill End (Vic.)	51.9
Hillcrest (Vic.)	57.6
Hilldene	53.5
Hillside (East Gippsland - Vic.)	70
Hillside (Melton - Vic.)	65.5
Hinnomunjie	69.6
Hmas Cerberus	93
Hoddles Creek	58.1
Hollands Landing	22.2
Homebush (Vic.)	44.8
Homerton	52.2
Homewood	51.1
Hopetoun (Vic.)	48
Hopetoun Park	68
Hoppers Crossing	56.5
Hordern Vale	68.6
Horfield	58.8
Horsham	54.4
Hotham Heights	57.9
Hotspur	65.8
Howes Creek	72.5
Howqua	60.6
Howqua Hills	75
Howqua Inlet	37.5
Hughesdale	60.9
Humevale	58.3
Hunter	60.6
Hunterston	91.3
Huntingdale (Vic.)	58.8
Huntly	65.6
Huntly North	58.6
Huon	65
Huon Creek	53.8
Hurstbridge	67.5
Icy Creek	27.3
Iguana Creek	64.1
Illabarook	22.2
Illawarra	71.2
Illowa	64
Indented Head	38
Indigo Valley	64.8
Inglewood (Vic.)	33.7
Ingliston	54.8
Invergordon (Vic.)	64
Inverleigh	68.5
Inverloch	44.3
Invermay (Vic.)	66.3
Invermay Park	61.4
Iona	64.7
Iraak	68
Irishtown (Vic.)	85.7
Ironbark (Vic.)	51.6
Irrewarra	64.9
Irrewillipe	68.2
Irrewillipe East	67.7
Irymple (Vic.)	58.4
Ivanhoe (Vic.)	62.1
Ivanhoe East	62.1
Jacana	43.2
Jack River	65.8
Jackass Flat	61.8
Jacob Creek	45.5
Jam Jerrup	52.5
Jamieson (Vic.)	31.3
Jan Juc	68.5
Jancourt	42.3
Jancourt East	66.5
Jarklin	41.9
Jarrahmond	57.3
Jarvis Creek	73.7
Jeeralang	56.1
Jeeralang Junction	56.4
Jeetho	44.2
Jeffcott	81
Jeparit	36
Jeruk	21.4
Jil Jil	86.7
Jindivick	64.3
Joel Joel	43.8
Joel South	59.3
Johanna	60.3
Johnsonville	44.6
Joyces Creek	91.7
Jumbuk	58.3
Jumbunna	66.4
Junction Village	40.8
Jung	44.6
Junortoun	60.7
Kaarimba	70
Kadnook	65.6
Kalimna	41.8
Kalimna West	54.6
Kalkallo	42.5
Kalkee	58.3
Kallista	64.1
Kalorama	66.2
Kalpienung	50
Kamarooka	50
Kamarooka North	50
Kanagulk	70
Kancoona	53.8
Kangaroo Flat (Vic.)	47.6
Kangaroo Ground	59.3
Kaniva	56.1
Kanumbra	53.1
Kanya	60
Kanyapella	78.4
Karabeal	81.3
Kardella	55
Kardella South	64.1
Kariah	66.7
Karnak	75
Karramomus	72.7
Karyrie	62.5
Katamatite	53.5
Katamatite East	65.5
Katandra	49
Katandra West	64.9
Katunga	63.5
Kawarren	51
Kealba	56.5
Keely	66.7
Keilor	58.7
Keilor Downs	52.3
Keilor East	54
Keilor Lodge	63
Keilor North	63.9
Keilor Park	49.4
Kellalac	15
Kelvin View	67.4
Kenley	48.8
Kennedys Creek	56.7
Kennett River	80.6
Kennington	51
Kensington (Vic.)	68
Kerang	46.2
Kerang East	44.1
Kergunyah	68.4
Kergunyah South	68
Kernot	60.8
Kerrie	76.1
Kerrisdale	50.8
Kevington	23.1
Kew (Vic.)	59
Kew East	60.8
Kewell	52.9
Keysborough	56.8
Kialla	63.3
Kialla East	71.4
Kialla West	66.1
Kiata	51.9
Kiewa	63.4
Kilcunda	48.7
Killara (Wodonga - Vic.)	64.5
Killarney (Vic.)	64.2
Killawarra (Vic.)	63.7
Killingworth (Vic.)	58.4
Kilmany	58.6
Kilmore	53.4
Kilmore East	60.4
Kilsyth	58
Kilsyth South	69.7
Kimbolton (Vic.)	53.7
King Valley	67.5
Kinglake	59.9
Kinglake Central	57.1
Kinglake West	58.4
Kingower	52.9
Kings Park (Vic.)	42.8
Kingsbury	46.9
Kingston (Vic.)	72
Kingsville	65.6
Kinnabulla	68
Kinypanial	81.8
Kirkstall	60.7
Kirwans Bridge	40.2
Kithbrook	45.2
Knebsworth	66.7
Knowsley	47.5
Knoxfield	57.8
Koallah	65.4
Koetong	80
Kolora	65.4
Kongwak	61.8
Konongwootong	66.7
Koo Wee Rup	58
Koo Wee Rup North	77.1
Kooloonong	80.8
Koonda	46.7
Koondrook	47.6
Koonoomoo	46.9
Koonwarra	61
Kooreh	70.8
Koorlong	72.5
Koornalla	63.5
Kooroocheang	73.1
Koorooman	69.1
Kooyong	57.6
Koriella	41.7
Korobeit	73
Koroit	58.7
Korong Vale	13.2
Koroop	58.3
Korumburra	48.3
Korumburra South	57.1
Korweinguboora	49.3
Kotta	57.6
Kotupna	62.2
Koyuga	60.6
Krowera	71.3
Kulwin (Vic.)	73.3
Kunat	73.9
Kurraca	42.9
Kurting	38.3
Kurunjang	57.1
Kyabram	48.7
Kyabram South	61.2
Kyneton	51.6
Kyneton South	59.6
Kyvalley	59.8
Laanecoorie	43.8
Laang	65.4
Labertouche	64.1
Laceby	61.3
Ladys Pass	50
Laen East	54.5
Laen North	142.9
Lah	91.4
Laharum	69.3
Lake Boga	47.6
Lake Bolac	49.8
Lake Bunga	45.2
Lake Charm	52.5
Lake Condah	50
Lake Eildon	60
Lake Fyans	76.5
Lake Gardens	56
Lake Goldsmith	42.9
Lake Lonsdale	45.7
Lake Marmal	65
Lake Meran	57.1
Lake Mundi	65.2
Lake Powell	53.3
Lake Rowan	39.6
Lake Tyers	23.7
Lake Tyers Beach	45.2
Lake Wendouree	50.1
Lake Wongan	100
Lakes Entrance	37.2
Lal Lal	54.7
Lalbert	53.5
Lalor	44.4
Lamplough	43.6
Lancaster	64.9
Lance Creek	71.1
Lancefield	58.7
Landsborough (Vic.)	38
Landsborough West	40.6
Lang Lang	56.7
Lang Lang East	87
Langdons Hill	33.3
Langi Kal Kal	3.7
Langi Logan	62.5
Langkoop	68.5
Langley	57.1
Langsborough	29.8
Langwarrin	66.2
Langwarrin South	64.1
Lara	57.8
Lardner	57.9
Larpent	71
Lascelles	55.9
Launching Place	64
Lauriston	52.6
Lavers Hill	53.6
Laverton (Vic.)	51.3
Laverton North	35.7
Lawler	53.3
Lawloit	46.7
Lawrence (Vic.)	40
Leaghur	50
Learmonth (Vic.)	54
Ledcourt	52.6
Leichardt	66
Leigh Creek (Vic.)	50
Leitchville	54.5
Lemnos	66.8
Leneva	71.8
Leonards Hill	48.5
Leongatha	51.3
Leongatha North	60.7
Leongatha South	72.5
Leopold	57.7
Leslie Manor	96
Lethbridge	63.3
Lexton	38.5
Licola	63.6
Licola North	100
Lillico (Vic.)	52.2
Lillicur	50
Lillimur	73
Lilliput	64.4
Lilydale (Vic.)	60.9
Lima	71.4
Lima East	53.5
Lima South	59.8
Limestone (Vic.)	60
Lindenow	52
Lindenow South	58.6
Lindsay	60
Lindsay Point	88.5
Linga	40
Linton	41.1
Liparoo	46.2
Lismore (Vic.)	43.6
Litchfield	50
Little Desert	80
Little Hampton	66.7
Little River (Vic.)	58.5
Llanelly	60.6
Llowalong	67.6
Loch	64.5
Loch Sport	18
Lockington	56.2
Locksley (Vic.)	57.1
Lockwood	61.9
Lockwood South	63.6
Loddon Vale	100
Logan	69
Londrigan	69.6
Long Forest	59.3
Long Gully	42.1
Longford (Vic.)	57.9
Longlea	64.7
Longwarry	55.1
Longwarry North	53.8
Longwood (Vic.)	45.2
Longwood East	55.3
Lorne (Vic.)	52.3
Lovely Banks	62.6
Lower Moira	78.6
Lower Norton	70.7
Lower Plenty	57.6
Lubeck	79.3
Lucas	74.1
Lucknow (Vic.)	52.8
Lucyvale	62.5
Lurg	56.3
Lynbrook	60.3
Lyndhurst (Vic.)	69.6
Lyons (Vic.)	65.6
Lyonville	44.2
Lysterfield	69.8
Lysterfield South	67.7
Macarthur (Vic.)	57.5
Macclesfield (Vic.)	61.7
Macedon	58.4
Macks Creek	71.4
Macleod (Vic.)	58.2
Macorna	52.8
Macorna North	87.5
Macs Cove	38.7
Madalya	50
Maddingley	60.9
Mafeking	20
Maffra (Vic.)	51.9
Maffra West Upper	61.5
Magpie	58.1
Maiden Gully	67.4
Maidstone	56.7
Mailors Flat	70.3
Main Lead	35.7
Main Ridge	53.7
Maindample	60.3
Maintongoon	46
Major Plains	75.7
Majorca	40.1
Maldon (Vic.)	42.5
Mallacoota	39.6
Malmsbury	58.1
Malvern (Vic.)	58.8
Malvern East	58.3
Manangatang	50.4
Mandurang	63.7
Mandurang South	52.9
Mangalore (Vic.)	64.5
Manifold Heights	63
Mannerim	58.7
Mannibadar	50
Manns Beach	33.3
Mansfield (Vic.)	57.5
Maramingo Creek	17.6
Marcus Hill	56.6
Mardan	49.4
Marengo (Vic.)	47.9
Maribyrnong	64
Marionvale	61.3
Markwood	52.5
Marlo	45.5
Marnoo	60.6
Marnoo East	150
Marnoo West	80
Marong	65.2
Maroona	46.5
Marraweeney	58.3
Marshall	49.8
Marungi	52.5
Maryborough (Vic.)	38.8
Maryknoll	64.1
Marysville	48.4
Maryvale (Vic.)	67.6
Massey	70
Matlock	75
Maude (Vic.)	61.3
McCrae	48.4
McIntyre	14.6
McKenzie Creek	71.4
McKenzie Hill	57.4
McKinnon	60.6
McLoughlins Beach	27.7
McMahons Creek	47.2
McMillans	72.4
Mead	72.9
Meadow Creek	71.7
Meadow Heights	37.7
Meatian	14.3
Meeniyan	54.2
Meering West	100
Meerlieu	60.3
Melbourne	47
Melbourne Airport	24.5
Melton (Vic.)	43.3
Melton South	46.9
Melton West	58.2
Melville Forest	82.9
Melwood	30
Mena Park	29.6
Mentone	60.8
Menzies Creek	62.1
Mepunga	45.2
Mepunga East	81.3
Mepunga West	64.3
Merbein	44.6
Merbein South	68.6
Merbein West	58.6
Meredith	56.3
Meringur	66.7
Merino	47.8
Mernda	65.7
Merriang	64.3
Merriang South	34.2
Merricks	50.3
Merricks Beach	37.2
Merricks North	62.7
Merrigum	53.8
Merrijig (Mansfield - Vic.)	49
Merrimu	62.1
Merrinee	65.8
Merton	42.7
Metcalfe	48.4
Metcalfe East	95.8
Metung	41.5
Mia Mia (Vic.)	39.6
Mickleham	67.4
Middle Creek	66.7
Middle Park (Vic.)	61
Middle Tarwin	59.5
Miepoll	45.8
Miga Lake	70
Milawa	64.2
Mildura	49.2
Mill Park	59.2
Millbrook (Vic.)	54.5
Millgrove	48.5
Milloo	82.8
Milltown	47.1
Milnes Bridge	36.8
Mincha	54.5
Mincha West	114.3
Miners Rest	71.2
Mingay	73.2
Minhamite	72
Minimay	71.9
Mininera	40.7
Minjah	46.5
Minmindie	50
Minyip	38.5
Miram	64.9
Mirboo	55.3
Mirboo North	49.6
Mirranatwa	75
Mitcham (Vic.)	62.4
Mitchell Park (Vic.)	58.5
Mitchellstown	57.4
Mitiamo	57.1
Mitre	84.3
Mitta Mitta	54
Mittyack	122.2
Mockinya	45.8
Modella	67.8
Modewarre	69.2
Moe	40.1
Moe South	61.2
Moggs Creek	53.7
Moglonemby	56.5
Mokepilly	85.7
Molesworth (Vic.)	54.3
Moliagul	35.2
Molka	54.3
Mollongghip	42.1
Mologa	55.6
Molyullah	52
Monbulk	60.7
Monegeetta	63.1
Mongans Bridge	60
Monomeith	64.9
Mont Albert	60.5
Mont Albert North	57.9
Montgomery	60.5
Montmorency	63.6
Montrose (Vic.)	61.1
Moolap	46.7
Moolerr	78.9
Moolort	61.3
Moonambel	41.7
Moondarra	52.9
Moonee Ponds	63.3
Moonlight Flat (Central Goldfields - Vic.)	59.2
Moonlight Flat (Mount Alexander - Vic.)	64.3
Moora (Vic.)	40
Moorabbin	58
Moorabool	53.7
Mooralla	78.7
Moorilim	110.5
Moormbool West	28.1
Moornapa	37.5
Moorngag	74
Moorooduc	63.9
Mooroolbark	63.2
Mooroopna	48.9
Mooroopna North	62.9
Mooroopna North West	75.4
Moranding	60.4
Mordialloc	63.7
Morgiana	45.5
Moriac	73.4
Mornington (Vic.)	50.4
Morrisons	54.7
Mortlake (Vic.)	46.3
Morwell	39
Mossiface	62.7
Mount Alfred	70
Mount Beauty	44.5
Mount Beckworth	100
Mount Best	18.8
Mount Bolton	43.5
Mount Bruno	44.2
Mount Buller	58.8
Mount Burnett	60.4
Mount Bute	84.1
Mount Camel	36.3
Mount Cameron	44.4
Mount Clear	54.9
Mount Cole	61.9
Mount Cole Creek	140
Mount Cottrell	38.3
Mount Dandenong	59.1
Mount Doran	41.5
Mount Duneed	69.3
Mount Eccles	51.9
Mount Egerton	61.9
Mount Eliza	58.7
Mount Emu	116.7
Mount Evelyn	64.7
Mount Franklin	73.3
Mount Glasgow	42
Mount Helen	58.9
Mount Hooghly	81.8
Mount Lonarch	16.7
Mount Macedon	60.4
Mount Major	100
Mount Martha	58.9
Mount Mercer	93.8
Mount Moriac	63.8
Mount Napier	83.3
Mount Pleasant (Vic.)	54.3
Mount Prospect	73.5
Mount Richmond	77.1
Mount Rowan	54
Mount Taylor	56.7
Mount Toolebewong	47.5
Mount Wallace	50
Mount Waverley	54.5
Mountain Bay	51.4
Mountain View (Vic.)	50
Moutajup	75.4
Moyhu	55.8
Moyreisk	60
Moyston	61.8
Muckatah	57.7
Muckleford	56.8
Muckleford South	56.3
Mudgegonga	78.6
Mulgrave (Vic.)	55
Mumbannar	78.7
Mundoona	82.7
Munro	62
Muntham	65
Murchison (Vic.)	41.9
Murchison East	45.8
Murchison North	66.7
Murgheboluc	58.8
Murmungee	64.3
Murnungin	87.5
Murphys Creek (Vic.)	63.3
Murra Warra	89.4
Murrabit	53.3
Murrabit West	24.2
Murrawee	57.3
Murray-Sunset	75
Murraydale	70.3
Murrayville	55.8
Murrindal	54.5
Murrindindi	60
Murroon	66.1
Murrumbeena	63.3
Murtoa	48.8
Musk	46.5
Musk Vale	54.8
Muskerry	90
Myall (Buloke - Vic.)	50
Myall (Gannawarra - Vic.)	69.5
Myamyn	46.6
Myers Flat	56.9
Myola (Vic.)	41.7
Myrniong	65.8
Myrrhee	64.6
Myrtle Creek (Vic.)	60.4
Myrtlebank	64.3
Myrtleford	47.5
Mysia	73.5
Mystic Park	41.2
