SSC_NAME16	Sex	labourForceParticipation
Brodies Plains	F	27.8
Brodies Plains	M	52.6
Brogans Creek	M	60
Brogers Creek	F	68.8
Brogers Creek	M	47.1
Brogo	F	48.8
Brogo	M	56
Broke (NSW)	F	49.3
Broke (NSW)	M	55.3
Broken Head	F	56.4
Broken Head	M	60.9
Broken Hill	F	48
Broken Hill	M	55
Brombin	F	61.4
Brombin	M	66
Bronte	F	65.2
Bronte	M	74.7
Brookdale (NSW)	F	50
Brookdale (NSW)	M	111.1
Brookfield (NSW)	F	54.3
Brookfield (NSW)	M	59.5
Brooklana	F	81.3
Brooklana	M	63
Brooklet	F	56.5
Brooklet	M	68.5
Brooklyn (NSW)	F	60.9
Brooklyn (NSW)	M	68.7
Brookvale	F	68.6
Brookvale	M	76.7
Brooman	F	133.3
Brooman	M	100
Brooms Head	F	30.9
Brooms Head	M	35.6
Broughams Gate	F	50
Broughams Gate	M	100
Broughton (NSW)	F	45.7
Broughton (NSW)	M	66.7
Broughton Vale	F	41.7
Broughton Vale	M	49.3
Broughton Village	F	75
Broughton Village	M	96.3
Broulee	F	43.3
Broulee	M	49.6
Brownlow Hill	F	48.9
Brownlow Hill	M	61.3
Browns Creek	F	77.5
Browns Creek	M	80.4
Browns Mountain	F	33.3
Browns Mountain	M	60
Brownsville	F	45.9
Brownsville	M	53.1
Brucedale	F	66.7
Brucedale	M	70.7
Bruie Plains	F	120
Bruie Plains	M	55
Bruinbun	F	36.8
Bruinbun	M	50
Brundee	F	47.6
Brundee	M	75
Brungle	F	42.1
Brungle	M	61.9
Brungle Creek	F	40
Brungle Creek	M	72.2
Brunkerville	F	63.3
Brunkerville	M	68.3
Brunswick Heads	F	47.1
Brunswick Heads	M	51.8
Brushgrove	F	40
Brushgrove	M	44.4
Brushy Creek	F	75
Brushy Creek	M	160
Bucca (NSW)	F	61.3
Bucca (NSW)	M	65.3
Bucca Wauka	F	51.5
Bucca Wauka	M	54.3
Buccarumbi	F	60
Buccarumbi	M	27.3
Buchanan (NSW)	F	57.8
Buchanan (NSW)	M	65.4
Buckajo	F	65
Buckajo	M	74.2
Buckaroo	F	62.5
Buckaroo	M	66.7
Buckenbowra	F	37.5
Buckenbowra	M	57.1
Buckenderra	F	45.5
Buckenderra	M	30.8
Buckendoon	F	41.7
Buckendoon	M	69.2
Bucketty	F	56.9
Bucketty	M	43.8
Buckra Bendinni	F	43.6
Buckra Bendinni	M	44.4
Budawang	M	50
Buddabadah	F	59.1
Buddabadah	M	88.9
Budden	F	70
Budden	M	50
Budgee Budgee (NSW)	F	60
Budgee Budgee (NSW)	M	65.9
Budgewoi	F	49.2
Budgewoi	M	55.1
Budgong	F	51.7
Budgong	M	59.3
Buff Point	F	47.2
Buff Point	M	56.5
Bugaldie	F	48.3
Bugaldie	M	49.2
Bukkulla	F	71.7
Bukkulla	M	69.1
Bulahdelah	F	42.6
Bulahdelah	M	44.4
Bulga (NSW)	F	50.3
Bulga (NSW)	M	62.6
Bulgary	F	140
Bulla (NSW)	F	100
Bulla (NSW)	M	100
Bulla Creek	F	54.5
Bulla Creek	M	73.7
Bullaburra	F	56.1
Bullaburra	M	62.9
Bullagreen	F	53.8
Bullagreen	M	73.3
Bullarah	F	65.9
Bullarah	M	78.6
Bullatale	F	33.3
Bullatale	M	82.4
Bullawa Creek	F	47.8
Bullawa Creek	M	47.6
Bulldog	F	40
Bulli	F	62.1
Bulli	M	68.1
Bulliac	F	29.4
Bulliac	M	76.5
Bullio	F	56.7
Bullio	M	62.9
Bulyeroi	F	100
Bulyeroi	M	100
Bumbaldry	F	45
Bumbaldry	M	37
Bumbalong	F	120
Bumbalong	M	60
Bundabah	F	38.6
Bundabah	M	55.3
Bundagen	F	51.9
Bundagen	M	43.8
Bundanoon (NSW)	F	42.8
Bundanoon (NSW)	M	49.8
Bundarra	F	43.6
Bundarra	M	47.8
Bundeena	F	56.2
Bundeena	M	67.4
Bundella	F	64
Bundella	M	96
Bundemar	F	50
Bundemar	M	75
Bundewallah	F	55
Bundewallah	M	42.3
Bundook	F	41
Bundook	M	45.7
Bundure	M	75
Bungaba	F	27.8
Bungaba	M	47.1
Bungalora	F	63.3
Bungalora	M	44
Bungarby	F	27.6
Bungarby	M	51.5
Bungarribee	F	70.2
Bungarribee	M	80.3
Bungawalbin	F	48.8
Bungawalbin	M	55
Bungendore	F	70.5
Bungendore	M	75.1
Bungonia	F	51.6
Bungonia	M	56.9
Bungowannah	F	70.1
Bungowannah	M	72.5
Bungwahl	F	43
Bungwahl	M	56.6
Bunnaloo	F	65.8
Bunnaloo	M	84.4
Bunnan	F	52.5
Bunnan	M	56.8
Bunyah	F	46.8
Bunyah	M	46.9
Bunyan	F	65
Bunyan	M	68.2
Burcher	F	42.4
Burcher	M	51.4
Bureen	F	35
Bureen	M	88
Burnt Bridge	F	23.2
Burnt Bridge	M	19.3
Burnt Yards	F	50
Burnt Yards	M	70
Buronga	F	58.4
Buronga	M	59.6
Burra (Queanbeyan-Palerang Regional - NSW)	F	61
Burra (Queanbeyan-Palerang Regional - NSW)	M	62.4
Burra (Snowy Valleys - NSW)	F	48.1
Burra (Snowy Valleys - NSW)	M	89.5
Burra Creek	F	62.2
Burra Creek	M	82.9
Burraboi	F	44.8
Burraboi	M	92.6
Burradoo	F	36.3
Burradoo	M	48.4
Burraga	F	61.8
Burraga	M	61
Burragate	F	51.1
Burragate	M	44.7
Burrandana	F	133.3
Burrandana	M	125
Burraneer	F	62.7
Burraneer	M	70.7
Burrangong	F	62.6
Burrangong	M	60.4
Burrapine	F	13
Burrapine	M	23.1
Burrawang	F	50
Burrawang	M	63.9
Burrell Creek	F	44.4
Burrell Creek	M	51.5
Burren Junction	F	52
Burren Junction	M	65.6
Burrier	F	38.1
Burrier	M	50
Burrill Lake	F	43.5
Burrill Lake	M	46
Burringbar	F	56.1
Burringbar	M	59.5
Burrinjuck	M	50
Burroway	F	56.8
Burroway	M	72.7
Burrumbuttock	F	67.8
Burrumbuttock	M	68.2
Burrundulla	F	61.1
Burrundulla	M	67.9
Burwood (NSW)	F	50.6
Burwood (NSW)	M	60.2
Burwood Heights	F	49.3
Burwood Heights	M	64.9
Busby	F	36.2
Busby	M	50
Busbys Flat	F	62.5
Busbys Flat	M	58.8
Bushells Ridge	M	100
Buttaba	F	54.1
Buttaba	M	62.1
Buttai	F	42.9
Buttai	M	87
Butterwick	F	58.1
Butterwick	M	67.2
Buxton (NSW)	F	64.5
Buxton (NSW)	M	75.6
Byabarra	F	54.3
Byabarra	M	65
Byangum	F	55.7
Byangum	M	59.6
Bylong	F	69.2
Bylong	M	142.9
Byng	F	73.9
Byng	M	79.2
Byrock	F	60
Byrock	M	43.5
Byron Bay	F	50.8
Byron Bay	M	52.3
Byrrill Creek	F	44.2
Byrrill Creek	M	53.8
Bywong	F	64.9
Bywong	M	69.8
Cabarita (NSW)	F	56.8
Cabarita (NSW)	M	64
Cabarita Beach	F	67.4
Cabarita Beach	M	57.1
Cabbage Tree Island (Ballina - NSW)	F	36.4
Cabbage Tree Island (Ballina - NSW)	M	16.7
Cabramatta	F	41.6
Cabramatta	M	56.9
Cabramatta West	F	42.6
Cabramatta West	M	57.9
Cabramurra	F	83.3
Cabramurra	M	55.6
Caddens	F	54.5
Caddens	M	70.1
Cadgee (NSW)	F	50
Cadgee (NSW)	M	28.6
Caffreys Flat	F	50
Caffreys Flat	M	56.5
Cairncross	M	50
Calala	F	63
Calala	M	66.8
Calderwood	F	67.2
Calderwood	M	65.8
Caldwell	F	42.9
Caldwell	M	64.3
Calga	F	67.3
Calga	M	62.3
Califat	F	100
Califat	M	100
Calimo	F	48.1
Calimo	M	57.6
Callaghan	F	54.6
Callaghan	M	45
Callaghans Creek	M	100
Callala Bay	F	48
Callala Bay	M	49.4
Callala Beach	F	36.9
Callala Beach	M	42.1
Calliope (NSW)	F	54.8
Calliope (NSW)	M	51.3
Caloola	F	53.3
Caloola	M	50
Camberwell (NSW)	F	28.1
Camberwell (NSW)	M	54.5
Cambewarra	F	65.7
Cambewarra	M	69.4
Cambewarra Village	F	65.9
Cambewarra Village	M	70.8
Camboon (NSW)	F	57.1
Camboon (NSW)	M	42.9
Cambra	F	75
Cambra	M	81.3
Cambridge Gardens	F	64.2
Cambridge Gardens	M	74.3
Cambridge Park	F	57.4
Cambridge Park	M	67
Camden	F	52.6
Camden	M	66
Camden Head	F	38.6
Camden Head	M	40.7
Camden Park (NSW)	F	71.1
Camden Park (NSW)	M	80.3
Camden South	F	61.9
Camden South	M	71.7
Cameron Park	F	68.8
Cameron Park	M	77.3
Camerons Creek	F	36.8
Camerons Creek	M	55
Camira (NSW)	F	33.3
Camira (NSW)	M	16.7
Cammeray	F	69.2
Cammeray	M	76.8
Camp Creek (NSW)	F	33.3
Camp Creek (NSW)	M	72.7
Campbelltown (NSW)	F	48.4
Campbelltown (NSW)	M	61.6
Camperdown (NSW)	F	66
Camperdown (NSW)	M	68
Campsie	F	51.5
Campsie	M	65.1
Campvale	F	42.9
Campvale	M	68
Cams Wharf	F	58.1
Cams Wharf	M	60.7
Canada Bay	F	59.3
Canada Bay	M	68
Canbelego	F	40
Canbelego	M	47.4
Candelo	F	56.4
Candelo	M	59.5
Cangai	F	25
Cangai	M	58.8
Caniaba	F	65.7
Caniaba	M	64.6
Canley Heights	F	44.8
Canley Heights	M	58.6
Canley Vale	F	42.9
Canley Vale	M	55.9
Canobolas	F	69.6
Canobolas	M	72.4
Canoelands	F	69.7
Canoelands	M	75
Canonba	F	91.7
Canonba	M	62.5
Canowindra	F	49.8
Canowindra	M	59.1
Canterbury (NSW)	F	58.5
Canterbury (NSW)	M	68.5
Canton Beach	F	22.7
Canton Beach	M	33.5
Canyonleigh	F	60.6
Canyonleigh	M	70.4
Caparra	F	25
Caparra	M	50
Capeen Creek	F	133.3
Capeen Creek	M	100
Capertee	F	48.3
Capertee	M	50.8
Captains Flat	F	59.8
Captains Flat	M	65.6
Carabost	F	87.5
Carabost	M	40
Caragabal	F	58
Caragabal	M	61.3
Carcalgong	F	15.8
Carcalgong	M	68
Carcoar	F	44
Carcoar	M	46.4
Cardiff (NSW)	F	56.3
Cardiff (NSW)	M	65.5
Cardiff Heights	F	52
Cardiff Heights	M	61.2
Cardiff South	F	59.5
Cardiff South	M	69.5
Carey Bay	F	37.3
Carey Bay	M	45.9
Cargo	F	57.7
Cargo	M	65.9
Carinda	F	66.7
Carinda	M	78.6
Caringbah	F	60.5
Caringbah	M	71.2
Caringbah South	F	59.9
Caringbah South	M	68.5
Carlaminda	F	78.6
Carlaminda	M	130
Carlingford	F	53.5
Carlingford	M	66.2
Carlton (NSW)	F	58
Carlton (NSW)	M	67.1
Carnes Hill	F	65.6
Carnes Hill	M	78.9
Carnham	M	42.9
Carool	F	59.1
Carool	M	65.4
Caroona	F	43.1
Caroona	M	54.3
Carramar (NSW)	F	40.5
Carramar (NSW)	M	53.7
Carrathool	F	65.3
Carrathool	M	67.5
Carrick (NSW)	F	66.7
Carrick (NSW)	M	64.4
Carrington (Mid-Coast - NSW)	F	50
Carrington (Mid-Coast - NSW)	M	33.3
Carrington (Newcastle - NSW)	F	65.6
Carrington (Newcastle - NSW)	M	67.1
Carrington Falls	F	30
Carrington Falls	M	42.9
Carroll	F	48.4
Carroll	M	58.3
Carrowbrook	F	25
Carrowbrook	M	43.8
Carrs Creek	F	51.9
Carrs Creek	M	57.1
Carrs Island	M	75
Carrs Peninsula	F	42.9
Carrs Peninsula	M	100
Carss Park	F	52.1
Carss Park	M	61.5
Cartwright	F	32.4
Cartwright	M	44.9
Cartwrights Hill	F	63.8
Cartwrights Hill	M	59.3
Carwell	F	50
Carwell	M	111.1
Carwoola	F	64.3
Carwoola	M	65.5
Casino	F	41.1
Casino	M	50.4
Cassilis (NSW)	F	63.3
Cassilis (NSW)	M	69.9
Castle Cove	F	52.4
Castle Cove	M	64.9
Castle Doyle	F	63.2
Castle Doyle	M	83.9
Castle Hill (NSW)	F	57.7
Castle Hill (NSW)	M	70.2
Castle Rock	F	52.1
Castle Rock	M	60.3
Castlecrag	F	57.8
Castlecrag	M	68.4
Castlereagh	F	56.5
Castlereagh	M	67.8
Casuarina (NSW)	F	65.5
Casuarina (NSW)	M	71.3
Casula	F	51.6
Casula	M	64.9
Catalina	F	38.3
Catalina	M	45.4
Cataract	M	100
Cathcart (NSW)	F	53.5
Cathcart (NSW)	M	62.2
Catherine Field	F	53.3
Catherine Field	M	63.6
Catherine Hill Bay	F	53.1
Catherine Hill Bay	M	59.1
Cathundral	F	78.6
Cathundral	M	84.2
Cattai	F	66.8
Cattai	M	70.6
Cattle Creek (NSW)	F	69.2
Cattle Creek (NSW)	M	66.7
Cavan (NSW)	F	72.7
Cavan (NSW)	M	65
Caves Beach	F	51.9
Caves Beach	M	59.6
Cawdor (NSW)	F	58.2
Cawdor (NSW)	M	69.4
Cawongla	F	54.3
Cawongla	M	52.2
Cecil Hills	F	58.4
Cecil Hills	M	69.3
Cecil Park	F	57.2
Cecil Park	M	70.3
Cedar Brush Creek	F	56
Cedar Brush Creek	M	68.9
Cedar Creek (Cessnock - NSW)	F	20
Cedar Creek (Cessnock - NSW)	M	62.5
Cedar Party	F	46.1
Cedar Party	M	51.6
Cedar Point	F	54.4
Cedar Point	M	66.2
Centennial Park (NSW)	F	69.1
Centennial Park (NSW)	M	74.3
Central Colo	F	72.7
Central Colo	M	90.9
Central Macdonald	F	63.6
Central Macdonald	M	39.1
Central Mangrove	F	69.6
Central Mangrove	M	74.6
Central Tilba	F	51.1
Central Tilba	M	51.2
Cessnock	F	43.2
Cessnock	M	47.6
Chain Valley Bay	F	35.8
Chain Valley Bay	M	44.1
Chakola	F	76.5
Chakola	M	84.2
Chambigne	F	66.7
Chambigne	M	44
Charbon	F	36.4
Charbon	M	49
Charles Sturt University	F	50.2
Charles Sturt University	M	41.4
Charlestown (NSW)	F	58.7
Charlestown (NSW)	M	65.9
Charleys Forest	F	45.5
Charleys Forest	M	44
Charlotte Bay	F	47
Charlotte Bay	M	44.7
Charlton (NSW)	F	62.5
Charlton (NSW)	M	50
Charmhaven	F	51.3
Charmhaven	M	60.1
Chatham Valley	F	53.3
Chatham Valley	M	66.7
Chatsbury	F	69.4
Chatsbury	M	69.2
Chatswood	F	53.6
Chatswood	M	66.8
Chatswood West	F	58.9
Chatswood West	M	67
Chatsworth (NSW)	F	54.4
Chatsworth (NSW)	M	63
Cheero Point	F	64.1
Cheero Point	M	66.7
Cheltenham (NSW)	F	60.8
Cheltenham (NSW)	M	69
Cherry Tree Hill	F	51.7
Cherry Tree Hill	M	42.3
Cherrybrook	F	59.1
Cherrybrook	M	70
Chester Hill	F	41.8
Chester Hill	M	57.6
Chichester (NSW)	F	33.3
Chichester (NSW)	M	33.3
Chifley (NSW)	F	57.2
Chifley (NSW)	M	62.2
Chilcotts Grass	F	62.5
Chilcotts Grass	M	64.9
Chillingham	F	45.7
Chillingham	M	47.9
Chinderah	F	32.3
Chinderah	M	36.1
Chinnock	F	27.3
Chinnock	M	133.3
Chippendale	F	48.6
Chippendale	M	56.1
Chipping Norton	F	57
Chipping Norton	M	67.5
Chisholm (NSW)	F	73
Chisholm (NSW)	M	81.2
Chiswick	F	62.8
Chiswick	M	73.3
Chittaway Bay	F	58.3
Chittaway Bay	M	67.2
Chittaway Point	F	58.9
Chittaway Point	M	71.9
Chowan Creek	F	18.8
Chowan Creek	M	18.8
Church Point	F	54
Church Point	M	62
Clandulla	F	30.7
Clandulla	M	38.8
Clare (NSW)	F	100
Clare (NSW)	M	122.2
Claremont Meadows	F	69.1
Claremont Meadows	M	80.5
Clarence	F	50
Clarence	M	48.8
Clarence Town	F	54.8
Clarence Town	M	64.9
Clarendon (NSW)	F	65.2
Clarendon (NSW)	M	84.4
Clarenza	F	54.8
Clarenza	M	60.8
Clareville	F	54.2
Clareville	M	58.7
Claymore	F	26.3
Claymore	M	39.2
Clear Creek	F	68.8
Clear Creek	M	62.7
Clear Range	F	90
Clear Range	M	76.5
Clearfield	M	100
Clemton Park	F	45.3
Clemton Park	M	57.7
Clergate	F	60.5
Clergate	M	79.8
Cleveland (NSW)	F	55.6
Cleveland (NSW)	M	125
Clifden	F	72.7
Clifden	M	40
Cliftleigh	F	54.5
Cliftleigh	M	69.6
Clifton (NSW)	F	69.2
Clifton (NSW)	M	72.7
Clifton Grove	F	64.1
Clifton Grove	M	67.4
Clontarf (NSW)	F	53.7
Clontarf (NSW)	M	66.2
Clothiers Creek	F	63.2
Clothiers Creek	M	64.5
Clouds Creek	M	100
Clovelly	F	68.9
Clovelly	M	75.1
Clunes (NSW)	F	64.1
Clunes (NSW)	M	65.4
Clybucca	F	67.3
Clybucca	M	65.6
Clyde (NSW)	M	100
Clydesdale (NSW)	F	67.7
Clydesdale (NSW)	M	58.3
Coal Point	F	54.3
Coal Point	M	60.2
Coalcliff	F	63
Coalcliff	M	67.5
Coaldale	F	48
Coaldale	M	69.2
Coasters Retreat	F	15.8
Cobaki	F	59
Cobaki	M	76.6
Cobaki Lakes	F	118.8
Cobaki Lakes	M	55
Cobar	F	53.7
Cobar	M	66
Cobar Park	F	37.5
Cobar Park	M	46.2
Cobargo	F	42.8
Cobargo	M	49.7
Cobark	F	75
Cobark	M	54.5
Cobbadah	F	72.7
Cobbadah	M	90.9
Cobbitty	F	60.6
Cobbitty	M	72
Cobramunga	F	75
Cobramunga	M	66.7
Cockwhy	F	175
Cockwhy	M	42.9
Codrington (NSW)	F	100
Codrington (NSW)	M	58.1
Coffee Camp	F	40.9
Coffee Camp	M	54.1
Coffs Harbour	F	48.4
Coffs Harbour	M	54.9
Cogra Bay	F	42.9
Cogra Bay	M	160
Coila	F	60
Coila	M	39.3
Coldstream (NSW)	F	50
Coldstream (NSW)	M	57.1
Coleambally	F	57.9
Coleambally	M	69.1
Colebee	F	71.8
Colebee	M	80
Coledale	F	67.6
Coledale	M	67.5
Colinroobie	F	60.9
Colinroobie	M	81.8
Colinton (NSW)	F	65.3
Colinton (NSW)	M	63.6
Collarenebri	F	49.2
Collarenebri	M	45.4
Collaroy (NSW)	F	62.9
Collaroy (NSW)	M	71.5
Collaroy Plateau	F	64.4
Collaroy Plateau	M	73.1
Collector	F	60.2
Collector	M	74.8
Collendina	F	76.3
Collendina	M	72.1
Collerina	F	64.7
Collerina	M	90.5
Collie (NSW)	F	67.1
Collie (NSW)	M	80.7
Collingullie	F	60.5
Collingullie	M	63
Collingwood (NSW)	F	76.5
Collingwood (NSW)	M	70
Collins Creek	F	60
Collins Creek	M	55.7
Collombatti	F	42.5
Collombatti	M	47.8
Colly Blue	F	36.4
Colly Blue	M	22.2
Colo (Hawkesbury - NSW)	F	77.3
Colo (Hawkesbury - NSW)	M	76.9
Colo Heights	F	45.3
Colo Heights	M	56.3
Colo Vale	F	58.5
Colo Vale	M	64.9
Colyton	F	52.9
Colyton	M	65.3
Comara	F	37.5
Comara	M	88.9
Combaning	F	55.3
Combaning	M	71.4
Combara	F	34.3
Combara	M	50
Comberton	F	36.4
Comberton	M	26.7
Comboyne	F	48.4
Comboyne	M	55.2
Come By Chance	F	72.7
Come By Chance	M	71.2
Comerong Island	F	100
Comerong Island	M	50
Commissioners Creek	F	20.8
Commissioners Creek	M	20.7
Como (NSW)	F	66.8
Como (NSW)	M	73.6
Comobella	F	47.1
Comobella	M	48.1
Conargo	F	53.5
Conargo	M	62.5
Concord	F	57.3
Concord	M	66.7
Concord West	F	58.1
Concord West	M	65.5
Condell Park	F	47.1
Condell Park	M	60.8
Condobolin	F	49.7
Condobolin	M	61.6
Condong	F	55.1
Condong	M	58.1
Coneac	M	33.3
Congarinni	F	48.3
Congarinni	M	59.4
Congarinni North	F	52
Congarinni North	M	52.6
Congewai	F	47.7
Congewai	M	63.3
Congo	F	50
Congo	M	47.1
Conimbia	F	133.3
Conimbia	M	100
Coniston	F	50.5
Coniston	M	56.6
Conjola	F	69.4
Conjola	M	69.5
Conjola Park	F	47.9
Conjola Park	M	47.5
Connells Point	F	55.8
Connells Point	M	69.2
Constitution Hill	F	53.3
Constitution Hill	M	64.8
Coogee (NSW)	F	71.1
Coogee (NSW)	M	74.8
Cookamidgera	F	42.6
Cookamidgera	M	53.8
Cookardinia	F	43.3
Cookardinia	M	65.6
Cooks Gap	F	47.4
Cooks Gap	M	52.8
Cooks Hill	F	64
Cooks Hill	M	69.3
Cooks Myalls	F	61.1
Cooks Myalls	M	95
Coolabah	F	60
Coolabah	M	55.6
Coolac	F	69.6
Coolac	M	64.6
Coolagolite	F	46.8
Coolagolite	M	55
Coolah	F	48.7
Coolah	M	57.5
Coolamon	F	52.2
Coolamon	M	58.4
Coolangatta (NSW)	F	59.1
Coolangatta (NSW)	M	64.9
Coolatai	F	56
Coolatai	M	58.8
Cooleys Creek	F	100
Cooleys Creek	M	100
Coolgardie (NSW)	F	47.1
Coolgardie (NSW)	M	38.3
Coolongolook	F	39.4
Coolongolook	M	47.6
Coolringdon	F	85.7
Coolringdon	M	72.7
Coolumbooka	F	100
Cooma (NSW)	F	51.9
Cooma (NSW)	M	55.3
Coomba Bay	F	34.5
Coomba Bay	M	29
Coomba Park	F	28.8
Coomba Park	M	26.8
Coombadjha	F	100
Coombadjha	M	114.3
Coombell	F	70
Coombell	M	40
Coomealla	F	44.9
Coomealla	M	54.8
Coomoo Coomoo	F	100
Coomoo Coomoo	M	37.5
Coonabarabran	F	42.2
Coonabarabran	M	47.7
Coonamble	F	45.5
Coonamble	M	51.5
Cooperabung	F	58
Cooperabung	M	66.4
Coopernook	F	48.4
Coopernook	M	53.1
Coopers Gully	F	63.6
Coopers Gully	M	56.3
Coopers Shoot	F	34.7
Coopers Shoot	M	55
Cooplacurripa	F	42.9
Cooplacurripa	M	60
Coorabell	F	55.5
Coorabell	M	62.5
Cooranbong	F	46
Cooranbong	M	57.3
Cootamundra	F	43.7
Cootamundra	M	50.9
Cootralantra	F	75
Cootralantra	M	96.8
Cooyal	F	43.2
Cooyal	M	83.3
Copacabana	F	66
Copacabana	M	69.9
Cope	F	44.7
Cope	M	58
Copeland	F	48.1
Copeland	M	61.5
Copeton	F	25
Copeton	M	40
Copmanhurst	F	40.9
Copmanhurst	M	35
Coppabella (NSW)	F	75
Coppabella (NSW)	M	133.3
Copperhannia	M	75
Coraki	F	40.7
Coraki	M	46.1
Coralville	F	34.5
Coralville	M	27.4
Coramba	F	60.6
Coramba	M	63
Corang	F	60
Corang	M	50
Corbie Hill	F	58.8
Corbie Hill	M	68.1
Cordeaux Heights	F	68.1
Cordeaux Heights	M	74
Coree	F	69.2
Coree	M	91.7
Coreen	F	63.2
Coreen	M	55.6
Corindi Beach	F	53.3
Corindi Beach	M	61.1
Corinella (NSW)	F	55.6
Corinella (NSW)	M	67.6
Corlette	F	47.3
Corlette	M	53.8
Corndale (NSW)	F	63.8
Corndale (NSW)	M	64.9
Corney Town	F	50
Corney Town	M	68.4
Cornwallis	F	88.2
Cornwallis	M	78.3
Corobimilla	F	57.1
Corobimilla	M	79.4
Corowa	F	46.7
Corowa	M	56.1
Corrimal	F	51.9
Corrimal	M	61.8
Corrowong	M	50
Corunna	F	66.7
Corunna	M	51.4
Cottage Point	F	43.8
Cottage Point	M	48
Cottonvale (NSW)	F	33.3
Cottonvale (NSW)	M	44.4
Cougal	F	25
Cougal	M	35
Countegany	F	69.2
Countegany	M	62.5
Courabyra	F	58.8
Courabyra	M	58.5
Couradda	F	52.4
Couradda	M	69.6
Couridjah	F	64.4
Couridjah	M	68.5
Coutts Crossing	F	48.5
Coutts Crossing	M	54.8
Cow Flat	F	68.2
Cow Flat	M	57.1
Cowabbie	F	133.3
Cowabbie	M	100
Cowan	F	65.2
Cowan	M	70.2
Cowper	F	40.5
Cowper	M	52.4
Cowra	F	45.4
Cowra	M	54.1
Coxs Creek	F	35
Coxs Creek	M	23.1
Crabbes Creek	F	59.1
Crabbes Creek	M	56.3
Crackenback	F	68.8
Crackenback	M	74.4
Craigie (NSW)	F	80
Craigie (NSW)	M	29.4
Cranebrook	F	64.5
Cranebrook	M	75.3
Craven	F	35.6
Craven	M	54.4
Craven Plateau	M	100
Crawford River	F	47.4
Crawford River	M	68.2
Crawney	F	57.1
Crawney	M	76.5
Creewah	F	21.4
Creewah	M	33.3
Cremorne (NSW)	F	67.3
Cremorne (NSW)	M	75
Cremorne Point	F	62.3
Cremorne Point	M	69.8
Crescent Head	F	53.9
Crescent Head	M	51.7
Crestwood	F	63.1
Crestwood	M	70.4
Cringila	F	33.1
Cringila	M	49
Croki	F	52.9
Croki	M	45.5
Cromer (NSW)	F	59.9
Cromer (NSW)	M	70.2
Cronulla	F	62.7
Cronulla	M	70.6
Crooble	F	70.4
Crooble	M	67.9
Croobyar	F	47.8
Croobyar	M	57.6
Crooked Corner	F	47.6
Crooked Corner	M	60
Crookwell	F	47.2
Crookwell	M	57.7
Croom	F	72
Croom	M	81.8
Croppa Creek	F	72.1
Croppa Creek	M	84.8
Cross Roads (NSW)	F	140
Cross Roads (NSW)	M	100
Crosslands	F	52.7
Crosslands	M	53.2
Croudace Bay	F	57.2
Croudace Bay	M	61.7
Crowdy Head	F	33.3
Crowdy Head	M	32.5
Crows Nest (NSW)	F	71.6
Crows Nest (NSW)	M	78.2
Crowther	F	54.2
Crowther	M	82.1
Croydon (NSW)	F	57.2
Croydon (NSW)	M	63.8
Croydon Park (NSW)	F	58.6
Croydon Park (NSW)	M	67.3
Crudine	F	37.9
Crudine	M	52
Cryon	F	80
Cryon	M	90.9
Crystal Creek (NSW)	F	53.3
Crystal Creek (NSW)	M	65.6
Cubba	F	78.6
Cubba	M	108.3
Cudal	F	53.1
Cudal	M	65.6
Cudgegong	F	33.3
Cudgegong	M	46.7
Cudgel	F	70
Cudgel	M	90.9
Cudgen	F	62.2
Cudgen	M	69.3
Cudgera Creek	F	65.3
Cudgera Creek	M	69.7
Cudmirrah	F	37.2
Cudmirrah	M	42.7
Culburra Beach	F	40.3
Culburra Beach	M	46
Culcairn	F	50.8
Culcairn	M	57.1
Cullen Bullen	F	36.2
Cullen Bullen	M	45.9
Cullenbone	F	37.5
Cullenbone	M	73.3
Cullendore	F	83.3
Cullendore	M	100
Cullerin	F	62.5
Cullerin	M	85.7
Cullivel	F	57.1
Cullivel	M	166.7
Culmaran Creek	F	100
Culmaran Creek	M	66.7
Cumbalum	F	66.5
Cumbalum	M	73.9
Cumbandry	M	100
Cumberland Reach	F	83.9
Cumberland Reach	M	69.6
Cumbo	M	100
Cumborah	F	38.7
Cumborah	M	22.1
Cumnock	F	53.1
Cumnock	M	60.8
Cundle Flat	M	33.3
Cundletown	F	48.8
Cundletown	M	53.6
Cundumbul	F	42.9
Cundumbul	M	66.7
Cunjurong Point	F	34.2
Cunjurong Point	M	35.3
Cunningar	F	63.9
Cunningar	M	66.1
Cunninyeuk	F	53.8
Cunninyeuk	M	94.1
Curban	F	59.3
Curban	M	83.6
Curl Curl	F	62.2
Curl Curl	M	67.8
Curlew Waters	F	100
Curlew Waters	M	33.3
Curlewis (NSW)	F	50
Curlewis (NSW)	M	67.3
Curlwaa	F	60
Curlwaa	M	66.9
Curra Creek	F	58.3
Curra Creek	M	65.6
Currabubula	F	57.2
Currabubula	M	69
Curramore (NSW)	F	55.1
Curramore (NSW)	M	59.3
Currans Hill	F	70.1
Currans Hill	M	80.7
Currarong	F	37.4
Currarong	M	37.7
Currawang	F	64.5
Currawang	M	63
Currawarna	F	53.8
Currawarna	M	62.1
Curraweela	F	65
Curraweela	M	56.5
Curricabark	M	166.7
Currowan	F	42.9
Currowan	M	60
Cuttabri	F	56.3
Cuttabri	M	63.2
Cuttagee	F	28.6
Cuttagee	M	45.5
Dabee	F	33.3
Dabee	M	73.7
Daceyville	F	27.5
