SSC_NAME16	unemployment
Acacia Hills (NT)	6.1
Adelaide River	10.4
Alawa	7.8
Ali Curung	26.5
Alice Springs	5.9
Alpurrurulam	24.7
Alyangula	1.2
Amoonguna	22.6
Ampilatwatja	82.5
Angurugu	42.5
Anindilyakwa	42.4
Anmatjere	65.4
Anula	5.9
Araluen (NT)	1.6
Areyonga	19
Arumbera	16.2
Atitjere	8.6
Baines	15.9
Bakewell	5.5
Barunga	28.6
Batchelor	14.6
Bayview (NT)	3
Bees Creek	4.4
Bellamack	3.5
Belyuen	54.8
Berrimah	8.7
Berry Springs	4.7
Beswick	22.3
Binjari	30
Blackmore	25
Borroloola	8.2
Bradshaw	16.7
Braitling	3.3
Brinkin	4.2
Bulman Weemol	24.1
Burrundie	66.7
Burt Plain	53.4
Bynoe	33.3
Canteen Creek	56.4
Casuarina (NT)	10.8
Ciccone	5.6
Coconut Grove	4.9
Connellan	1.4
Coolalinga	2.4
Cossack (NT)	3
Daguragu	45.7
Daly River	14
Darwin City	4.2
Darwin River	7.2
Davenport (NT)	22.2
Desert Springs	1.3
Driver	5.5
Dundee Beach	14.7
Dundee Downs	15.8
Dundee Forest	26.7
Durack (NT)	4.7
East Arnhem	11.7
East Side	3.2
Elliott (NT)	34.4
Emungalan	3.4
Engawala	33.3
Eva Valley	11.4
Fannie Bay	4.1
Farrar	2.6
Finke	22.7
Florina	6.4
Fly Creek	5.1
Flying Fox (NT)	16
Flynn (NT)	50
Galiwinku	16.4
Gapuwiyak	27.4
Gillen	4
Girraween (NT)	3.7
Gray (NT)	7.7
Gregory (NT)	19
Gunbalanya	25.8
Gunn	4.1
Gunyangara	53.2
Haasts Bluff	36.4
Hale	31.8
Hart (NT)	16.3
Herbert	3.4
Hermannsburg	23.2
Howard Springs	2.8
Hugh	21.8
Hughes (NT)	8.6
Humpty Doo	4.4
Ilparpa	2.6
Imanpa	34.7
Jabiru	2.9
Jilkminggan	20.5
Jingili	5.9
Johnston	2.9
Kakadu	10.3
Kalkarindji	14.9
Kaltukatjara	18.9
Karama	5.5
Katherine	3.9
Katherine East	4.6
Katherine South	4.5
Kilgariff	25.8
Kintore	41.5
Knuckey Lagoon	2.5
Kunparrka	35.7
Lajamanu	19.6
Lambells Lagoon	5
Larapinta (NT)	4.6
Larrakeyah	3.4
Leanyer	3.8
Lee Point	8.9
Livingstone	4.6
Lloyd Creek	3
Ludmilla	7.4
Lyons (NT)	3
Malak	5.7
Maningrida	25.7
Manton (NT)	12.9
Marlow Lagoon	0.7
Marrakai	9.6
Marrara	4.2
Mataranka	9.6
McArthur	9.1
McMinns Lagoon	3.3
Milikapiti	11.8
Milingimbi	35.3
Millner	6.4
Miniyeri	25
Minjilang	45
Moil	5.4
Moulden	8.6
Mount Johns	3.3
Mount Liebig	40.3
Muirhead	2.9
Mutitjulu	25
Nakara	5.3
Nauiyu	19.5
Nemarluk	29.7
Newcastle Waters	26.7
Nganmarriyanga	31.7
Ngukurr	29.2
Nhulunbuy	3.2
Nightcliff	4.7
Nitmiluk	17.6
Noonamah	6.8
Numbulwar	20.4
Nyirripi	52.5
Papunya	18.6
Parap	3.7
Peppimenarti	38.7
Petermann	3.7
Pigeon Hole	10.7
Pine Creek (NT)	20
Pirlangimpi	14.6
Ramingining	19.4
Rapid Creek	5.4
Robinson River	10.2
Rosebery (NT)	4.4
Ross (NT)	1.3
Sadadeen	3.9
Sandover	62.8
Santa Teresa	21.6
Southport (NT)	19.3
Stuart (NT)	6.3
Stuart Park	3.5
Tablelands (NT)	5.8
Tara (NT)	100
Tennant Creek	7.1
Thamarrurr	63.6
The Gap (NT)	2.4
The Gardens (NT)	3.4
The Narrows (NT)	5.6
Timber Creek	11.1
Tindal	1.8
Titjikala	22.2
Tiwi	5.3
Tiwi Islands	15.2
Tumbling Waters	13.9
Umbakumba	19.2
Uralla (NT)	2.9
Victoria River	4.7
Virginia (NT)	4.9
Wadeye	44.4
Wagait Beach	7.5
Wagaman	6.5
Wallace Rockhole	10.3
Wanguri	5.1
Warruwi	32.7
Warumungu	25.6
West Arnhem	38.5
Willowra	65.2
Wilora	83.3
Wilton (NT)	78.6
Winnellie	2.9
Woodroffe	6
Woolner	2.9
Wulagi	4.2
Wurrumiyanga	28.3
Wutunugurra	33.3
Yarralin	36.5
Yarrawonga (NT)	17.6
Yirrkala	18.2
Yuelamu	57.8
Yuendumu	49.4
Yulara	0.8
Zuccoli	3
No usual address (NT)	11.7
ACT Remainder - Gungahlin	75
ACT Remainder - Molonglo Valley	66.7
Acton (ACT)	28.4
Ainslie	4.3
Amaroo (ACT)	4.2
Aranda	3.3
Banks	4.1
Barton	1.8
Belconnen	7.7
Bonner	4.4
Bonython	4.7
Braddon	6.1
Bruce (ACT)	6
Calwell	4
Campbell	2.7
Canberra Airport	6.2
Casey	3.3
Chapman	3.3
Charnwood	6
Chifley (ACT)	4.9
Chisholm (ACT)	3.9
City	12.4
Conder	3.9
Cook	4.6
Coombs	3.4
Crace	2.9
Curtin	3.2
Deakin	4.3
Dickson	5.7
Downer	5.7
Duffy	3.7
Dunlop	3.8
Evatt	4.3
Fadden	2.6
Farrer	3.8
Fisher (ACT)	3.5
Florey	5.5
Flynn (ACT)	4.6
Forde	4
Forrest (ACT)	2.4
Franklin (ACT)	5.1
Fraser	4.1
Garran	3.9
Gilmore (ACT)	4.1
Giralang	5.1
Gordon (ACT)	4.5
Gowrie (ACT)	3.7
Greenway	5.4
Griffith (ACT)	3.5
Gungahlin	6.4
Hackett	4.5
Hall	2.3
Harrison	4.4
Hawker (ACT)	5.2
Higgins	4.2
Holder (ACT)	4.2
Holt	5.5
Hughes (ACT)	4.3
Isaacs	4.4
Isabella Plains	4.4
Jacka	4.8
Kaleen	5.5
Kambah	4.5
Kingston (ACT)	2.4
Latham (ACT)	4.6
Lawson (ACT)	9.1
Lyneham	5.3
Lyons (ACT)	5.8
Macarthur (ACT)	2.3
Macgregor (ACT)	3.8
Macquarie	4.6
Mawson	4.7
McKellar	4.8
Melba	3.8
Monash (ACT)	3.7
Narrabundah	5.5
Ngunnawal	4.1
Nicholls	4
O'Connor (ACT)	4.9
O'Malley	2.7
Oaks Estate	8.3
Oxley (ACT)	5.5
Page	5.4
Palmerston (ACT)	5.1
Pearce	4.4
Phillip	4.6
Red Hill (ACT)	5.8
Reid (ACT)	8.2
Richardson	5.2
Rivett	5.6
Scullin	6.3
Spence (ACT)	5.5
Stirling (ACT)	4.2
Symonston	11.2
Theodore (ACT)	4.5
Torrens	4.8
Turner	5.5
Uriarra Village	2.2
Wanniassa	5.1
Waramanga	3.8
Watson	4.7
Weetangera	4.3
Weston (ACT)	4
Wright	2
Yarralumla	4.7
No usual address (ACT)	17.7
Christmas Island	1.9
Home Island	5
Jervis Bay	8.9
Norfolk Island	1.6
No usual address (OT)	16.7
