SSC_NAME16	MotorVehicles.min	occupied_private_dwellings
Berkeley	3	344
Berkeley	4	167
Berkeley Vale		98
Berkeley Vale	0	146
Berkeley Vale	1	920
Berkeley Vale	2	1191
Berkeley Vale	3	397
Berkeley Vale	4	178
Berkshire Park		11
Berkshire Park	0	9
Berkshire Park	1	47
Berkshire Park	2	75
Berkshire Park	3	69
Berkshire Park	4	92
Bermagui		37
Bermagui	0	32
Bermagui	1	273
Bermagui	2	226
Bermagui	3	64
Bermagui	4	20
Berowra		26
Berowra	0	35
Berowra	1	410
Berowra	2	679
Berowra	3	231
Berowra	4	112
Berowra Creek	0	3
Berowra Heights		18
Berowra Heights	0	36
Berowra Heights	1	507
Berowra Heights	2	782
Berowra Heights	3	248
Berowra Heights	4	124
Berowra Waters		3
Berowra Waters	1	15
Berowra Waters	2	7
Berowra Waters	3	3
Berrambool		9
Berrambool	0	11
Berrambool	1	88
Berrambool	2	64
Berrambool	3	15
Berrambool	4	7
Berrara		8
Berrara	0	3
Berrara	1	41
Berrara	2	37
Berrara	3	12
Berrara	4	16
Berremangra		3
Berremangra	1	3
Berremangra	2	7
Berremangra	3	9
Berremangra	4	7
Berrico	1	4
Berrico	3	7
Berridale		27
Berridale	0	8
Berridale	1	164
Berridale	2	161
Berridale	3	67
Berridale	4	32
Berrigal	1	4
Berrigal	2	8
Berrigal	3	3
Berrigan		26
Berrigan	0	30
Berrigan	1	191
Berrigan	2	136
Berrigan	3	67
Berrigan	4	43
Berrilee	0	3
Berrilee	1	6
Berrilee	2	17
Berrilee	3	13
Berrilee	4	19
Berrima		9
Berrima	1	59
Berrima	2	113
Berrima	3	45
Berrima	4	21
Berringer Lake	1	4
Berringer Lake	2	3
Berry		31
Berry	0	47
Berry	1	400
Berry	2	360
Berry	3	125
Berry	4	71
Berry Jerry	1	7
Berry Jerry	2	5
Berry Jerry	3	8
Berry Jerry	4	3
Berry Mountain	1	4
Berry Mountain	2	3
Berry Mountain	3	4
Berry Mountain	4	3
Berry Park	1	5
Berry Park	2	13
Berry Park	3	5
Berry Park	4	12
Berthong	1	3
Berthong	2	6
Berthong	3	3
Berthong	4	3
Beryl	1	12
Beryl	2	19
Beryl	3	7
Beryl	4	5
Bethungra		10
Bethungra	0	3
Bethungra	1	9
Bethungra	2	17
Bethungra	3	21
Bethungra	4	16
Bevendale		3
Bevendale	0	3
Bevendale	1	4
Bevendale	2	5
Bevendale	3	3
Beverley Park		24
Beverley Park	0	50
Beverley Park	1	270
Beverley Park	2	331
Beverley Park	3	86
Beverley Park	4	45
Beverly Hills		100
Beverly Hills	0	331
Beverly Hills	1	1239
Beverly Hills	2	1135
Beverly Hills	3	365
Beverly Hills	4	163
Bewong		3
Bewong	1	3
Bewong	2	11
Bewong	3	3
Bexhill		14
Bexhill	0	3
Bexhill	1	40
Bexhill	2	71
Bexhill	3	31
Bexhill	4	10
Bexley		175
Bexley	0	532
Bexley	1	2384
Bexley	2	2014
Bexley	3	647
Bexley	4	303
Bexley North		49
Bexley North	0	157
Bexley North	1	573
Bexley North	2	433
Bexley North	3	130
Bexley North	4	62
Biala	2	4
Biala	3	4
Biala	4	5
Bibbenluke	1	8
Bibbenluke	2	12
Bibbenluke	3	4
Bibbenluke	4	3
Biddon		4
Biddon	1	10
Biddon	2	14
Biddon	4	12
Bidgeemia	2	8
Bidgeemia	4	3
Bidwill (NSW)		84
Bidwill (NSW)	0	244
Bidwill (NSW)	1	550
Bidwill (NSW)	2	279
Bidwill (NSW)	3	82
Bidwill (NSW)	4	30
Bielsdown Hills	1	9
Bielsdown Hills	2	14
Bielsdown Hills	3	13
Bielsdown Hills	4	8
Big Hill (NSW)	1	6
Big Hill (NSW)	2	12
Big Jacks Creek		3
Big Jacks Creek	2	4
Big Jacks Creek	3	8
Big Jacks Creek	4	3
Big Ridge	1	8
Big Ridge	3	3
Big Springs		3
Big Springs	1	8
Big Springs	2	13
Big Springs	3	5
Big Springs	4	8
Bigga	0	3
Bigga	1	28
Bigga	2	40
Bigga	3	14
Bigga	4	11
Bilambil		3
Bilambil	1	36
Bilambil	2	47
Bilambil	3	27
Bilambil	4	23
Bilambil Heights		25
Bilambil Heights	0	28
Bilambil Heights	1	369
Bilambil Heights	2	529
Bilambil Heights	3	174
Bilambil Heights	4	64
Bilbul		9
Bilbul	1	37
Bilbul	2	76
Bilbul	3	32
Bilbul	4	25
Bilgola Beach		3
Bilgola Beach	1	22
Bilgola Beach	2	51
Bilgola Beach	3	10
Bilgola Beach	4	8
Bilgola Plateau		23
Bilgola Plateau	0	15
Bilgola Plateau	1	227
Bilgola Plateau	2	580
Bilgola Plateau	3	219
Bilgola Plateau	4	86
Billeroy	2	3
Billeroy	3	3
Billimari	0	5
Billimari	1	13
Billimari	2	20
Billimari	3	3
Billimari	4	5
Billinudgel	0	3
Billinudgel	1	31
Billinudgel	2	27
Billinudgel	3	12
Billinudgel	4	7
Billys Creek		3
Billys Creek	0	4
Billys Creek	1	10
Billys Creek	2	5
Billys Creek	3	8
Billys Creek	4	4
Billywillinga	1	19
Billywillinga	2	27
Billywillinga	3	14
Billywillinga	4	8
Bilpin		5
Bilpin	0	3
Bilpin	1	48
Bilpin	2	89
Bilpin	3	49
Bilpin	4	32
Bimbi		3
Bimbi	1	3
Bimbi	2	9
Bimbi	3	7
Bimbi	4	4
Bimbimbie		4
Bimbimbie	1	10
Bimbimbie	2	18
Bimbimbie	3	7
Bimbimbie	4	3
Binalong	0	4
Binalong	1	71
Binalong	2	80
Binalong	3	46
Binalong	4	18
Binda	1	23
Binda	2	38
Binda	3	16
Binda	4	20
Bindera	2	7
Bindera	3	3
Bingara		28
Bingara	0	62
Bingara	1	233
Bingara	2	179
Bingara	3	64
Bingara	4	30
Bingeebeebra Creek	1	7
Bingeebeebra Creek	2	3
Bingie	1	20
Bingie	2	39
Bingie	3	14
Bingie	4	6
Bingleburra	1	3
Bingleburra	2	8
Bingleburra	3	3
Biniguy		3
Biniguy	1	8
Biniguy	2	24
Biniguy	3	4
Biniguy	4	7
Binjura	0	4
Binjura	1	24
Binjura	2	45
Binjura	3	31
Binjura	4	5
Binna Burra (NSW)	1	20
Binna Burra (NSW)	2	21
Binna Burra (NSW)	3	11
Binna Burra (NSW)	4	6
Binnaway		13
Binnaway	0	19
Binnaway	1	100
Binnaway	2	73
Binnaway	3	33
Binnaway	4	14
Binya		3
Binya	1	3
Binya	2	19
Binya	3	11
Binya	4	4
Birchgrove		24
Birchgrove	0	102
Birchgrove	1	622
Birchgrove	2	420
Birchgrove	3	71
Birchgrove	4	16
Birdwood (NSW)	1	6
Birdwood (NSW)	2	3
Birdwood (NSW)	4	5
Birganbigil	2	11
Birganbigil	4	3
Birmingham Gardens		35
Birmingham Gardens	0	94
Birmingham Gardens	1	330
Birmingham Gardens	2	240
Birmingham Gardens	3	89
Birmingham Gardens	4	55
Birriwa		3
Birriwa	1	3
Birriwa	2	3
Birriwa	3	5
Birrong		36
Birrong	0	85
Birrong	1	314
Birrong	2	312
Birrong	3	103
Birrong	4	59
Bishops Bridge		4
Bishops Bridge	1	13
Bishops Bridge	2	28
Bishops Bridge	3	17
Bishops Bridge	4	17
Bithramere		4
Bithramere	1	10
Bithramere	2	20
Bithramere	3	18
Bithramere	4	12
Black Creek (Port Macquarie-Hastings - NSW)	2	12
Black Creek (Snowy Valleys - NSW)	2	3
Black Creek (Snowy Valleys - NSW)	4	3
Black Head		9
Black Head	0	12
Black Head	1	186
Black Head	2	135
Black Head	3	28
Black Head	4	11
Black Hill (NSW)		5
Black Hill (NSW)	1	25
Black Hill (NSW)	2	60
Black Hill (NSW)	3	44
Black Hill (NSW)	4	38
Black Hollow	3	3
Black Hollow	4	3
Black Mountain (NSW)	1	23
Black Mountain (NSW)	2	35
Black Mountain (NSW)	3	28
Black Mountain (NSW)	4	15
Black Range (NSW)		3
Black Range (NSW)	1	12
Black Range (NSW)	2	21
Black Range (NSW)	3	19
Black Range (NSW)	4	3
Black Springs (NSW)		3
Black Springs (NSW)	1	18
Black Springs (NSW)	2	29
Black Springs (NSW)	3	7
Black Springs (NSW)	4	15
Blackalls Park		49
Blackalls Park	0	55
Blackalls Park	1	366
Blackalls Park	2	374
Blackalls Park	3	127
Blackalls Park	4	66
Blackbutt (NSW)		49
Blackbutt (NSW)	0	57
Blackbutt (NSW)	1	333
Blackbutt (NSW)	2	461
Blackbutt (NSW)	3	145
Blackbutt (NSW)	4	122
Blackett		59
Blackett	0	152
Blackett	1	428
Blackett	2	272
Blackett	3	89
Blackett	4	32
Blackheath		52
Blackheath	0	160
Blackheath	1	895
Blackheath	2	622
Blackheath	3	147
Blackheath	4	37
Blackmans Flat	2	3
Blackmans Flat	3	3
Blackmans Point		3
Blackmans Point	0	6
Blackmans Point	1	21
Blackmans Point	2	15
Blackmans Point	3	8
Blackmans Point	4	9
Blacksmiths		35
Blacksmiths	0	49
Blacksmiths	1	314
Blacksmiths	2	245
Blacksmiths	3	76
Blacksmiths	4	47
Blacktown		645
Blacktown	0	1437
Blacktown	1	5877
Blacktown	2	4730
Blacktown	3	1510
Blacktown	4	710
Blackville	1	7
Blackville	2	13
Blackville	3	9
Blackville	4	3
Blackwall (NSW)		30
Blackwall (NSW)	0	84
Blackwall (NSW)	1	309
Blackwall (NSW)	2	242
Blackwall (NSW)	3	62
Blackwall (NSW)	4	34
Blair Athol (NSW)		20
Blair Athol (NSW)	0	13
Blair Athol (NSW)	1	176
Blair Athol (NSW)	2	327
Blair Athol (NSW)	3	140
Blair Athol (NSW)	4	90
Blairmount		4
Blairmount	1	27
Blairmount	2	55
Blairmount	3	13
Blairmount	4	14
Blakebrook	1	17
Blakebrook	2	16
Blakebrook	3	10
Blakebrook	4	7
Blakehurst		38
Blakehurst	0	87
Blakehurst	1	499
Blakehurst	2	782
Blakehurst	3	314
Blakehurst	4	184
Blakney Creek	1	9
Blakney Creek	2	13
Blakney Creek	3	5
Blakney Creek	4	3
Bland	2	6
Bland	3	5
Blandford		4
Blandford	1	27
Blandford	2	43
Blandford	3	9
Blandford	4	5
Blaxland (NSW)		62
Blaxland (NSW)	0	113
Blaxland (NSW)	1	811
Blaxland (NSW)	2	1052
Blaxland (NSW)	3	337
Blaxland (NSW)	4	218
Blaxlands Creek		3
Blaxlands Creek	1	12
Blaxlands Creek	2	15
Blaxlands Creek	3	6
Blaxlands Creek	4	6
Blaxlands Ridge		4
Blaxlands Ridge	1	16
Blaxlands Ridge	2	41
Blaxlands Ridge	3	28
Blaxlands Ridge	4	40
Blayney		92
Blayney	0	73
Blayney	1	415
Blayney	2	423
Blayney	3	166
Blayney	4	85
Bligh Park		45
Bligh Park	0	73
Bligh Park	1	627
Bligh Park	2	894
Bligh Park	3	323
Bligh Park	4	189
Blighty	1	10
Blighty	2	19
Blighty	3	9
Blighty	4	8
Blue Bay		18
Blue Bay	0	37
Blue Bay	1	160
Blue Bay	2	158
Blue Bay	3	42
Blue Bay	4	12
Blue Haven		80
Blue Haven	0	66
Blue Haven	1	696
Blue Haven	2	828
Blue Haven	3	300
Blue Haven	4	127
Blue Knob		3
Blue Knob	0	5
Blue Knob	1	54
Blue Knob	2	26
Blue Knob	3	5
Blue Nobby	2	4
Blue Nobby	3	3
Blue Nobby	4	5
Blue Vale	1	4
Blue Vale	2	12
Blue Vale	3	7
Blue Vale	4	7
Blueys Beach		5
Blueys Beach	0	7
Blueys Beach	1	27
Blueys Beach	2	30
Blueys Beach	3	9
Boambee		21
Boambee	0	13
Boambee	1	124
Boambee	2	233
Boambee	3	90
Boambee	4	66
Boambee East		58
Boambee East	0	43
Boambee East	1	736
Boambee East	2	794
Boambee East	3	219
Boambee East	4	77
Boambolo	1	3
Boambolo	2	8
Boambolo	3	5
Boat Harbour (Lismore - NSW)		3
Boat Harbour (Lismore - NSW)	1	9
Boat Harbour (Lismore - NSW)	2	24
Boat Harbour (Lismore - NSW)	3	12
Boat Harbour (Lismore - NSW)	4	6
Boat Harbour (Port Stephens - NSW)		19
Boat Harbour (Port Stephens - NSW)	0	3
Boat Harbour (Port Stephens - NSW)	1	92
Boat Harbour (Port Stephens - NSW)	2	157
Boat Harbour (Port Stephens - NSW)	3	44
Boat Harbour (Port Stephens - NSW)	4	24
Bobadah	2	3
Bobin	1	24
Bobin	2	23
Bobin	3	4
Bobs Creek		3
Bobs Creek	1	3
Bobs Creek	2	10
Bobs Creek	3	4
Bobs Creek	4	5
Bobs Farm		5
Bobs Farm	1	35
Bobs Farm	2	39
Bobs Farm	3	25
Bobs Farm	4	32
Bobundara	2	3
Bobundara	3	3
Bocoble	1	14
Bocoble	2	24
Bocoble	3	4
Bocoble	4	3
Bocobra	1	7
Bocobra	2	3
Bocobra	3	8
Bodalla		10
Bodalla	0	9
Bodalla	1	86
Bodalla	2	110
Bodalla	3	45
Bodalla	4	32
Bodangora	0	3
Bodangora	1	3
Bodangora	2	7
Bodangora	3	4
Bodangora	4	9
Boeill Creek	1	6
Boeill Creek	2	11
Boeill Creek	3	7
Boeill Creek	4	4
Bogan	3	3
Bogan Gate		5
Bogan Gate	0	3
Bogan Gate	1	23
Bogan Gate	2	30
Bogan Gate	3	9
Bogan Gate	4	12
Bogangar		55
Bogangar	0	40
Bogangar	1	402
Bogangar	2	467
Bogangar	3	112
Bogangar	4	46
Bogee	0	3
Bogee	1	7
Bogee	2	14
Bogee	3	5
Boggabilla		7
Boggabilla	0	49
Boggabilla	1	106
Boggabilla	2	80
Boggabilla	3	19
Boggabilla	4	23
Boggabri		20
Boggabri	0	15
Boggabri	1	152
Boggabri	2	130
Boggabri	3	69
Boggabri	4	35
Bohena Creek	1	6
Bohena Creek	2	22
Bohena Creek	3	7
Bohena Creek	4	8
Bohnock		4
Bohnock	1	7
Bohnock	2	14
Bohnock	3	3
Bolaro	1	3
Bolaro	2	8
Bolaro	3	3
Bolivia	1	11
Bolivia	2	8
Bolivia	3	3
Bolivia	4	4
Bolong	1	6
Bolong	2	11
Bolong	3	6
Bolong	4	3
Bolton Point		24
Bolton Point	0	59
Bolton Point	1	309
Bolton Point	2	255
Bolton Point	3	77
Bolton Point	4	31
Bolwarra (NSW)		6
Bolwarra (NSW)	0	5
Bolwarra (NSW)	1	83
Bolwarra (NSW)	2	152
Bolwarra (NSW)	3	64
Bolwarra (NSW)	4	36
Bolwarra Heights		15
Bolwarra Heights	0	11
Bolwarra Heights	1	194
Bolwarra Heights	2	443
Bolwarra Heights	3	179
Bolwarra Heights	4	103
Bomaderry		122
Bomaderry	0	207
Bomaderry	1	1158
Bomaderry	2	853
Bomaderry	3	245
Bomaderry	4	115
Bombah Point	2	3
Bombala		26
Bombala	0	23
Bombala	1	194
Bombala	2	203
Bombala	3	71
Bombala	4	40
Bombay	1	14
Bombay	2	15
Bombay	3	13
Bombira		4
Bombira	0	3
Bombira	1	15
Bombira	2	69
Bombira	3	21
Bombira	4	7
Bombo	1	14
Bombo	2	13
Bombo	3	8
Bombo	4	5
Bombowlee		4
Bombowlee	1	24
Bombowlee	2	41
Bombowlee	3	24
Bombowlee	4	14
Bombowlee Creek		3
Bombowlee Creek	1	3
Bombowlee Creek	2	5
Bombowlee Creek	3	7
Bombowlee Creek	4	8
Bomen	2	5
Bomen	3	3
Bomera	1	3
Bomera	2	12
Bonalbo		10
Bonalbo	0	10
Bonalbo	1	60
Bonalbo	2	50
Bonalbo	3	14
Bondi		194
Bondi	0	930
Bondi	1	1882
Bondi	2	810
Bondi	3	131
Bondi	4	44
Bondi Beach		199
Bondi Beach	0	1222
Bondi Beach	1	2287
Bondi Beach	2	873
Bondi Beach	3	130
Bondi Beach	4	36
Bondi Junction		167
Bondi Junction	0	997
Bondi Junction	1	1791
Bondi Junction	2	556
Bondi Junction	3	74
Bondi Junction	4	30
Bonnells Bay		51
Bonnells Bay	0	35
Bonnells Bay	1	473
Bonnells Bay	2	516
Bonnells Bay	3	176
Bonnells Bay	4	81
Bonnet Bay		10
Bonnet Bay	0	3
Bonnet Bay	1	130
Bonnet Bay	2	376
Bonnet Bay	3	144
Bonnet Bay	4	64
Bonny Hills		19
Bonny Hills	0	25
Bonny Hills	1	360
Bonny Hills	2	501
Bonny Hills	3	142
Bonny Hills	4	63
Bonnyrigg		89
Bonnyrigg	0	201
Bonnyrigg	1	810
Bonnyrigg	2	791
Bonnyrigg	3	406
Bonnyrigg	4	169
Bonnyrigg Heights		55
Bonnyrigg Heights	0	50
Bonnyrigg Heights	1	391
Bonnyrigg Heights	2	726
Bonnyrigg Heights	3	410
Bonnyrigg Heights	4	275
Bonshaw (NSW)	1	7
Bonshaw (NSW)	2	14
Bonshaw (NSW)	3	8
Bonshaw (NSW)	4	3
Bonville		18
Bonville	0	5
Bonville	1	203
Bonville	2	356
Bonville	3	147
Bonville	4	103
Booerie Creek		3
Booerie Creek	0	3
Booerie Creek	1	13
Booerie Creek	2	19
Booerie Creek	3	10
Booerie Creek	4	6
Book Book		3
Book Book	1	7
Book Book	2	5
Book Book	3	9
Book Book	4	3
Booker Bay		26
Booker Bay	0	63
Booker Bay	1	273
Booker Bay	2	163
Booker Bay	3	48
Booker Bay	4	14
Bookham	1	7
Bookham	2	23
Bookham	3	14
Bookham	4	6
Bookookoorara	1	10
Bookookoorara	2	3
Boolambayte	1	12
Boolambayte	2	16
Boolambayte	3	3
Boolambayte	4	4
Boolaroo		13
Boolaroo	0	32
Boolaroo	1	140
Boolaroo	2	145
Boolaroo	3	48
Boolaroo	4	31
Boolcarroll	3	3
Booligal	1	7
Booligal	2	8
Booligal	3	4
Booligal	4	4
Boomanoomana	1	5
Boomanoomana	2	5
Boomanoomana	3	4
Boomerang Beach		6
Boomerang Beach	0	7
Boomerang Beach	1	47
Boomerang Beach	2	47
Boomerang Beach	3	3
Boomerang Beach	4	4
Boomey	2	13
Boomey	3	4
Boomey	4	3
Boomi	0	3
Boomi	1	20
Boomi	2	23
Boomi	3	15
Boomi	4	9
Boomi Creek	1	4
Boomi Creek	2	8
Boona Mount	3	3
Boonal	1	4
Boonal	2	6
Boonal	3	3
Boonoo Boonoo	1	3
Boorabee Park	1	16
Boorabee Park	2	21
Boorabee Park	3	3
Booragul		26
Booragul	0	37
Booragul	1	204
Booragul	2	145
Booragul	3	40
Booragul	4	24
Booral (NSW)		4
Booral (NSW)	1	30
Booral (NSW)	2	52
Booral (NSW)	3	31
Booral (NSW)	4	25
Boorga	2	3
Boorganna	1	3
Boorganna	2	3
Boorolong		3
Boorolong	1	6
Boorolong	2	16
Boorolong	3	5
Boorolong	4	3
Boorook	1	7
Boorook	2	5
Boorooma		5
Boorooma	1	54
Boorooma	2	152
Boorooma	3	42
Boorooma	4	8
Booroorban	2	7
Booroorban	3	5
Boorowa		32
Boorowa	0	34
Boorowa	1	222
Boorowa	2	234
Boorowa	3	93
Boorowa	4	53
Bootawa	1	10
Bootawa	2	27
Bootawa	3	13
Bootawa	4	3
Booyong	1	8
Booyong	2	11
Booyong	3	4
Booyong	4	4
Bora Ridge	1	5
Bora Ridge	2	16
Bora Ridge	3	6
Bora Ridge	4	7
Borah Creek	1	9
Borah Creek	2	3
Borah Creek	3	3
Borambola	1	9
Borambola	2	14
Borambola	3	6
Borambola	4	7
Boree	2	12
Boree	3	17
Boree	4	6
Boree Creek		4
Boree Creek	0	3
Boree Creek	1	25
Boree Creek	2	18
Boree Creek	3	19
Boree Creek	4	12
Borenore	1	18
Borenore	2	63
Borenore	3	37
Borenore	4	23
Boro	2	12
Boro	3	5
Boro	4	6
Bossley Park		136
Bossley Park	0	215
Bossley Park	1	1061
Bossley Park	2	1504
Bossley Park	3	773
Bossley Park	4	461
Bostobrick		5
Bostobrick	1	9
Bostobrick	2	16
Bostobrick	3	12
Bostobrick	4	7
Botany		127
Botany	0	283
Botany	1	1336
Botany	2	1415
Botany	3	346
Botany	4	149
Botobolar	1	5
Botobolar	2	20
Botobolar	3	5
Bottle Creek	1	3
Bottle Creek	2	5
Bourbah	2	3
Bourbah	3	3
Bourke		52
Bourke	0	85
Bourke	1	243
Bourke	2	172
Bourke	3	37
Bourke	4	25
Bourkelands		20
Bourkelands	0	11
Bourkelands	1	277
Bourkelands	2	481
Bourkelands	3	135
Bourkelands	4	60
Bournda	0	3
Bournda	1	13
Bournda	2	19
Bournda	3	11
Bournewood	1	3
Bournewood	2	9
Bow Bowing		12
Bow Bowing	0	12
Bow Bowing	1	123
Bow Bowing	2	215
Bow Bowing	3	84
Bow Bowing	4	54
Bowan Park	1	8
Bowan Park	2	13
Bowan Park	3	9
Bowan Park	4	13
Bowen Mountain		19
Bowen Mountain	0	7
Bowen Mountain	1	105
Bowen Mountain	2	240
Bowen Mountain	3	87
Bowen Mountain	4	52
Bowenfels		39
Bowenfels	0	136
Bowenfels	1	269
Bowenfels	2	204
Bowenfels	3	77
Bowenfels	4	17
Bowling Alley Point	2	3
Bowman	1	13
Bowman	2	31
Bowman	3	3
Bowman Farm	1	6
Bowman Farm	2	6
Bowman Farm	3	4
Bowman Farm	4	3
Bowmans Creek	2	3
Bowna	1	11
Bowna	2	18
Bowna	3	9
Bowna	4	3
Bowning		7
Bowning	0	4
Bowning	1	50
Bowning	2	84
Bowning	3	43
Bowning	4	28
Bowral		141
Bowral	0	179
Bowral	1	1678
Bowral	2	1466
Bowral	3	446
Bowral	4	193
Bowraville		23
Bowraville	0	31
Bowraville	1	199
Bowraville	2	120
Bowraville	3	41
Bowraville	4	22
Box Hill (NSW)		14
Box Hill (NSW)	0	8
Box Hill (NSW)	1	45
Box Hill (NSW)	2	82
Box Hill (NSW)	3	44
Box Hill (NSW)	4	72
Box Ridge	1	3
Box Ridge	2	7
Box Ridge	3	4
Box Ridge	4	3
Boxers Creek		3
Boxers Creek	1	14
Boxers Creek	2	25
Boxers Creek	3	22
Boxers Creek	4	14
Boydtown		3
Boydtown	1	10
Boydtown	2	9
Boydtown	3	8
Bradbury (NSW)		90
Bradbury (NSW)	0	186
Bradbury (NSW)	1	1106
Bradbury (NSW)	2	1065
Bradbury (NSW)	3	371
Bradbury (NSW)	4	149
Braefield	1	5
Braefield	2	10
Braefield	3	4
Braefield	4	3
Braemar		3
Braemar	0	3
Braemar	1	38
Braemar	2	78
Braemar	3	23
Braemar	4	10
Braemar Bay	1	5
Braemar Bay	2	6
Braemar Bay	3	3
Braidwood		41
Braidwood	0	25
Braidwood	1	224
Braidwood	2	203
Braidwood	3	76
Braidwood	4	49
Brandy Hill		4
Brandy Hill	1	33
Brandy Hill	2	92
Brandy Hill	3	35
Brandy Hill	4	54
Branxton		31
Branxton	0	21
Branxton	1	157
Branxton	2	277
Branxton	3	114
Branxton	4	84
Braunstone		4
Braunstone	0	3
Braunstone	1	17
Braunstone	2	38
Braunstone	3	22
Braunstone	4	10
Brawboy	1	3
Brawboy	2	5
Brawboy	3	3
Bray Park (NSW)		12
Bray Park (NSW)	0	19
Bray Park (NSW)	1	121
Bray Park (NSW)	2	98
Bray Park (NSW)	3	29
Bray Park (NSW)	4	11
Brays Creek	1	7
Brays Creek	2	11
Brays Creek	3	3
Brays Creek	4	3
Brayton		3
Brayton	1	17
Brayton	2	21
Brayton	3	9
Brayton	4	10
Breadalbane (NSW)	1	4
Breadalbane (NSW)	2	11
Breadalbane (NSW)	3	7
Breadalbane (NSW)	4	4
Breakfast Creek	2	11
Breakfast Creek	3	4
Breakfast Point		21
Breakfast Point	0	60
Breakfast Point	1	782
Breakfast Point	2	721
Breakfast Point	3	130
Breakfast Point	4	36
Bredbo	0	5
Bredbo	1	31
Bredbo	2	39
Bredbo	3	22
Bredbo	4	9
Breelong	1	4
Breelong	2	15
Breelong	3	4
Breelong	4	3
Breeza	1	13
Breeza	2	23
Breeza	3	12
Breeza	4	7
Bretti	1	4
Bretti	2	4
Brewarrina		34
Brewarrina	0	93
Brewarrina	1	134
Brewarrina	2	69
Brewarrina	3	21
Brewarrina	4	14
Brewongle		3
Brewongle	1	8
Brewongle	2	17
Brewongle	3	7
Brewongle	4	12
Briarbrook	1	3
Bribbaree		4
Bribbaree	1	17
Bribbaree	2	16
Bribbaree	3	12
Bribbaree	4	12
Bridgman		3
Bridgman	1	10
Bridgman	2	31
Bridgman	3	12
Bridgman	4	14
Brierfield		3
Brierfield	1	35
Brierfield	2	48
Brierfield	3	14
Brierfield	4	14
Brighton-le-Sands		127
Brighton-le-Sands	0	428
Brighton-le-Sands	1	1510
Brighton-le-Sands	2	880
Brighton-le-Sands	3	238
Brighton-le-Sands	4	106
Brightwaters		3
Brightwaters	0	7
Brightwaters	1	104
Brightwaters	2	142
Brightwaters	3	54
Brightwaters	4	26
Brimbin	0	3
Brimbin	1	4
Brimbin	2	8
Brimbin	3	4
Brimbin	4	3
Brindabella	1	3
Brindabella	2	3
Brindabella	3	3
Bringelly		22
Bringelly	0	13
Bringelly	1	110
Bringelly	2	213
Bringelly	3	127
Bringelly	4	213
Bringenbrong	1	3
Bringenbrong	3	3
Brisbane Grove	0	3
Brisbane Grove	1	9
Brisbane Grove	2	13
Brisbane Grove	3	16
Brisbane Grove	4	6
Broadmeadow		25
Broadmeadow	0	66
Broadmeadow	1	300
Broadmeadow	2	206
Broadmeadow	3	52
Broadmeadow	4	29
Broadwater (Bega Valley - NSW)	1	8
Broadwater (Bega Valley - NSW)	2	21
Broadwater (Bega Valley - NSW)	3	11
Broadwater (Bega Valley - NSW)	4	5
Broadwater (Richmond Valley - NSW)		9
Broadwater (Richmond Valley - NSW)	0	3
Broadwater (Richmond Valley - NSW)	1	87
Broadwater (Richmond Valley - NSW)	2	92
Broadwater (Richmond Valley - NSW)	3	51
Broadwater (Richmond Valley - NSW)	4	6
Broadway	2	7
Broadway	3	4
Broadway	4	7
Brobenah	2	3
Brobenah	3	7
Brocklehurst		5
Brocklehurst	0	3
Brocklehurst	1	21
Brocklehurst	2	51
Brocklehurst	3	21
Brocklehurst	4	12
Brocklesby		5
Brocklesby	1	22
Brocklesby	2	28
Brocklesby	3	9
Brocklesby	4	6
Brockley	2	5
Brodies Plains	1	6
Brodies Plains	2	8
Brodies Plains	3	5
Brogers Creek	1	6
Brogers Creek	2	6
Brogers Creek	3	5
Brogo		8
Brogo	0	3
Brogo	1	66
Brogo	2	81
Brogo	3	37
Brogo	4	9
Broke (NSW)		11
Broke (NSW)	1	42
Broke (NSW)	2	63
Broke (NSW)	3	44
Broke (NSW)	4	13
Broken Head		3
Broken Head	0	3
Broken Head	1	22
Broken Head	2	44
Broken Head	3	17
Broken Head	4	5
Broken Hill		418
Broken Hill	0	692
Broken Hill	1	2939
Broken Hill	2	2270
Broken Hill	3	644
Broken Hill	4	261
Brombin	1	3
Brombin	2	20
Brombin	3	7
Brombin	4	4
Bronte		68
Bronte	0	255
Bronte	1	1061
Bronte	2	838
Bronte	3	158
Bronte	4	55
Brookdale (NSW)	2	3
Brookdale (NSW)	3	4
Brookfield (NSW)		3
Brookfield (NSW)	1	18
Brookfield (NSW)	2	21
Brookfield (NSW)	3	12
Brookfield (NSW)	4	11
Brooklana	1	4
Brooklana	2	5
Brooklana	3	4
Brooklet		5
Brooklet	1	21
Brooklet	2	40
Brooklet	3	15
Brooklet	4	13
Brooklyn (NSW)		26
Brooklyn (NSW)	0	15
Brooklyn (NSW)	1	90
Brooklyn (NSW)	2	91
Brooklyn (NSW)	3	27
Brooklyn (NSW)	4	26
Brookvale		43
Brookvale	0	129
Brookvale	1	606
Brookvale	2	411
Brookvale	3	64
Brookvale	4	31
Brooman	2	7
Brooman	3	3
Brooms Head		8
Brooms Head	0	14
Brooms Head	1	40
Brooms Head	2	41
Brooms Head	3	10
Broughams Gate	2	4
Broughton (NSW)	1	3
Broughton (NSW)	2	17
Broughton (NSW)	3	3
Broughton (NSW)	4	5
Broughton Vale	1	13
Broughton Vale	2	30
Broughton Vale	3	9
