SSC_NAME16	Sex	unemployment
Warrell Creek	F	5.5
Warrell Creek	M	6.3
Warren	F	8.3
Warren	M	8.4
Warriewood	F	3.6
Warriewood	M	3.9
Warrimoo	F	5.1
Warrimoo	M	3.1
Warwick Farm	F	15.2
Warwick Farm	M	13.4
Watagan	M	13.8
Watanobbi	F	11.2
Watanobbi	M	9.6
Waterfall	F	7.9
Waterfall	M	2.9
Waterloo (NSW)	F	8.6
Waterloo (NSW)	M	7.9
Waterview	M	29.2
Waterview Heights	F	6.5
Waterview Heights	M	7.1
Watsons Bay	F	4.7
Watsons Bay	M	3
Watsons Creek (NSW)	F	14.3
Watsons Creek (NSW)	M	20
Wattamondara	M	5.6
Wattle Flat (NSW)	F	6.4
Wattle Flat (NSW)	M	12.5
Wattle Grove (NSW)	F	4.2
Wattle Grove (NSW)	M	3.7
Wattle Ponds	F	9.2
Wattle Ponds	M	4.3
Wauchope	F	8.8
Wauchope	M	10
Waverley (NSW)	F	3.6
Waverley (NSW)	M	3.4
Waverton	F	3.9
Waverton	M	3
Way Way	F	5.4
Way Way	M	12.7
Wedderburn (NSW)	F	2
Wedderburn (NSW)	M	6.5
Wee Jasper	M	14.3
Wee Waa	F	6.9
Wee Waa	M	7.1
Weemelah	M	10
Weethalle	M	3.7
Weilmoringle	M	23.1
Welby	F	4.9
Welby	M	1.7
Wellingrove	M	17.4
Wellington (NSW)	F	12.8
Wellington (NSW)	M	14.2
Wells Crossing	F	22.2
Wells Crossing	M	17.9
Wentworth (NSW)	F	8.5
Wentworth (NSW)	M	11
Wentworth Falls	F	4.2
Wentworth Falls	M	6.3
Wentworth Point	F	5.2
Wentworth Point	M	4.7
Wentworthville	F	9.7
Wentworthville	M	7
Werombi	F	2.5
Werombi	M	1.5
Werrington	F	10.9
Werrington	M	7.9
Werrington County	F	3.9
Werrington County	M	4
Werrington Downs	F	5.1
Werrington Downs	M	4.7
Werris Creek	F	10.5
Werris Creek	M	10.8
West Albury	F	6.8
West Albury	M	5.9
West Ballina	F	7.5
West Ballina	M	9
West Bathurst	F	6.4
West Bathurst	M	8.3
West Bungawalbin	M	33.3
West Coraki	M	14.3
West Gosford	F	8.4
West Gosford	M	5.4
West Haven	F	5.8
West Haven	M	8.8
West Hoxton	F	6.3
West Hoxton	M	6.1
West Kempsey	F	10.8
West Kempsey	M	12.4
West Nowra	F	8.6
West Nowra	M	11.3
West Pennant Hills	F	3.8
West Pennant Hills	M	5.2
West Pymble	F	3.4
West Pymble	M	5.1
West Ryde	F	6.9
West Ryde	M	6.3
West Tamworth	F	12.5
West Tamworth	M	11.7
West Wallsend	F	7.2
West Wallsend	M	7.6
West Wollongong	F	6
West Wollongong	M	8.6
West Wyalong	F	2.8
West Wyalong	M	3.4
Westdale (Tamworth Regional - NSW)	F	5.6
Westdale (Tamworth Regional - NSW)	M	5
Westleigh	F	3.5
Westleigh	M	5.2
Westmead	F	13.1
Westmead	M	6.4
Weston (NSW)	F	9.5
Weston (NSW)	M	11.8
Wetherill Park	F	6.8
Wetherill Park	M	7.8
Whalan	F	13.5
Whalan	M	13.1
Wheeler Heights	F	3
Wheeler Heights	M	3
Wheeny Creek	F	60
Wherrol Flat	F	5
Wherrol Flat	M	12.3
Whian Whian	F	11.8
Whian Whian	M	12.2
White Rock (NSW)	F	1.8
White Rock (NSW)	M	4.2
Whitebridge	F	3.1
Whitebridge	M	4.9
Whiteman Creek	F	11.5
Whiteman Creek	M	11.1
Whittingham	F	3.6
Whittingham	M	3.3
Whitton	F	13.7
Whitton	M	8.8
Wickham (NSW)	F	4.1
Wickham (NSW)	M	8.2
Wilberforce (NSW)	F	4.9
Wilberforce (NSW)	M	3.8
Wilcannia	F	8
Wilcannia	M	9.8
Wiley Park	F	15.1
Wiley Park	M	10
Willawarrin	F	12.5
Willawarrin	M	7.3
Willbriggie	M	8.1
Willi Willi	M	25
Williamtown	F	4.7
Williamtown	M	2.5
Willmot	F	22.5
Willmot	M	14.8
Willoughby (NSW)	F	3.6
Willoughby (NSW)	M	4.3
Willoughby East	F	5
Willoughby East	M	3.1
Willow Tree	F	7.1
Willow Tree	M	4.6
Willow Vale (Kiama - NSW)	M	12
Willow Vale (Wingecarribee - NSW)	F	1.9
Willow Vale (Wingecarribee - NSW)	M	2.6
Wilsons Creek	F	4.2
Wilsons Creek	M	8.1
Wilton (NSW)	F	2.8
Wilton (NSW)	M	1.4
Windale	F	19
Windale	M	19.9
Windang	F	6.5
Windang	M	6.9
Windella	F	7.2
Windella	M	1.8
Windellama	F	8.5
Windellama	M	12.4
Windera (NSW)	F	3.7
Windera (NSW)	M	3.8
Windermere Park	F	11.6
Windermere Park	M	10.7
Windeyer (NSW)	F	22.9
Windeyer (NSW)	M	27.3
Windradyne	F	6.6
Windradyne	M	6.2
Windsor (NSW)	F	9.6
Windsor (NSW)	M	6.1
Windsor Downs	F	3.2
Windsor Downs	M	1.1
Wingello	F	3.6
Wingen	F	12.1
Wingen	M	4.2
Wingham	F	8.8
Wingham	M	11
Winmalee	F	3.6
Winmalee	M	4.2
Winston Hills	F	3.8
Winston Hills	M	4.4
Wisemans Creek	M	10.7
Wittitrin	M	25
Wollar	M	17.6
Wolli Creek	F	6.9
Wolli Creek	M	7
Wollombi	F	18.4
Wollongbar	F	5.4
Wollongbar	M	6.3
Wollongong	F	8.3
Wollongong	M	9.9
Wollstonecraft	F	3.3
Wollstonecraft	M	3.6
Wolumla	F	1.9
Wolumla	M	6.7
Wombarra	F	5.2
Wombarra	M	1.3
Wombat	F	6.7
Wombat	M	8.8
Wombeyan Caves	M	37.5
Womboota	M	13
Wonboyn	M	15
Wondalga	F	16.7
Wongarbon	F	3.2
Wongarbon	M	2.7
Woodberry	F	17
Woodberry	M	14.8
Woodbine (NSW)	F	7.7
Woodbine (NSW)	M	5.8
Woodburn (Richmond Valley - NSW)	F	9.6
Woodburn (Richmond Valley - NSW)	M	10.3
Woodcroft (NSW)	F	6.1
Woodcroft (NSW)	M	6.8
Woodenbong	F	11.3
Woodenbong	M	5.9
Woodford (NSW)	F	4.3
Woodford (NSW)	M	6.6
Woodford Island	M	10.9
Woodlands (Eurobodalla - NSW)	M	18.8
Woodlands (Wingecarribee - NSW)	M	3.6
Woodlawn	M	20
Woodpark	F	7.6
Woodpark	M	9.1
Woodrising	F	7.6
Woodrising	M	11.9
Woodstock (Cowra - NSW)	F	6.7
Woodstock (Cowra - NSW)	M	10.3
Woodview	F	20
Woodville (NSW)	F	2.9
Woodville (NSW)	M	9.4
Woolbrook	F	9.7
Woolgoolga	F	4.8
Woolgoolga	M	7.9
Wooli	F	15.5
Wooli	M	12.7
Woollahra	F	3.2
Woollahra	M	3.3
Woollamia	F	5.7
Woollamia	M	3.5
Woolloomooloo	F	4.5
Woolloomooloo	M	5.9
Woolomin	F	6.7
Woolomin	M	10.3
Woolooware	F	3.3
Woolooware	M	2.3
Wooloweyah	F	4.8
Wooloweyah	M	6.4
Woolwich	F	1.6
Woolwich	M	2.1
Woomargama	M	9.3
Woombah	F	6.6
Woombah	M	12.2
Woongarrah	F	5.8
Woongarrah	M	4.3
Woonona	F	5.2
Woonona	M	4.8
Wootton	F	22.2
Wootton	M	7.7
Wooyung	F	12
Woronora	F	2.4
Woronora	M	3.3
Woronora Heights	F	3.5
Woronora Heights	M	2
Worrigee	F	5.9
Worrigee	M	6.4
Worrowing Heights	M	12.5
Woy Woy	F	8.8
Woy Woy	M	9
Woy Woy Bay	F	2.8
Woy Woy Bay	M	3.4
Wyalong	F	4.7
Wyalong	M	4
Wyangala	M	10.8
Wybong	F	12.5
Wybong	M	13
Wyee	F	6.4
Wyee	M	7.9
Wyee Point	F	3.3
Wyee Point	M	4.9
Wyndham (NSW)	F	11.5
Wyndham (NSW)	M	7.2
Wyoming	F	7.2
Wyoming	M	7.7
Wyong	F	9.4
Wyong	M	11.4
Wyongah	F	5.2
Wyongah	M	5.2
Wyrallah	F	3.7
Wyrallah	M	9.8
Yagoona	F	9
Yagoona	M	10.2
Yallaroi	M	7.7
Yamba (NSW)	F	6
Yamba (NSW)	M	9.2
Yanco	F	5
Yanco	M	6.7
Yanderra	F	2.4
Yanderra	M	3.8
Yarrahapinni	F	8.8
Yarramalong	F	3.3
Yarramalong	M	2.9
Yarramundi	F	4.6
Yarramundi	M	1.3
Yarranbella	M	9.5
Yarras (Port Macquarie-Hastings - NSW)	M	17.6
Yarravel	F	6.6
Yarravel	M	10.3
Yarrawa	F	15
Yarrawarrah	F	3.3
Yarrawarrah	M	2.6
Yarrawonga (NSW)	F	11.1
Yarrawonga (NSW)	M	10.5
Yarrawonga Park	F	3.8
Yarrawonga Park	M	3.3
Yarrie Lake	M	17.6
Yarrowyck	M	9.1
Yass	F	3.2
Yass	M	3.9
Yass River	F	3.8
Yattalunga (NSW)	F	4.5
Yattalunga (NSW)	M	4.9
Yatte Yattah	M	8.3
Yelgun	F	20.7
Yelgun	M	22.7
Yellow Dam	M	75
Yellow Pinch	F	20
Yellow Pinch	M	40
Yellow Rock (Blue Mountains - NSW)	F	1.7
Yellow Rock (Blue Mountains - NSW)	M	3.4
Yellow Rock (Shellharbour - NSW)	F	6
Yellow Rock (Shellharbour - NSW)	M	5.1
Yenda (NSW)	F	3.7
Yenda (NSW)	M	4.8
Yennora	F	18.5
Yennora	M	10.5
Yeoval	F	10.3
Yeoval	M	10.3
Yerong Creek	F	5
Yerong Creek	M	4.1
Yerrinbool	F	5
Yerrinbool	M	1.3
Yessabah	M	16.7
Yetholme	F	5.6
Yetholme	M	8.1
Yetman	F	12.8
Yippin Creek	M	15.2
Yoogali	F	2.4
Yoogali	M	4.1
Yorklea	F	5.8
Yorklea	M	6.8
Young	F	6.2
Young	M	6.4
Yowie Bay	F	3.6
Yowie Bay	M	3.4
Yowrie	M	10
Zetland	F	9
Zetland	M	6.3
No usual address (NSW)	F	21.7
No usual address (NSW)	M	22.2
Migratory - Offshore - Shipping (NSW)	F	4.2
Abbotsford (Vic.)	F	5.1
Abbotsford (Vic.)	M	5.6
Aberfeldie	F	3.5
Aberfeldie	M	3.1
Aireys Inlet	F	5.3
Aireys Inlet	M	4.5
Airly	M	7.3
Airport West	F	4.5
Airport West	M	5.4
Albanvale	F	12
Albanvale	M	11.1
Albert Park (Vic.)	F	4.6
Albert Park (Vic.)	M	3.2
Alberton (Vic.)	F	7.5
Alberton (Vic.)	M	8.1
Alberton West	M	16.7
Albion (Vic.)	F	15.7
Albion (Vic.)	M	12.5
Alexandra (Vic.)	F	6.6
Alexandra (Vic.)	M	5.5
Alfredton	F	5.3
Alfredton	M	5.6
Allambee	M	44.4
Allans Flat	M	3.4
Allansford	F	3.8
Allansford	M	4
Alma (Vic.)	F	13.9
Alma (Vic.)	M	10.9
Alphington	F	4.7
Alphington	M	5.2
Altona (Vic.)	F	5.7
Altona (Vic.)	M	5.9
Altona Meadows	F	7.9
Altona Meadows	M	7.9
Altona North	F	7.8
Altona North	M	7.5
Amherst	F	26.7
Amphitheatre	M	15.8
Anakie	F	3
Anakie	M	4.3
Ancona	M	20
Anglesea	F	1.7
Anglesea	M	3
Apollo Bay (Vic.)	F	3.1
Apollo Bay (Vic.)	M	2.8
Apsley (Vic.)	F	4.5
Apsley (Vic.)	M	6
Ararat	F	4.8
Ararat	M	6.8
Arawata	F	12.5
Arcadia (Vic.)	M	4.1
Ardeer	F	13.7
Ardeer	M	11.8
Ardmona	F	2.4
Ardmona	M	2.8
Argyle (Vic.)	F	19.4
Argyle (Vic.)	M	19.1
Armadale (Vic.)	F	4.7
Armadale (Vic.)	M	4.5
Armstrong	M	12.5
Armstrong Creek (Vic.)	F	3.4
Armstrong Creek (Vic.)	M	3.4
Arthurs Creek	M	3.7
Arthurs Seat	F	3.6
Arthurs Seat	M	7.1
Ascot (Greater Bendigo - Vic.)	F	2.4
Ascot (Greater Bendigo - Vic.)	M	4
Ascot Vale	F	5.8
Ascot Vale	M	6.9
Ashbourne (Vic.)	F	6.4
Ashbourne (Vic.)	M	5.7
Ashburton	F	4.8
Ashburton	M	5.8
Ashwood	F	6.5
Ashwood	M	6.3
Aspendale	F	3.3
Aspendale	M	5.1
Aspendale Gardens	F	3.8
Aspendale Gardens	M	5.2
Attwood	F	5
Attwood	M	5.6
Avalon	M	5.5
Avenel	F	6.8
Avenel	M	3.1
Avoca (Vic.)	F	11.8
Avoca (Vic.)	M	7.5
Avondale Heights	F	5.9
Avondale Heights	M	6.2
Avonsleigh	F	5.6
Avonsleigh	M	3.5
Axedale	F	1.7
Axedale	M	3.3
Bacchus Marsh	F	6
Bacchus Marsh	M	6.6
Baddaginnie	F	5.2
Baddaginnie	M	13.4
Badger Creek	F	4.7
Badger Creek	M	6.3
Bagshot	F	5.6
Bairnsdale	F	6.4
Bairnsdale	M	7.2
Bakery Hill	F	9.1
Bakery Hill	M	22.4
Balaclava (Vic.)	F	4.2
Balaclava (Vic.)	M	5.3
Ballan	F	5.6
Ballan	M	8.1
Ballarat Central	F	6.6
Ballarat Central	M	9.4
Ballarat East	F	7.3
Ballarat East	M	10.2
Ballarat North	F	6.3
Ballarat North	M	7.8
Ballendella	F	13.6
Ballendella	M	7.9
Balliang	F	4.5
Balliang	M	10.4
Balmoral (Vic.)	F	4.5
Balmoral (Vic.)	M	3.6
Balnarring	F	3.9
Balnarring	M	2
Balnarring Beach	F	4
Balnarring Beach	M	3.4
Balwyn	F	5.9
Balwyn	M	6.9
Balwyn North	F	6
Balwyn North	M	6.3
Bamawm	F	2.7
Bamawm	M	5.5
Bamawm Extension	F	5.7
Bamawm Extension	M	4.5
Bandiana	F	7.2
Bandiana	M	3.1
Bangholme	F	7.6
Bangholme	M	7.2
Bannockburn (Vic.)	F	4.2
Bannockburn (Vic.)	M	2.6
Baranduda	F	4.3
Baranduda	M	3.6
Baringhup	F	6.8
Barkers Creek	F	2.9
Barkers Creek	M	3.3
Barkly (Vic.)	F	37.5
Barmah	F	5.9
Barmah	M	7
Barnawartha	F	7.9
Barnawartha	M	4.9
Baromi	F	9.7
Baromi	M	8.3
Barongarook	F	3.6
Barongarook	M	3.4
Barongarook West	F	8.5
Barwidgee	M	11.1
Barwon Downs	M	7.9
Barwon Heads	F	4.6
Barwon Heads	M	4.9
Bass	F	9.1
Bass	M	6.7
Batesford	F	3.7
Batesford	M	5.7
Bathumi	F	20
Baxter	F	6.6
Baxter	M	4.6
Bayles	F	2.9
Bayles	M	2.3
Bayswater (Vic.)	F	5.5
Bayswater (Vic.)	M	6.5
Bayswater North	F	5.7
Bayswater North	M	4.9
Beaconsfield (Vic.)	F	4.4
Beaconsfield (Vic.)	M	4.3
Beaconsfield Upper	F	4.1
Beaconsfield Upper	M	3.7
Bealiba	F	15.8
Bealiba	M	8.3
Bearii	M	13
Beaufort (Vic.)	F	3
Beaufort (Vic.)	M	7.4
Beaumaris (Vic.)	F	4.5
Beaumaris (Vic.)	M	4.5
Beeac	M	6.7
Beech Forest	M	14.8
Beechworth	F	3.4
Beechworth	M	4.5
Belgrave	F	4.3
Belgrave	M	4.8
Belgrave Heights	F	4
Belgrave Heights	M	4
Belgrave South	F	5.5
Belgrave South	M	4.6
Bell Park	F	6.2
Bell Park	M	8.5
Bell Post Hill	F	7.6
Bell Post Hill	M	8.7
Bellbrae	F	3.6
Bellbrae	M	2
Bellbridge	M	8.8
Bellfield (Banyule - Vic.)	F	11.4
Bellfield (Banyule - Vic.)	M	5.9
Bells Beach	M	8.3
Belmont (Vic.)	F	6
Belmont (Vic.)	M	6.2
Benalla	F	5.4
Benalla	M	6.3
Bend Of Islands	F	8.2
Bendigo	F	6.1
Bendigo	M	8.8
Bendoc	F	15.4
Benloch	F	11.5
Benloch	M	9.4
Bentleigh	F	5.8
Bentleigh	M	6.5
Bentleigh East	F	5.1
Bentleigh East	M	5.4
Beremboke	F	7.3
Berringa	F	13.6
Berringa	M	9.4
Berriwillock	M	8.9
Berrys Creek	M	7.5
Berwick	F	6.4
Berwick	M	5.4
Bet Bet	M	11.5
Bethanga	F	5.6
Bethanga	M	3
Beulah (Vic.)	F	7.3
Beulah (Vic.)	M	3.4
Beverford	F	3.8
Beverford	M	3.8
Beveridge	F	4.3
Beveridge	M	4.1
Big Hill (Greater Bendigo - Vic.)	M	4.8
Big Pats Creek	M	16.7
Binginwarri	F	14.8
Binginwarri	M	7.9
Birchip	M	4.5
Birdwoodton	F	5.8
Birdwoodton	M	8
Birregurra	F	2.6
Birregurra	M	3.3
Bittern	F	4.9
Bittern	M	5.3
Black Hill (Vic.)	F	5.3
Black Hill (Vic.)	M	6.9
Black Range (Vic.)	M	7.7
Black Rock (Vic.)	F	3.7
Black Rock (Vic.)	M	2.8
Blackburn	F	6.2
Blackburn	M	6.3
Blackburn North	F	6.1
Blackburn North	M	6.5
Blackburn South	F	5.7
Blackburn South	M	5.7
Blackwood (Vic.)	M	10.1
Blairgowrie	F	4.3
Blairgowrie	M	3.4
Blampied	F	6.3
Blampied	M	4.4
Blind Bight	F	5.7
Blind Bight	M	3.4
Blowhard	F	11.5
Blowhard	M	11.5
Boisdale	M	5.3
Bolinda	M	5.7
Bolwarra (Vic.)	F	3
Bolwarra (Vic.)	M	3.7
Bona Vista	F	11.8
Bona Vista	M	11.9
Bonbeach	F	4.7
Bonbeach	M	5.4
Bonegilla	F	2.5
Boneo	F	3.6
Boneo	M	2.9
Bonnie Doon (Vic.)	F	8.3
Bonnie Doon (Vic.)	M	8.5
Bookaar	F	10.8
Boolarra	F	6.4
Boolarra	M	10.5
Boort	F	4.9
Boort	M	6.7
Boronia	F	5.5
Boronia	M	6.2
Botanic Ridge	F	3.1
Botanic Ridge	M	3.2
Boundary Bend	F	15.8
Boundary Bend	M	8.8
Bowenvale	F	7.9
Bowenvale	M	10.5
Boweya North	F	30.8
Box Hill (Vic.)	F	10.3
Box Hill (Vic.)	M	10.3
Box Hill North	F	7
Box Hill North	M	7.4
Box Hill South	F	6.6
Box Hill South	M	8
Branxholme	F	4
Branxholme	M	3.3
Braybrook	F	15.8
Braybrook	M	14.7
Breakwater	F	11.5
Breakwater	M	6.4
Briagolong	F	6
Briagolong	M	9.2
Briar Hill	F	4.2
Briar Hill	M	3.8
Bridgewater On Loddon	M	4.1
Bright (Vic.)	F	2
Bright (Vic.)	M	4.5
Brighton (Vic.)	F	4.8
Brighton (Vic.)	M	4
Brighton East	F	5.3
Brighton East	M	5.2
Brim	M	6.8
Broadford	F	7.4
Broadford	M	5.8
Broadmeadows (Vic.)	F	17.7
Broadmeadows (Vic.)	M	14.9
Brookfield (Vic.)	F	8.2
Brookfield (Vic.)	M	7.3
Brooklyn (Vic.)	F	8.2
Brooklyn (Vic.)	M	6.9
Broomfield	M	9.8
Broughton (Vic.)	M	8.7
Brown Hill (Vic.)	F	6.5
Brown Hill (Vic.)	M	4.5
Brunswick (Vic.)	F	5.5
Brunswick (Vic.)	M	6.3
Brunswick East	F	5.2
Brunswick East	M	6.3
Brunswick West	F	5.5
Brunswick West	M	7.4
Bruthen	F	6.4
Bruthen	M	6.5
Buangor	F	13
Buchan	M	7.8
Buckrabanyule	M	33.3
Buffalo	F	4.8
Buffalo	M	3.8
Buffalo River	F	5.1
Buffalo River	M	5.1
Bulla (Vic.)	F	2.1
Bulla (Vic.)	M	1.7
Bulleen	F	6.3
Bulleen	M	6.4
Bullengarook	F	2
Bullengarook	M	3.2
Bullioh	F	19
Buln Buln	F	7.1
Buln Buln	M	4.7
Buln Buln East	F	10.2
Bumberrah	F	38.9
Bunbartha	F	4.2
Bundalaguah	F	6.8
Bundalong	F	3.9
Bundalong	M	5.2
Bundoora (Vic.)	F	8.7
Bundoora (Vic.)	M	10
Bungaree (Vic.)	F	4.7
Bungaree (Vic.)	M	4.8
Bungeet West	M	21.4
Buninyong	F	3.5
Buninyong	M	6.5
Bunkers Hill	F	10.9
Bunkers Hill	M	6.4
Bunyip	F	4
Bunyip	M	3.6
Burnbank	F	75
Burnley	F	4.6
Burnley	M	6
Burnside (Vic.)	F	8.7
Burnside (Vic.)	M	7.5
Burnside Heights	F	8.1
Burnside Heights	M	6.6
Burrumbeet	F	16.3
Burrumbeet	M	14
Burwood (Vic.)	F	11.7
Burwood (Vic.)	M	13
Burwood East	F	7.8
Burwood East	M	8
Bushfield	F	2.2
Bushfield	M	1.8
Cabarita (Vic.)	M	7.9
Cairnlea	F	9
Cairnlea	M	7.4
Caldermeade	F	11.6
California Gully	F	8.5
California Gully	M	9.2
Callignee	F	5.8
Callignee	M	11.1
Calulu	M	10.6
Camberwell (Vic.)	F	5.5
Camberwell (Vic.)	M	5.3
Cambrian Hill	M	4.3
Campbellfield	F	12.7
Campbellfield	M	11
Campbells Creek	F	4
Campbells Creek	M	3.9
Campbells Forest	M	20
Camperdown (Vic.)	F	3.4
Camperdown (Vic.)	M	5.1
Canadian	F	6.7
Canadian	M	7.9
Cann River	F	13.5
Cann River	M	27.3
Cannons Creek	F	5.4
Cannons Creek	M	7.5
Canterbury (Vic.)	F	5
Canterbury (Vic.)	M	5.1
Cape Bridgewater	F	8.3
Cape Clear	F	15.4
Cape Paterson	F	4.5
Cape Paterson	M	5.4
Cape Schanck	F	9.4
Cape Woolamai	F	5
Cape Woolamai	M	6.8
Caramut	F	8.7
Caramut	M	5.1
Carapooee	M	21.4
Carapook	M	18.8
Cardigan	F	4.6
Cardigan	M	2.7
Cardigan Village	F	2.1
Cardigan Village	M	5.7
Cardinia	F	5.4
Cardinia	M	2.6
Cardross	F	7.8
Cardross	M	4.4
Carisbrook	F	9.4
Carisbrook	M	5.3
Carlisle River	M	8.8
Carlsruhe	F	3.4
Carlsruhe	M	3.3
Carlton (Vic.)	F	21.1
Carlton (Vic.)	M	17.3
Carlton North	F	4.6
Carlton North	M	4.7
Carnegie	F	7.6
Carnegie	M	6.9
Caroline Springs	F	7.5
Caroline Springs	M	6.6
Carrajung	F	13
Carrajung	M	10.3
Carrajung South	F	27.3
Carrum	F	4.7
Carrum	M	5.2
Carrum Downs	F	6.9
Carrum Downs	M	6.1
Cassilis (Vic.)	F	60
Castella	M	7.6
Casterton	F	5.1
Casterton	M	5.9
Castle Donnington	F	14.3
Castle Donnington	M	7.7
Castlemaine	F	5
Castlemaine	M	6.4
Catani	F	3.9
Caulfield	F	4.4
Caulfield	M	5.4
Caulfield East	F	12.5
Caulfield East	M	9
Caulfield North	F	5.2
Caulfield North	M	5.3
Caulfield South	F	4.1
Caulfield South	M	5
Cavendish	F	5.1
Ceres	M	5.8
Chadstone	F	7.9
Chadstone	M	7.6
Charlemont	F	5.1
Charlemont	M	5
Charlton (Vic.)	F	7.1
Charlton (Vic.)	M	10
Chelsea	F	5.2
Chelsea	M	4.7
Chelsea Heights	F	4.4
Chelsea Heights	M	5.7
Cheltenham (Vic.)	F	4.7
Cheltenham (Vic.)	M	5.5
Cheshunt	F	8.7
Chesney Vale	M	18.2
Chewton	F	8.4
Chewton	M	4.4
Chiltern	F	6.6
Chiltern	M	7.4
Chintin	F	10.7
Chintin	M	9.7
Chirnside Park	F	4.6
Chirnside Park	M	3.9
Christmas Hills (Vic.)	M	7.7
Chum Creek	F	6.2
Chum Creek	M	3.7
Churchill (Vic.)	F	10.5
Churchill (Vic.)	M	14.7
Clarendon (Vic.)	F	8.3
Clarendon (Vic.)	M	12.1
Clarinda	F	6.3
Clarinda	M	7
Clarkefield	F	4.2
Clayton	F	20.2
Clayton	M	14.7
Clayton South	F	10.2
Clayton South	M	9
Clematis	F	3.6
Clematis	M	3.2
Clifton Creek	F	7
Clifton Hill	F	3.6
Clifton Hill	M	3.8
Clifton Springs	F	5.5
Clifton Springs	M	6.9
Clonbinane	F	4
Clonbinane	M	3.2
Cloverlea	F	6.8
Club Terrace	M	30.8
Clunes (Vic.)	F	8
Clunes (Vic.)	M	9.6
Clyde (Vic.)	F	6.1
Clyde (Vic.)	M	4.3
Clyde North	F	7.6
Clyde North	M	3.9
Clydesdale (Vic.)	M	20
Coalville	M	36.4
Cobains	F	6.5
Cobains	M	5.8
Cobden	F	5.1
Cobden	M	5.2
Cobram	F	6.6
Cobram	M	5.6
Cobram East	F	5.4
Cobrico	F	17.4
Coburg	F	6.9
Coburg	M	7.2
Coburg North	F	6.1
Coburg North	M	7.1
Cockatoo (Vic.)	F	4.1
Cockatoo (Vic.)	M	3.5
Cohuna	F	2.8
Cohuna	M	4
Coimadai	F	4
Colac	F	4.2
Colac	M	5
Colac East	M	14.7
Colac West	M	11.1
Coldstream (Vic.)	F	3.3
Coldstream (Vic.)	M	3.1
Coleraine	F	5.3
Coleraine	M	7.2
Colignan	F	9.9
Colignan	M	9.5
Collingwood (Vic.)	F	7.2
Collingwood (Vic.)	M	7
Congupna	F	3.5
Congupna	M	6.5
Connewarre	F	2.4
Connewarre	M	2.9
Coolaroo	F	16.4
Coolaroo	M	13.5
Coomoora	F	14.8
Coomoora	M	5.8
Coongulla	M	19
Cooriemungle	F	3.1
Cora Lynn	M	5.6
Corindhap	F	14.8
Corinella (Vic.)	F	9.8
Corinella (Vic.)	M	7.9
Corio	F	12.1
Corio	M	12.9
Cornishtown	M	12
Coronet Bay	F	12.4
Coronet Bay	M	14.7
Corop	M	8.8
Cororooke	F	4.7
Corryong	F	3.8
Corryong	M	5.2
Costerfield	M	15
Cottles Bridge	F	2.4
Cottles Bridge	M	4.9
Cowes	F	6.5
Cowes	M	7.6
Cowwarr	F	3.4
Cowwarr	M	3.8
Craigie (Vic.)	F	21.4
Craigie (Vic.)	M	21.4
Craigieburn	F	10
Craigieburn	M	7.8
Cranbourne	F	9.5
Cranbourne	M	7.1
Cranbourne East	F	8
Cranbourne East	M	5.3
Cranbourne North	F	8.1
Cranbourne North	M	7.2
Cranbourne South	F	5.8
Cranbourne South	M	3.5
Cranbourne West	F	7.6
Cranbourne West	M	5.5
Creightons Creek	F	7.9
Cremorne (Vic.)	F	2.8
Cremorne (Vic.)	M	2.8
Cressy (Vic.)	F	10.5
Cressy (Vic.)	M	7.1
Creswick	F	5.2
Creswick	M	7.6
Crib Point	F	7.9
Crib Point	M	7.1
Croydon (Vic.)	F	5.5
Croydon (Vic.)	M	5.5
Croydon Hills	F	3.1
Croydon Hills	M	4.1
Croydon North	F	3.7
Croydon North	M	4.8
Croydon South	F	4.9
Croydon South	M	5.4
Cudgewa	M	4
Cullulleraine	F	21.4
Curlewis (Vic.)	F	5.1
Curlewis (Vic.)	M	2.9
Dadswells Bridge	F	15.8
Daisy Hill (Vic.)	F	4.4
Daisy Hill (Vic.)	M	5.2
Dales Creek	F	8.1
Dales Creek	M	4.4
Dallas	F	15.8
Dallas	M	18.6
Daltons Bridge	F	33.3
Dalyston	F	7.9
Dalyston	M	5.7
Dandenong	F	15.6
Dandenong	M	11.8
Dandenong North	F	10.2
Dandenong North	M	9.1
Dandenong South	M	26.9
Darley	F	6.6
Darley	M	6
Darlington (Vic.)	F	13
Darlington (Vic.)	M	10
Darnum	F	1.8
Darnum	M	1.7
Darraweit Guim	F	4.1
Darraweit Guim	M	10.6
Darriman	M	37.5
Dartmoor (Vic.)	F	11.1
Dartmoor (Vic.)	M	6.9
Dartmouth	M	13
Daylesford	F	4.5
Daylesford	M	4.5
Deans Marsh	F	4.1
Deans Marsh	M	3.9
Deep Lead	M	13.2
Deepdene (Vic.)	F	5.9
Deepdene (Vic.)	M	4.5
Deer Park	F	11.6
Deer Park	M	10.3
Delacombe	F	6.4
Delacombe	M	6.8
Delahey	F	11.7
Delahey	M	10.9
Denison	F	8.7
Denison	M	7.3
Dennington	F	2.9
Dennington	M	5
Denver	F	12.5
Denver	M	12.5
Dereel	F	8.4
Dereel	M	4
Derrimut	F	7.2
Derrimut	M	6.4
Derrinallum	F	5.9
Derrinallum	M	6.4
Devenish	M	7.1
Devon Meadows	F	4.3
